name;stable_occurrence
ligand2527-0;FIFHAE-subgraph-3
ligand2528-0;OVETAL-subgraph-1
ligand2529-0;WOPFAI-subgraph-1
ligand2530-0;HEXTIR-subgraph-1
ligand2531-0;PUSWOS-subgraph-1
ligand2532-0;SUSCOB-subgraph-4
ligand2533-0;LINMUR-subgraph-1
ligand2534-0;AWUKAH-subgraph-2
ligand2535-0;VUKWEG-subgraph-2
ligand2536-0;JUKFEC-subgraph-0
ligand2537-0;KIPWEL-subgraph-2
ligand2538-0;FEVLAU-subgraph-3
ligand2539-0;ADASOR-subgraph-0
ligand2540-0;TOGDUQ-subgraph-0
ligand2541-0;YADSON-subgraph-0
ligand2542-0;YEDHAT-subgraph-0
ligand2543-0;SEJZAM-subgraph-0
ligand2544-0;FIHSEY-subgraph-1
ligand2545-0;FELQIY-subgraph-3
ligand2546-0;GACLEB-subgraph-1
ligand2547-0;RUXDUK-subgraph-1
ligand2548-0;CEMNEP-subgraph-2
ligand2549-0;LERSIK-subgraph-2
ligand2550-0;HIKZEK-subgraph-1
ligand2551-0;ZEKLEJ-subgraph-1
ligand2552-0;ZUPDUL-subgraph-1
ligand2553-0;RAPBOB-subgraph-1
ligand2554-0;UDEGEP-subgraph-2
ligand2555-0;UWAMAH-subgraph-1
ligand2556-0;JUXBEM-subgraph-1
ligand2557-0;HOVROB-subgraph-1
ligand2558-0;ZIDTAH-subgraph-1
ligand2559-0;YILMEM-subgraph-2
ligand2560-0;LAWSUB-subgraph-1
ligand2561-0;OMAGAK-subgraph-0
ligand2562-0;WUMQAY-subgraph-0
ligand2563-0;OGUYIY-subgraph-3
ligand2564-0;OWEXAQ-subgraph-0
ligand2565-0;NEMWEK-subgraph-0
ligand2566-0;XEDMUQ-subgraph-1
ligand2567-0;LICDOQ-subgraph-3
ligand2568-0;AVAJIS-subgraph-1
ligand2569-0;VERSOB-subgraph-0
ligand2570-0;JATFAM-subgraph-0
ligand2571-0;HOPNOS-subgraph-1
ligand2572-0;UFIYEQ-subgraph-0
ligand2573-0;JILJIA-subgraph-1
ligand2574-0;CUTNAJ-subgraph-1
ligand2575-0;LUFXUF-subgraph-5
ligand2576-0;LUTJOB-subgraph-0
ligand2577-0;LEGKIU-subgraph-4
ligand2578-0;JUYFAM-subgraph-0
ligand2579-0;REPBAS-subgraph-3
ligand2580-0;ADUHOY-subgraph-2
ligand2581-0;IROWIW-subgraph-1
ligand2582-0;JERDOA-subgraph-1
ligand2583-0;HIVWAK-subgraph-0
ligand2584-0;CIGBUS-subgraph-0
ligand2585-0;MULYIC-subgraph-1
ligand2586-0;MIDCOU-subgraph-2
ligand2587-0;VUVBOF-subgraph-1
ligand2588-0;SUJDAC-subgraph-1
ligand2589-0;KOCGAL-subgraph-3
ligand2590-0;TUGXOL-subgraph-0
ligand2591-0;JIJKAS-subgraph-0
ligand2591-1;RESZOF-subgraph-2
ligand2592-0;JIJKAS-subgraph-1
ligand2593-0;XONXEF-subgraph-1
ligand2594-0;FIDGAE-subgraph-1
ligand2595-0;EJIHIP-subgraph-2
ligand2596-0;BIXTUY-subgraph-0
ligand2597-0;GUZLES-subgraph-1
ligand2598-0;XUFVIG-subgraph-0
ligand2599-0;XOZCOH-subgraph-1
ligand2600-0;PETZEV-subgraph-0
ligand2601-0;GITXIT-subgraph-0
ligand2602-0;CEZSAE-subgraph-1
ligand2603-0;XETSAQ-subgraph-2
ligand2604-0;VEKDUM-subgraph-1
ligand2605-0;JOPROY-subgraph-1
ligand2606-0;XIDXEO-subgraph-5
ligand2607-0;HAMZUS-subgraph-3
ligand2608-0;NAGYAW-subgraph-0
ligand2609-0;LECROC-subgraph-2
ligand2610-0;ITUHIQ-subgraph-2
ligand2611-0;LUZMOK-subgraph-2
ligand2612-0;XIQHUB-subgraph-0
ligand2613-0;FARDEJ-subgraph-0
ligand2614-0;KUHVIT-subgraph-0
ligand2615-0;QOCVUA-subgraph-0
ligand2616-0;ERAFOS-subgraph-2
ligand2617-0;HIKCOT-subgraph-3
ligand2618-0;SACMAN-subgraph-0
ligand2619-0;REXVUP-subgraph-0
ligand2620-0;UNIYIA-subgraph-2
ligand2621-0;PERYOE-subgraph-1
ligand2622-0;SECXUX-subgraph-1
ligand2623-0;QEWZAW-subgraph-3
ligand2624-0;JUTKUE-subgraph-2
ligand2624-1;VOZYUG-subgraph-0
ligand2625-0;XOYMII-subgraph-4
ligand2626-0;HIKJIW-subgraph-1
ligand2627-0;JAKRUL-subgraph-0
ligand2628-0;MUPBEF-subgraph-0
ligand2629-0;TURKUM-subgraph-2
ligand2630-0;AZARIF-subgraph-1
ligand2631-0;OSUHIW-subgraph-2
ligand2632-0;HOGFIV-subgraph-2
ligand2633-0;XILLEK-subgraph-0
ligand2634-0;NUFJAB-subgraph-3
ligand2635-0;YAXTUN-subgraph-0
ligand2636-0;IYATEJ-subgraph-2
ligand2637-0;NOPFUV-subgraph-1
ligand2638-0;FAHZEV-subgraph-0
ligand2639-0;HIGBOO-subgraph-0
ligand2640-0;OGOSAH-subgraph-2
ligand2641-0;DUYFAE-subgraph-4
ligand2642-0;ISIRUX-subgraph-0
ligand2643-0;RERDAW-subgraph-0
ligand2644-0;COKGUE-subgraph-0
ligand2645-0;AFAHOI-subgraph-2
ligand2646-0;YIJMAJ-subgraph-2
ligand2647-0;OMEYUB-subgraph-0
ligand2648-0;AMIYIH-subgraph-2
ligand2649-0;IVIPAH-subgraph-2
ligand2650-0;MUTLUI-subgraph-0
ligand2651-0;EHITEX-subgraph-2
ligand2652-0;EFUGOB-subgraph-0
ligand2653-0;AMIQAQ-subgraph-0
ligand2654-0;FOQXEO-subgraph-3
ligand2655-0;XUZMIQ-subgraph-3
ligand2656-0;WOHYOK-subgraph-4
ligand2657-0;RADXOJ-subgraph-0
ligand2658-0;UCUXAR-subgraph-0
ligand2659-0;XIWWUY-subgraph-0
ligand2660-0;NABYIB-subgraph-1
ligand2661-0;AJIJAF-subgraph-0
ligand2662-0;ACUJUG-subgraph-2
ligand2663-0;GULCEY-subgraph-0
ligand2664-0;ODUDOI-subgraph-0
ligand2665-0;PEMYEO-subgraph-0
ligand2666-0;RADDEI-subgraph-1
ligand2667-0;PEWHEG-subgraph-0
ligand2668-0;YUJFEP-subgraph-1
ligand2668-1;TAYYOI-subgraph-0
ligand2669-0;RUJLIT-subgraph-5
ligand2670-0;XANWAL-subgraph-1
ligand2671-0;UFIBAN-subgraph-3
ligand2672-0;HINZAG-subgraph-0
ligand2673-0;XAZNUH-subgraph-0
ligand2674-0;KISZOB-subgraph-1
ligand2675-0;YUWNEK-subgraph-0
ligand2676-0;KEHNIU-subgraph-2
ligand2677-0;TUJXOM-subgraph-0
ligand2678-0;WOCGEE-subgraph-1
ligand2679-0;AJONAP-subgraph-2
ligand2680-0;ASOGIZ-subgraph-1
ligand2681-0;PALBEJ-subgraph-3
ligand2682-0;EGUXAF-subgraph-3
ligand2683-0;KEVHOJ-subgraph-0
ligand2684-0;SAWGII-subgraph-2
ligand2685-0;ECEKUT-subgraph-3
ligand2686-0;FOQQEH-subgraph-1
ligand2687-0;JUHKIJ-subgraph-0
ligand2688-0;EZOWIZ-subgraph-0
ligand2688-1;AZALOC-subgraph-0
ligand2689-0;VABYUT-subgraph-2
ligand2690-0;OYUJOI-subgraph-0
ligand2691-0;XISFUE-subgraph-0
ligand2692-0;VINRAN-subgraph-0
ligand2693-0;HIPDAN-subgraph-1
ligand2694-0;OBUTEL-subgraph-0
ligand2695-0;VAWPUE-subgraph-3
ligand2696-0;NOXQUO-subgraph-0
ligand2697-0;YEFLOK-subgraph-0
ligand2698-0;TOTKUI-subgraph-3
ligand2699-0;KEJPAQ-subgraph-2
ligand2700-0;PEDHOW-subgraph-2
ligand2701-0;WUPMAY-subgraph-2
ligand2702-0;XENFOL-subgraph-2
ligand2703-0;YORFUJ-subgraph-0
ligand2704-0;TAMCER-subgraph-0
ligand2705-0;JIXLAE-subgraph-0
ligand2706-0;PEVWIZ-subgraph-3
ligand2707-0;BILQUI-subgraph-0
ligand2708-0;HECWUJ-subgraph-5
ligand2709-0;MECLZR-subgraph-0
ligand2710-0;SAFMUK-subgraph-0
ligand2711-0;GODZAC-subgraph-0
ligand2712-0;KUBVOT-subgraph-2
ligand2713-0;QENVUA-subgraph-1
ligand2714-0;POJDEY-subgraph-2
ligand2715-0;HIGBAB-subgraph-2
ligand2716-0;IFIHAI-subgraph-2
ligand2717-0;VENMOU-subgraph-1
ligand2718-0;AVANAN-subgraph-1
ligand2719-0;VEZSOK-subgraph-1
ligand2720-0;NALQOI-subgraph-3
ligand2721-0;XUSSUA-subgraph-0
ligand2722-0;DADJIB-subgraph-0
ligand2723-0;OWAFUO-subgraph-1
ligand2724-0;CODNUE-subgraph-0
ligand2725-0;ZEGREM-subgraph-1
ligand2726-0;NAPMIC-subgraph-1
ligand2727-0;FOYRUI-subgraph-4
ligand2728-0;KEZCAV-subgraph-1
ligand2729-0;XIHWOE-subgraph-1
ligand2730-0;NOLTAJ-subgraph-0
ligand2731-0;ICEKEG-subgraph-3
ligand2732-0;AVEZOR-subgraph-3
ligand2733-0;BOTXUG-subgraph-0
ligand2734-0;WUTDAT-subgraph-3
ligand2735-0;HAPFUD-subgraph-1
ligand2736-0;FIRCIV-subgraph-0
ligand2737-0;IRAXIJ-subgraph-0
ligand2738-0;UPABUL-subgraph-0
ligand2739-0;KEHVID-subgraph-2
ligand2740-0;TICXEK-subgraph-2
ligand2741-0;HIKPUP-subgraph-2
ligand2741-1;HISWIP-subgraph-0
ligand2742-0;KIYWEV-subgraph-2
ligand2743-0;WODGED-subgraph-2
ligand2744-0;EQUVIX-subgraph-2
ligand2745-0;DOXDEA-subgraph-0
ligand2746-0;WABZAC-subgraph-3
ligand2747-0;SECKUG-subgraph-0
ligand2748-0;FUPDUQ-subgraph-0
ligand2749-0;YIDNUY-subgraph-5
ligand2750-0;WUSKIG-subgraph-1
ligand2751-0;TADVUT-subgraph-0
ligand2752-0;WEQKOT-subgraph-0
ligand2753-0;UQUSEH-subgraph-1
ligand2754-0;GURPIV-subgraph-1
ligand2755-0;IWUDOU-subgraph-0
ligand2756-0;JIMMAW-subgraph-0
ligand2757-0;BOYWOC-subgraph-0
ligand2758-0;LEYXAQ-subgraph-0
ligand2758-1;LEYXAQ-subgraph-1
ligand2759-0;GUPDEC-subgraph-0
ligand2760-0;OPASAA-subgraph-2
ligand2761-0;HIVPIP-subgraph-0
ligand2762-0;VAWSOE-subgraph-1
ligand2763-0;CXFMPR-subgraph-2
ligand2764-0;PAJLOD-subgraph-0
ligand2765-0;BIFZIZ-subgraph-3
ligand2766-0;COTMAZ-subgraph-2
ligand2767-0;OHUPIR-subgraph-1
ligand2768-0;UPIKOU-subgraph-2
ligand2769-0;NOWYAZ-subgraph-2
ligand2770-0;LURDAG-subgraph-0
ligand2771-0;FINVII-subgraph-0
ligand2772-0;SIXDIM-subgraph-1
ligand2773-0;JIDYEA-subgraph-0
ligand2774-0;PAFHIR-subgraph-2
ligand2775-0;PEHZUA-subgraph-0
ligand2776-0;BUZREV-subgraph-1
ligand2777-0;MUNWAW-subgraph-1
ligand2778-0;YAKCAP-subgraph-0
ligand2779-0;ZERLIV-subgraph-2
ligand2780-0;ILISUS-subgraph-3
ligand2781-0;UWULEE-subgraph-1
ligand2782-0;AFABEQ-subgraph-0
ligand2783-0;VIHWEQ-subgraph-2
ligand2784-0;GEKQIA-subgraph-1
ligand2785-0;ACUGUE-subgraph-1
ligand2786-0;BIRRIH-subgraph-0
ligand2787-0;OCECOP-subgraph-1
ligand2788-0;UPEGAZ-subgraph-0
ligand2789-0;OQOLEM-subgraph-4
ligand2790-0;HABZIU-subgraph-0
ligand2791-0;WUCLOV-subgraph-1
ligand2792-0;ZETZOR-subgraph-0
ligand2793-0;FAXHES-subgraph-1
ligand2794-0;GANYAX-subgraph-0
ligand2795-0;JUYNEY-subgraph-3
ligand2796-0;ADAMEZ-subgraph-2
ligand2797-0;ONAKEU-subgraph-0
ligand2798-0;KOXXAW-subgraph-2
ligand2799-0;SUHLEN-subgraph-1
ligand2800-0;UNOXIG-subgraph-1
ligand2801-0;HEYXEO-subgraph-2
ligand2802-0;TEZKUF-subgraph-1
ligand2803-0;UVAQUE-subgraph-2
ligand2804-0;QOPKAJ-subgraph-1
ligand2805-0;WUPGUM-subgraph-1
ligand2806-0;ZUGKOD-subgraph-1
ligand2807-0;QAKLAQ-subgraph-0
ligand2808-0;DIWPIM-subgraph-1
ligand2809-0;JIPPOR-subgraph-2
ligand2810-0;LINFIZ-subgraph-0
ligand2811-0;MAXVIS-subgraph-1
ligand2812-0;WOWHUN-subgraph-1
ligand2813-0;XIYNOI-subgraph-0
ligand2814-0;ZAQKAD-subgraph-2
ligand2815-0;YIRPOH-subgraph-2
ligand2816-0;NONFUT-subgraph-1
ligand2817-0;REPNAE-subgraph-2
ligand2818-0;YOKPAP-subgraph-0
ligand2819-0;NOFLEA-subgraph-4
ligand2820-0;MOZROJ-subgraph-2
ligand2821-0;PAFXIF-subgraph-1
ligand2822-0;VAZSUM-subgraph-1
ligand2823-0;ZASSIV-subgraph-3
ligand2824-0;EGULUO-subgraph-0
ligand2825-0;QABBAY-subgraph-0
ligand2826-0;UGEDAL-subgraph-0
ligand2827-0;ENEPIZ-subgraph-1
ligand2828-0;GADSIQ-subgraph-0
ligand2829-0;ZEHZUK-subgraph-0
ligand2830-0;NAGYOL-subgraph-1
ligand2831-0;PIDZOS-subgraph-1
ligand2832-0;EZIBIZ-subgraph-1
ligand2833-0;BUVNIS-subgraph-1
ligand2834-0;XAVWIA-subgraph-2
ligand2835-0;OKAGOZ-subgraph-1
ligand2836-0;XUZMAI-subgraph-0
ligand2837-0;OSELOP-subgraph-1
ligand2838-0;LIFVUU-subgraph-3
ligand2839-0;JAZROV-subgraph-1
ligand2840-0;QOZCEP-subgraph-0
ligand2841-0;KAWBUJ-subgraph-1
ligand2842-0;RAFCOS-subgraph-1
ligand2843-0;HIJTEZ-subgraph-2
ligand2844-0;NAPYOS-subgraph-1
ligand2845-0;XAMJEA-subgraph-3
ligand2845-1;MABFEB-subgraph-2
ligand2846-0;PUMJOZ-subgraph-3
ligand2847-0;LEXTOY-subgraph-2
ligand2848-0;HEBMUX-subgraph-1
ligand2849-0;DIPNIP-subgraph-0
ligand2850-0;DIHBEC-subgraph-3
ligand2851-0;SUSTUV-subgraph-1
ligand2852-0;FUZPAU-subgraph-1
ligand2853-0;RIXTEY-subgraph-0
ligand2854-0;NATHEZ-subgraph-2
ligand2855-0;AHAXAI-subgraph-2
ligand2856-0;LIBREU-subgraph-0
ligand2857-0;ZEYSEE-subgraph-4
ligand2858-0;MAHGOT-subgraph-1
ligand2859-0;FEGXEV-subgraph-1
ligand2860-0;ACOCUQ-subgraph-0
ligand2861-0;COXDUQ-subgraph-0
ligand2862-0;VOSYOU-subgraph-2
ligand2863-0;HADKUW-subgraph-3
ligand2864-0;LULNOV-subgraph-3
ligand2865-0;DEVFUI-subgraph-0
ligand2866-0;LONXOC-subgraph-0
ligand2867-0;EFAYAP-subgraph-2
ligand2868-0;ZUNSOT-subgraph-0
ligand2869-0;FEHWEX-subgraph-1
ligand2870-0;MECHEH-subgraph-1
ligand2871-0;JEXHUT-subgraph-1
ligand2872-0;VOGQOY-subgraph-1
ligand2873-0;NANNIC-subgraph-0
ligand2874-0;JEDUIW-subgraph-1
ligand2875-0;UWEVAW-subgraph-0
ligand2876-0;FIJLEP-subgraph-0
ligand2877-0;DUMVEM-subgraph-0
ligand2878-0;CUXMOZ-subgraph-0
ligand2879-0;HATCAJ-subgraph-0
ligand2880-0;FAKWEW-subgraph-1
ligand2881-0;DIJGOU-subgraph-0
ligand2882-0;VIVZOQ-subgraph-0
ligand2883-0;REVFIH-subgraph-1
ligand2884-0;RAGXII-subgraph-2
ligand2885-0;HOFJET-subgraph-0
ligand2886-0;MIZZAZ-subgraph-0
ligand2887-0;RAMFUI-subgraph-0
ligand2888-0;KAVRAB-subgraph-0
ligand2889-0;FOBVIB-subgraph-0
ligand2890-0;FEZJEB-subgraph-1
ligand2891-0;YARKEH-subgraph-3
ligand2892-0;QIPCID-subgraph-0
ligand2893-0;NAQFAP-subgraph-1
ligand2894-0;ATUMOT-subgraph-3
ligand2895-0;XECWEJ-subgraph-0
ligand2896-0;GOSJIH-subgraph-2
ligand2897-0;PUJCAY-subgraph-1
ligand2898-0;GAWJOG-subgraph-0
ligand2899-0;FADDUN-subgraph-0
ligand2900-0;BUWDUS-subgraph-1
ligand2901-0;SUNSEB-subgraph-0
ligand2902-0;WAHHOG-subgraph-5
ligand2903-0;EBONOB-subgraph-1
ligand2904-0;KETMUT-subgraph-0
ligand2905-0;QOMJEI-subgraph-2
ligand2906-0;XONVAZ-subgraph-1
ligand2907-0;GIRMAW-subgraph-1
ligand2908-0;ACONAI-subgraph-0
ligand2909-0;GATPEX-subgraph-2
ligand2910-0;BOTYUH-subgraph-2
ligand2911-0;QICZAG-subgraph-2
ligand2912-0;XOBNEJ-subgraph-0
ligand2913-0;XADBAH-subgraph-2
ligand2914-0;WALJOK-subgraph-0
ligand2915-0;LEJSIE-subgraph-0
ligand2916-0;XUXDEB-subgraph-2
ligand2917-0;JIMBAJ-subgraph-0
ligand2918-0;BUDJAN-subgraph-1
ligand2919-0;EKIPIY-subgraph-2
ligand2920-0;YEMKOR-subgraph-1
ligand2921-0;BOWVAN-subgraph-0
ligand2922-0;RUQPAX-subgraph-1
ligand2923-0;OGUPEO-subgraph-0
ligand2924-0;XEWSEA-subgraph-0
ligand2925-0;RAXZUM-subgraph-2
ligand2926-0;BOJTON-subgraph-1
ligand2927-0;YABBIO-subgraph-3
ligand2928-0;XOQSAZ-subgraph-2
ligand2929-0;IWECIX-subgraph-3
ligand2930-0;QOKMOS-subgraph-5
ligand2931-0;QULQAP-subgraph-0
ligand2932-0;VONYAA-subgraph-0
ligand2933-0;XEWQEW-subgraph-1
ligand2934-0;LIFWAZ-subgraph-3
ligand2935-0;ALUVOT-subgraph-1
ligand2936-0;NESNAA-subgraph-2
ligand2937-0;SUZGID-subgraph-2
ligand2938-0;DOBXAV-subgraph-0
ligand2939-0;SORMUH-subgraph-1
ligand2939-1;LEMSEC-subgraph-1
ligand2940-0;CIYKAW-subgraph-4
ligand2941-0;OCOYUC-subgraph-2
ligand2942-0;GEWQEH-subgraph-1
ligand2943-0;BAHPEJ-subgraph-0
ligand2944-0;XIJFUR-subgraph-0
ligand2945-0;XIJFUR-subgraph-1
ligand2946-0;HIDPUJ-subgraph-0
ligand2947-0;YOWGAT-subgraph-0
ligand2948-0;GAKTEU-subgraph-0
ligand2949-0;EMIFOV-subgraph-0
ligand2950-0;KUMKIM-subgraph-0
ligand2951-0;IYEGEZ-subgraph-1
ligand2952-0;ECOPAR-subgraph-1
ligand2953-0;HECHOQ-subgraph-3
ligand2954-0;MAYKON-subgraph-3
ligand2955-0;JONSAI-subgraph-1
ligand2956-0;JOKMOL-subgraph-3
ligand2957-0;NICBEK-subgraph-3
ligand2958-0;VATRIU-subgraph-0
ligand2959-0;BICZUI-subgraph-1
ligand2960-0;DUFRIG-subgraph-1
ligand2961-0;BEZNUQ-subgraph-1
ligand2962-0;AKOMAP-subgraph-0
ligand2963-0;HEYDIB-subgraph-0
ligand2964-0;NAYHIF-subgraph-3
ligand2965-0;BOQKAU-subgraph-2
ligand2966-0;MADRUF-subgraph-3
ligand2967-0;HUSCIH-subgraph-1
ligand2968-0;RUGTAR-subgraph-0
ligand2969-0;XETSUO-subgraph-1
ligand2970-0;BATNOA-subgraph-0
ligand2971-0;SIBRIG-subgraph-0
ligand2972-0;GETTOO-subgraph-0
ligand2973-0;WURFEW-subgraph-0
ligand2974-0;QICDUE-subgraph-0
ligand2975-0;XUTHEA-subgraph-5
ligand2976-0;ZOHQOE-subgraph-0
ligand2977-0;QIJBIW-subgraph-0
ligand2978-0;WEHDOC-subgraph-0
ligand2979-0;WESSAP-subgraph-2
ligand2980-0;DOTRAH-subgraph-1
ligand2981-0;SURFUJ-subgraph-1
ligand2982-0;PORSEU-subgraph-0
ligand2983-0;DANBOM-subgraph-1
ligand2984-0;ZEQFEI-subgraph-0
ligand2985-0;ARUWIV-subgraph-0
ligand2986-0;ARUWIV-subgraph-1
ligand2987-0;OWAGUQ-subgraph-0
ligand2988-0;VOCVOB-subgraph-2
ligand2989-0;ZOBJIM-subgraph-0
ligand2990-0;OFEBEI-subgraph-1
ligand2991-0;NIDSAU-subgraph-2
ligand2992-0;VINJIM-subgraph-3
ligand2993-0;SUHFIL-subgraph-0
ligand2994-0;MEZWAP-subgraph-1
ligand2995-0;OGIVAE-subgraph-1
ligand2996-0;GELYOO-subgraph-2
ligand2997-0;XACTAZ-subgraph-1
ligand2998-0;UKUMAP-subgraph-0
ligand2999-0;UKULUI-subgraph-1
ligand3000-0;RAFQUN-subgraph-0
ligand3001-0;EYEXAH-subgraph-0
ligand3002-0;AGITOA-subgraph-0
ligand3003-0;KUXRUR-subgraph-1
ligand3004-0;BERWED-subgraph-0
ligand3005-0;NESHUP-subgraph-2
ligand3006-0;KIGXED-subgraph-0
ligand3007-0;DOFGIP-subgraph-1
ligand3008-0;WEKXUH-subgraph-0
ligand3009-0;MEVYOE-subgraph-1
ligand3010-0;NEWVER-subgraph-2
ligand3011-0;FUJWUC-subgraph-3
ligand3012-0;SUYXOB-subgraph-3
ligand3013-0;AZEMEZ-subgraph-0
ligand3014-0;KIMDUI-subgraph-1
ligand3015-0;BEJTUH-subgraph-0
ligand3016-0;HIVHAY-subgraph-1
ligand3017-0;DEXSOQ-subgraph-3
ligand3018-0;EJANOS-subgraph-3
ligand3019-0;WOFYEV-subgraph-0
ligand3020-0;PUZHID-subgraph-1
ligand3021-0;CEMNIS-subgraph-0
ligand3022-0;VEHZEQ-subgraph-1
ligand3023-0;VILTOA-subgraph-1
ligand3024-0;SUZBAQ-subgraph-1
ligand3025-0;DEJBUQ-subgraph-2
ligand3026-0;ISOKEH-subgraph-0
ligand3027-0;DOMXUY-subgraph-2
ligand3028-0;UGOTUG-subgraph-1
ligand3029-0;ECAPAA-subgraph-0
ligand3030-0;QOCQAB-subgraph-2
ligand3031-0;TODMEG-subgraph-0
ligand3032-0;UHEHOE-subgraph-3
ligand3033-0;ZAVDUV-subgraph-0
ligand3033-1;PAJCAE-subgraph-1
ligand3034-0;HOYHIM-subgraph-4
ligand3034-1;INELAP-subgraph-0
ligand3035-0;XIWCAK-subgraph-2
ligand3036-0;TIYLAS-subgraph-0
ligand3037-0;HIPLOH-subgraph-0
ligand3038-0;WISJEQ-subgraph-1
ligand3039-0;QOLPUC-subgraph-2
ligand3040-0;VELHEZ-subgraph-4
ligand3041-0;BOCVEX-subgraph-0
ligand3042-0;REYFAE-subgraph-0
ligand3043-0;JAMYOO-subgraph-1
ligand3044-0;YEHGEY-subgraph-1
ligand3045-0;CEYFER-subgraph-3
ligand3046-0;DEQHEM-subgraph-0
ligand3047-0;AWACEJ-subgraph-1
ligand3048-0;ZIBFOH-subgraph-3
ligand3049-0;DOZTIW-subgraph-2
ligand3050-0;KOZFOX-subgraph-2
ligand3051-0;WEJHUQ-subgraph-1
ligand3052-0;YINMIR-subgraph-2
ligand3053-0;QIWYEC-subgraph-0
ligand3054-0;TORBAF-subgraph-3
ligand3055-0;HUPKAE-subgraph-3
ligand3056-0;WIVJOA-subgraph-2
ligand3057-0;WIJGEC-subgraph-2
ligand3058-0;SODTAJ-subgraph-1
ligand3059-0;RAYFUT-subgraph-2
ligand3060-0;KEVBIA-subgraph-2
ligand3061-0;ACIWOC-subgraph-0
ligand3062-0;OWEHOQ-subgraph-2
ligand3063-0;QAMHOD-subgraph-0
ligand3064-0;NOJGUO-subgraph-2
ligand3065-0;OZETOD-subgraph-3
ligand3066-0;GITCIZ-subgraph-1
ligand3067-0;VOHNEN-subgraph-2
ligand3068-0;OTOYED-subgraph-1
ligand3069-0;DATCIK-subgraph-3
ligand3070-0;MOJGOH-subgraph-2
ligand3071-0;BAJNEJ-subgraph-0
ligand3072-0;UWOGOD-subgraph-0
ligand3073-0;CIBNAF-subgraph-1
ligand3074-0;JATXOS-subgraph-0
ligand3075-0;APUTOW-subgraph-1
ligand3076-0;UGETEG-subgraph-0
ligand3077-0;MAYZUH-subgraph-2
ligand3078-0;AGAXAI-subgraph-1
ligand3079-0;MAZJAB-subgraph-3
ligand3080-0;JAVMEB-subgraph-0
ligand3081-0;VOGZIB-subgraph-0
ligand3082-0;IBICIG-subgraph-2
ligand3083-0;FIPTAZ-subgraph-3
ligand3084-0;VIJGUQ-subgraph-1
ligand3085-0;AYARIB-subgraph-0
ligand3086-0;UWIJES-subgraph-5
ligand3087-0;GUTCAA-subgraph-0
ligand3088-0;QIWRUK-subgraph-3
ligand3089-0;NITPBZ-subgraph-1
ligand3090-0;TATDAU-subgraph-2
ligand3091-0;COBSEU-subgraph-1
ligand3092-0;MOZYAB-subgraph-1
ligand3093-0;PERRUB-subgraph-2
ligand3094-0;FEYJAW-subgraph-0
ligand3095-0;MONWUH-subgraph-1
ligand3096-0;REMTUZ-subgraph-1
ligand3097-0;BAYXUV-subgraph-0
ligand3098-0;KUVGEN-subgraph-3
ligand3099-0;PABYOH-subgraph-0
ligand3100-0;TIFLUT-subgraph-0
ligand3101-0;LAVKOK-subgraph-0
ligand3102-0;REHXIL-subgraph-2
ligand3103-0;EWUPER-subgraph-2
ligand3104-0;NUFWUJ-subgraph-0
ligand3105-0;YIKGOR-subgraph-1
ligand3106-0;YEBXOV-subgraph-0
ligand3107-0;LIJNEB-subgraph-0
ligand3108-0;RIFHOF-subgraph-0
ligand3109-0;QIWZOO-subgraph-0
ligand3110-0;BIWTEH-subgraph-1
ligand3111-0;ULUSAW-subgraph-0
ligand3112-0;OGOJEZ-subgraph-3
ligand3113-0;MULZIC-subgraph-0
ligand3114-0;BECBIY-subgraph-1
ligand3115-0;MIJKIZ-subgraph-1
ligand3116-0;NULVUN-subgraph-3
ligand3117-0;YUGFEL-subgraph-1
ligand3118-0;WEPGAZ-subgraph-1
ligand3119-0;ABAKOG-subgraph-0
ligand3120-0;AHIGOQ-subgraph-0
ligand3121-0;RACTEU-subgraph-0
ligand3122-0;SOPDIL-subgraph-0
ligand3123-0;WOZFAV-subgraph-0
ligand3124-0;SUWTAH-subgraph-2
ligand3125-0;NEKQOJ-subgraph-3
ligand3126-0;NEBQUH-subgraph-1
ligand3127-0;NESDAR-subgraph-2
ligand3128-0;RIDSII-subgraph-2
ligand3129-0;CUXXUR-subgraph-3
ligand3130-0;CATRAT-subgraph-0
ligand3131-0;OWEXIZ-subgraph-0
ligand3131-1;AGAZOA-subgraph-0
ligand3132-0;UBEKIY-subgraph-0
ligand3133-0;UTELUD-subgraph-1
ligand3134-0;KODRUT-subgraph-1
ligand3135-0;DAGGIB-subgraph-1
ligand3136-0;LEQTAD-subgraph-2
ligand3137-0;XISBAC-subgraph-3
ligand3138-0;ASECUX-subgraph-1
ligand3139-0;MIBZAB-subgraph-3
ligand3140-0;EHEYOI-subgraph-1
ligand3141-0;WAVGUY-subgraph-1
ligand3142-0;CURFAY-subgraph-3
ligand3143-0;XEKSAH-subgraph-0
ligand3144-0;CAPNOZ-subgraph-3
ligand3145-0;KUGJOM-subgraph-0
ligand3146-0;PIWNAL-subgraph-0
ligand3147-0;SEWZAV-subgraph-2
ligand3148-0;LEYSOY-subgraph-1
ligand3149-0;TOFCOI-subgraph-2
ligand3150-0;KASTII-subgraph-3
ligand3151-0;LANMOC-subgraph-4
ligand3152-0;PULCUU-subgraph-1
ligand3153-0;NAHLIS-subgraph-3
ligand3154-0;LICDIN-subgraph-0
ligand3155-0;WUQLEB-subgraph-1
