name;stable_occurrence
ligand32908-0;TILYES-subgraph-0
ligand32909-0;ABATOQ-subgraph-1
ligand32910-0;COFMOB-subgraph-1
ligand32911-0;UDORIO-subgraph-0
ligand32912-0;DOHKAQ-subgraph-1
ligand32913-0;JITKAY-subgraph-2
ligand32914-0;YUPGUN-subgraph-0
ligand32915-0;KEXGIG-subgraph-2
ligand32916-0;ITIFEY-subgraph-2
ligand32917-0;TAVROZ-subgraph-1
ligand32918-0;FAJYIC-subgraph-0
ligand32919-0;IKENUI-subgraph-1
ligand32920-0;TAYKUC-subgraph-0
ligand32921-0;ZOQKOF-subgraph-0
ligand32922-0;BUFTON-subgraph-0
ligand32923-0;WOKZEB-subgraph-3
ligand32924-0;OJUNOX-subgraph-0
ligand32925-0;FEJHIL-subgraph-3
ligand32926-0;GIBMEM-subgraph-1
ligand32927-0;TIDFIX-subgraph-3
ligand32928-0;INIJIY-subgraph-0
ligand32929-0;HERFAL-subgraph-1
ligand32930-0;HERFAL-subgraph-2
ligand32931-0;CISRAY-subgraph-5
ligand32932-0;CETVIK-subgraph-0
ligand32933-0;LECYEX-subgraph-3
ligand32934-0;LUFZUH-subgraph-0
ligand32935-0;LEZBIF-subgraph-0
ligand32936-0;PILBAR-subgraph-1
ligand32937-0;IDOZAE-subgraph-3
ligand32938-0;FECTUG-subgraph-0
ligand32939-0;VAQVIV-subgraph-1
ligand32940-0;DAXKUM-subgraph-3
ligand32941-0;LUTPAT-subgraph-1
ligand32942-0;TOGFEC-subgraph-1
ligand32943-0;MAKNOE-subgraph-1
ligand32944-0;NASHAT-subgraph-3
ligand32945-0;HORCIC-subgraph-0
ligand32946-0;XUFPOE-subgraph-2
ligand32947-0;HIVPOT-subgraph-1
ligand32948-0;NAHNOB-subgraph-1
ligand32949-0;NAHNOB-subgraph-2
ligand32950-0;XIRDAE-subgraph-2
ligand32951-0;XIQNIW-subgraph-4
ligand32952-0;OPABOX-subgraph-0
ligand32953-0;WEGVIO-subgraph-3
ligand32954-0;FAWMOF-subgraph-0
ligand32955-0;MANKET-subgraph-0
ligand32956-0;KOHCAN-subgraph-1
ligand32957-0;ROGYAO-subgraph-2
ligand32958-0;NEDKUF-subgraph-0
ligand32959-0;ASIKIX-subgraph-0
ligand32960-0;UKEBES-subgraph-0
ligand32961-0;VIYCIR-subgraph-0
ligand32962-0;YACSUQ-subgraph-1
ligand32963-0;FEBWAL-subgraph-0
ligand32964-0;UHOLAG-subgraph-1
ligand32965-0;JEQSIL-subgraph-2
ligand32966-0;WIHREK-subgraph-0
ligand32967-0;TAVJEI-subgraph-0
ligand32968-0;DECKUU-subgraph-1
ligand32969-0;PUHMIO-subgraph-1
ligand32970-0;KIJSUS-subgraph-2
ligand32971-0;PUMKIR-subgraph-4
ligand32972-0;IDAXAO-subgraph-2
ligand32973-0;VAVHUW-subgraph-0
ligand32974-0;VOYPEG-subgraph-3
ligand32975-0;YAQQIT-subgraph-0
ligand32976-0;MAXWIS-subgraph-1
ligand32977-0;MAXWIS-subgraph-2
ligand32978-0;TOWGAN-subgraph-5
ligand32979-0;IVIREM-subgraph-2
ligand32980-0;HOXDAA-subgraph-0
ligand32981-0;NANTUT-subgraph-0
ligand32982-0;GAWYAE-subgraph-1
ligand32983-0;KEGREU-subgraph-0
ligand32984-0;JOKDOC-subgraph-0
ligand32985-0;GITQIJ-subgraph-2
ligand32986-0;SOBRIL-subgraph-1
ligand32987-0;YUYHAC-subgraph-0
ligand32988-0;DOPXAI-subgraph-0
ligand32989-0;NOFNOM-subgraph-1
ligand32990-0;SUQWOQ-subgraph-1
ligand32991-0;YOHQAN-subgraph-0
ligand32992-0;YOHQAN-subgraph-1
ligand32993-0;DIPZAD-subgraph-5
ligand32994-0;JAHVIY-subgraph-2
ligand32995-0;TUWGUQ-subgraph-0
ligand32996-0;EFORAU-subgraph-0
ligand32997-0;BOJLOD-subgraph-0
ligand32998-0;HOMRUW-subgraph-0
ligand32999-0;TACXUQ-subgraph-3
ligand33000-0;KABKOO-subgraph-0
ligand33001-0;IKUKAB-subgraph-1
ligand33002-0;IKUKAB-subgraph-2
ligand33003-0;GOSPEJ-subgraph-1
ligand33004-0;UHOGOO-subgraph-0
ligand33005-0;ZOPVUX-subgraph-1
ligand33006-0;LEJZIJ-subgraph-0
ligand33007-0;TIMWOC-subgraph-2
ligand33008-0;UKEJAW-subgraph-0
ligand33009-0;AVUJAC-subgraph-0
ligand33010-0;COFTOH-subgraph-1
ligand33011-0;BEHFOJ-subgraph-0
ligand33012-0;KUKGAB-subgraph-0
ligand33013-0;NOCJOE-subgraph-0
ligand33014-0;ZUDJOZ-subgraph-1
ligand33015-0;UNOGOW-subgraph-0
ligand33016-0;TAHRIG-subgraph-0
ligand33017-0;DEZPUV-subgraph-2
ligand33018-0;FETMUN-subgraph-2
ligand33019-0;KOMKIG-subgraph-1
ligand33020-0;EHEWUL-subgraph-2
ligand33021-0;EHEWUL-subgraph-3
ligand33022-0;MUYXUC-subgraph-1
ligand33023-0;KUMKIM-subgraph-1
ligand33024-0;WAZRUN-subgraph-0
ligand33025-0;XULZAI-subgraph-0
ligand33026-0;JAJYAX-subgraph-2
ligand33027-0;WISLIX-subgraph-0
ligand33028-0;POBKOH-subgraph-1
ligand33029-0;YIKBAX-subgraph-1
ligand33030-0;LAZMEH-subgraph-0
ligand33031-0;WISBUY-subgraph-0
ligand33032-0;PARCIU-subgraph-0
ligand33033-0;RECDAG-subgraph-1
ligand33034-0;MERBAM-subgraph-1
ligand33035-0;JEBHOO-subgraph-1
ligand33036-0;VUGNES-subgraph-0
ligand33037-0;DUMNEG-subgraph-0
ligand33038-0;GAYBEN-subgraph-0
ligand33039-0;MASYAH-subgraph-0
ligand33040-0;HAHHOO-subgraph-0
ligand33041-0;RUMGIP-subgraph-1
ligand33042-0;QEQLUW-subgraph-2
ligand33043-0;KUVJUG-subgraph-3
ligand33044-0;QELGUJ-subgraph-3
ligand33045-0;VITXAZ-subgraph-1
ligand33046-0;QIBWIJ-subgraph-0
ligand33047-0;DAVZUW-subgraph-1
ligand33048-0;CISKEX-subgraph-2
ligand33049-0;INUVOC-subgraph-0
ligand33050-0;FUFNAV-subgraph-1
ligand33051-0;BAYFIR-subgraph-1
ligand33052-0;LIBQET-subgraph-0
ligand33053-0;FEBSUA-subgraph-0
ligand33054-0;LHISNI-subgraph-1
ligand33055-0;BUVVIY-subgraph-1
ligand33056-0;LUMRIV-subgraph-1
ligand33057-0;OMORUG-subgraph-0
ligand33058-0;DOXMAE-subgraph-3
ligand33059-0;JOMZES-subgraph-1
ligand33060-0;FEKZUT-subgraph-0
ligand33061-0;FEKZUT-subgraph-1
ligand33062-0;JASROL-subgraph-0
ligand33063-0;BAJVER-subgraph-0
ligand33064-0;LASVOT-subgraph-1
ligand33065-0;KIZMEL-subgraph-1
ligand33066-0;KEXMAC-subgraph-0
ligand33067-0;GUSRUK-subgraph-1
ligand33068-0;KUNPEQ-subgraph-2
ligand33069-0;KEHQUJ-subgraph-0
ligand33070-0;ROKMIN-subgraph-5
ligand33071-0;PUHGEH-subgraph-0
ligand33072-0;ZIMWID-subgraph-0
ligand33073-0;ZECVUA-subgraph-3
ligand33074-0;SUTHOF-subgraph-0
ligand33075-0;SEZBIL-subgraph-1
ligand33076-0;ZAXYOM-subgraph-0
ligand33077-0;UWIXII-subgraph-1
ligand33078-0;DAFJUT-subgraph-1
ligand33079-0;IQATID-subgraph-0
ligand33080-0;YANTOZ-subgraph-2
ligand33081-0;CUBPAS-subgraph-4
ligand33082-0;LESVUB-subgraph-0
ligand33083-0;UNOSUM-subgraph-0
ligand33084-0;UNOSUM-subgraph-1
ligand33085-0;SODYUH-subgraph-2
ligand33086-0;IHODEP-subgraph-2
ligand33087-0;LAXCOF-subgraph-0
ligand33088-0;ELANIO-subgraph-3
ligand33089-0;PEMZOX-subgraph-0
ligand33090-0;UMUCIP-subgraph-0
ligand33091-0;FETXIP-subgraph-1
ligand33092-0;ZUJPEC-subgraph-1
ligand33093-0;MAKWOO-subgraph-1
ligand33094-0;KAYPUV-subgraph-0
ligand33095-0;DIQPIE-subgraph-0
ligand33096-0;ZAZWAY-subgraph-3
ligand33097-0;JOZRIB-subgraph-2
ligand33098-0;TOGNEL-subgraph-1
ligand33099-0;UDAPEX-subgraph-0
ligand33100-0;UDAPEX-subgraph-1
ligand33101-0;RAYBIE-subgraph-1
ligand33102-0;JEDWOF-subgraph-0
ligand33103-0;ISOJEH-subgraph-0
ligand33104-0;TAKTUW-subgraph-1
ligand33105-0;TEBWON-subgraph-2
ligand33106-0;ANOZEL-subgraph-0
ligand33107-0;KIQZIV-subgraph-1
ligand33108-0;FICQUF-subgraph-2
ligand33109-0;RAGHEQ-subgraph-4
ligand33110-0;CUQNUY-subgraph-1
ligand33111-0;COSSOS-subgraph-4
ligand33112-0;SUBFIH-subgraph-1
ligand33113-0;ESAVAX-subgraph-2
ligand33114-0;WEXMES-subgraph-0
ligand33115-0;JIQYAN-subgraph-1
ligand33116-0;KIMGEU-subgraph-1
ligand33117-0;BOLMUM-subgraph-1
ligand33118-0;ASOFOE-subgraph-2
ligand33119-0;WEGBOZ-subgraph-1
ligand33120-0;KEQGAP-subgraph-0
ligand33121-0;YEFLAY-subgraph-3
ligand33122-0;ODIROM-subgraph-0
ligand33123-0;XOHVIB-subgraph-0
ligand33124-0;YIKVUK-subgraph-1
ligand33125-0;RETZUM-subgraph-0
ligand33126-0;POYHUH-subgraph-1
ligand33127-0;KEVLED-subgraph-0
ligand33128-0;UPIZOK-subgraph-3
ligand33129-0;POKJIM-subgraph-1
ligand33130-0;DIFNOX-subgraph-1
ligand33131-0;NOTCOR-subgraph-0
ligand33132-0;ZUHMIB-subgraph-1
ligand33133-0;NAJZEH-subgraph-0
ligand33134-0;XOHGEG-subgraph-2
ligand33135-0;DIYSIR-subgraph-2
ligand33136-0;YOPYUX-subgraph-3
ligand33137-0;XEQROC-subgraph-1
ligand33138-0;QUWMON-subgraph-0
ligand33139-0;SOJTAN-subgraph-0
ligand33140-0;HOTPAK-subgraph-0
ligand33141-0;ODODER-subgraph-0
ligand33142-0;PHASCR-subgraph-0
ligand33143-0;VAHWAG-subgraph-4
ligand33144-0;IJIDIQ-subgraph-0
ligand33145-0;POTNAQ-subgraph-3
ligand33146-0;HESSAA-subgraph-1
ligand33147-0;ZEDXAH-subgraph-3
ligand33148-0;HICSUK-subgraph-0
ligand33149-0;GIYPIP-subgraph-0
ligand33150-0;CALDIF-subgraph-2
ligand33151-0;SELTOS-subgraph-0
ligand33152-0;XAVLIT-subgraph-1
ligand33153-0;OSATEK-subgraph-0
ligand33154-0;LIVCAX-subgraph-0
ligand33155-0;BAYZUX-subgraph-0
ligand33156-0;CMPHSC-subgraph-5
ligand33157-0;NOFLEZ-subgraph-0
ligand33158-0;HICLIO-subgraph-2
ligand33159-0;DAMHOR-subgraph-0
ligand33160-0;UKAROO-subgraph-0
ligand33161-0;WAPMEH-subgraph-0
ligand33162-0;WITFAJ-subgraph-0
ligand33163-0;HILTUR-subgraph-0
ligand33164-0;EMALOU-subgraph-0
ligand33165-0;TUBTER-subgraph-2
ligand33166-0;UKONUE-subgraph-3
ligand33167-0;ZIYXUC-subgraph-0
ligand33168-0;CIXLEA-subgraph-2
ligand33169-0;FUHVIN-subgraph-0
ligand33170-0;TAYQUG-subgraph-1
ligand33171-0;VIFNIL-subgraph-0
ligand33172-0;FAPWIC-subgraph-0
ligand33173-0;FAPWIC-subgraph-2
ligand33174-0;YUDNUG-subgraph-1
ligand33175-0;GURJOV-subgraph-1
ligand33176-0;HISLOM-subgraph-2
ligand33177-0;MITYEU-subgraph-0
ligand33178-0;LOZDIQ-subgraph-2
ligand33179-0;OBOKIB-subgraph-0
ligand33180-0;LEBDIG-subgraph-0
ligand33181-0;MIFYUX-subgraph-0
ligand33182-0;NOWHEO-subgraph-2
ligand33183-0;BUNRIM-subgraph-1
ligand33184-0;DIZJOL-subgraph-2
ligand33185-0;XERKOW-subgraph-1
ligand33186-0;KARQAW-subgraph-0
ligand33187-0;EXOXIY-subgraph-1
ligand33188-0;BIPQUP-subgraph-1
ligand33189-0;COMPAV-subgraph-0
ligand33190-0;OTOKUE-subgraph-0
ligand33191-0;ZIFQIS-subgraph-0
ligand33192-0;MOLTEM-subgraph-0
ligand33193-0;BIZVAL-subgraph-1
ligand33194-0;NOLGED-subgraph-1
ligand33195-0;XUWGEB-subgraph-1
ligand33196-0;EBUGIV-subgraph-1
ligand33197-0;HECXEV-subgraph-0
ligand33198-0;PACFEF-subgraph-0
ligand33199-0;GANCEG-subgraph-3
ligand33200-0;GIVDAR-subgraph-1
ligand33201-0;BANMAF-subgraph-1
ligand33202-0;VOXTAD-subgraph-0
ligand33203-0;BAKBOF-subgraph-1
ligand33204-0;HOSCUP-subgraph-2
ligand33205-0;ACUGEN-subgraph-2
ligand33206-0;PIXKEP-subgraph-0
ligand33207-0;QAJKIZ-subgraph-2
ligand33208-0;BAKCIB-subgraph-1
ligand33209-0;QEHSOP-subgraph-0
ligand33210-0;DIBZAS-subgraph-0
ligand33211-0;IFOXUW-subgraph-1
ligand33212-0;WARQEO-subgraph-0
ligand33213-0;RIRDEC-subgraph-1
ligand33214-0;WEQGAC-subgraph-0
ligand33215-0;ZAPLIO-subgraph-0
ligand33216-0;USURAC-subgraph-0
ligand33217-0;MUNDIJ-subgraph-0
ligand33218-0;TASMAD-subgraph-2
ligand33219-0;OGATUO-subgraph-2
ligand33220-0;YIVYIM-subgraph-0
ligand33221-0;WEJYAM-subgraph-1
ligand33222-0;GODNUK-subgraph-0
ligand33223-0;ZOWGAV-subgraph-5
ligand33224-0;XUWTER-subgraph-0
ligand33225-0;APUYOB-subgraph-1
ligand33226-0;AQAXEV-subgraph-1
ligand33227-0;MEPHUL-subgraph-0
ligand33228-0;UYIZOS-subgraph-0
ligand33229-0;ULOQET-subgraph-1
ligand33230-0;DOYREQ-subgraph-1
ligand33231-0;VEFJOI-subgraph-1
ligand33232-0;MACYAU-subgraph-0
ligand33233-0;ABETOQ-subgraph-0
ligand33234-0;RARNAZ-subgraph-0
ligand33235-0;LIDMES-subgraph-1
ligand33236-0;ZOMVIG-subgraph-0
ligand33237-0;SIVTUO-subgraph-1
ligand33238-0;LEYKUV-subgraph-0
ligand33239-0;WURYUD-subgraph-0
ligand33240-0;KIBPER-subgraph-1
ligand33241-0;ECOZUU-subgraph-2
ligand33242-0;WEQMIO-subgraph-5
ligand33243-0;OXOBAF-subgraph-0
ligand33244-0;SAFROK-subgraph-2
ligand33245-0;LELFEP-subgraph-1
ligand33246-0;LIHHEP-subgraph-0
ligand33247-0;WORCOV-subgraph-2
ligand33248-0;ISEJEW-subgraph-2
ligand33249-0;NINNUX-subgraph-3
ligand33250-0;YORXIN-subgraph-3
ligand33251-0;ABAFUF-subgraph-2
ligand33252-0;ABAFOZ-subgraph-1
ligand33253-0;SOBKAX-subgraph-0
ligand33254-0;ODEGAH-subgraph-0
ligand33255-0;AGIWEV-subgraph-1
ligand33256-0;GIHTEX-subgraph-1
ligand33257-0;LOSDOO-subgraph-2
ligand33258-0;IWEFOH-subgraph-1
ligand33259-0;DOYTUJ-subgraph-0
ligand33260-0;GOSHIF-subgraph-1
ligand33261-0;LUXTIK-subgraph-0
ligand33262-0;OKEXUZ-subgraph-0
ligand33263-0;KIKNUQ-subgraph-0
ligand33264-0;ALIMUF-subgraph-3
ligand33265-0;GUGWEK-subgraph-0
ligand33266-0;BONMAV-subgraph-0
ligand33267-0;NUCFEZ-subgraph-4
ligand33268-0;ROLCUQ-subgraph-3
ligand33269-0;INIKAT-subgraph-2
ligand33270-0;DOYKIN-subgraph-0
ligand33271-0;NUGKAD-subgraph-2
ligand33272-0;DAXLIX-subgraph-0
ligand33273-0;RAMDUG-subgraph-0
ligand33274-0;BOBHAD-subgraph-0
ligand33275-0;VONPOF-subgraph-0
ligand33276-0;GIJNUL-subgraph-1
ligand33277-0;BEGRAJ-subgraph-1
ligand33278-0;TUYNUZ-subgraph-1
ligand33279-0;CUFKEV-subgraph-0
ligand33280-0;KILXAI-subgraph-1
ligand33281-0;DIBLAD-subgraph-0
ligand33282-0;CEPMIT-subgraph-0
ligand33283-0;XIVGOB-subgraph-0
ligand33284-0;MCINIF-subgraph-4
ligand33285-0;YEYPOK-subgraph-2
ligand33286-0;FIHXEC-subgraph-0
ligand33287-0;HUCPOK-subgraph-1
ligand33288-0;JOZROH-subgraph-1
ligand33289-0;PUHJUZ-subgraph-1
ligand33290-0;TAXKAF-subgraph-0
ligand33291-0;VUKLUI-subgraph-0
ligand33292-0;TODZUJ-subgraph-3
ligand33293-0;FAXYIP-subgraph-1
ligand33294-0;NIJGUL-subgraph-0
ligand33295-0;TUDREQ-subgraph-3
ligand33296-0;ESAJUD-subgraph-3
ligand33297-0;NOGXIQ-subgraph-1
ligand33298-0;YIRKAP-subgraph-0
ligand33299-0;ICAFUN-subgraph-0
ligand33300-0;WEMPAG-subgraph-2
ligand33301-0;CEGTAK-subgraph-1
ligand33302-0;ROHDID-subgraph-3
ligand33303-0;BETJES-subgraph-2
ligand33304-0;PESFUO-subgraph-0
ligand33305-0;YIYXUZ-subgraph-2
ligand33306-0;POGLON-subgraph-1
ligand33307-0;RISJOS-subgraph-0
ligand33308-0;XOYZIX-subgraph-2
ligand33309-0;EWUSOE-subgraph-2
ligand33310-0;XOGCOO-subgraph-1
ligand33311-0;FOFROI-subgraph-0
ligand33312-0;TIVHOV-subgraph-1
ligand33313-0;TISVAS-subgraph-2
ligand33314-0;TOQQAS-subgraph-1
ligand33315-0;HUNDUP-subgraph-0
ligand33316-0;NELYAI-subgraph-1
ligand33317-0;SUGXEY-subgraph-0
ligand33318-0;KOTGOS-subgraph-1
ligand33319-0;KOTGOS-subgraph-2
ligand33320-0;GIFNOA-subgraph-1
ligand33321-0;EGOFOW-subgraph-2
ligand33322-0;VOPSOJ-subgraph-3
ligand33323-0;QAGBOP-subgraph-2
ligand33324-0;EDEZOC-subgraph-0
ligand33325-0;NEVBAT-subgraph-1
ligand33326-0;FALKOU-subgraph-0
ligand33327-0;BOTZUI-subgraph-1
ligand33328-0;WIGGEY-subgraph-2
ligand33329-0;WODWOC-subgraph-0
ligand33330-0;NEMDOB-subgraph-2
ligand33331-0;DUSTOC-subgraph-2
ligand33332-0;CIFZUN-subgraph-3
ligand33333-0;AQIFOY-subgraph-1
ligand33334-0;XELKIJ-subgraph-3
ligand33335-0;SEWPAP-subgraph-0
ligand33336-0;ZENLUD-subgraph-2
ligand33337-0;GULHEC-subgraph-2
ligand33338-0;MACDUR-subgraph-0
ligand33339-0;WEYQOH-subgraph-0
ligand33340-0;SUYCOF-subgraph-1
ligand33341-0;MEKBOX-subgraph-3
ligand33342-0;JIVCUM-subgraph-2
ligand33343-0;XEPJOS-subgraph-0
ligand33344-0;PESWET-subgraph-3
ligand33345-0;MEWCIA-subgraph-1
ligand33346-0;NIMNAB-subgraph-1
ligand33347-0;IXECAS-subgraph-1
ligand33348-0;XOYZUJ-subgraph-2
ligand33349-0;NEXHUU-subgraph-0
ligand33350-0;CUKPUV-subgraph-2
ligand33351-0;POTYEC-subgraph-0
ligand33352-0;XOVBIW-subgraph-0
ligand33353-0;DOGFIQ-subgraph-0
ligand33354-0;XIJDEB-subgraph-2
ligand33355-0;ZELTUJ-subgraph-0
ligand33356-0;XEHVOV-subgraph-0
ligand33357-0;TUQQEC-subgraph-0
ligand33358-0;CAMTAO-subgraph-1
ligand33359-0;WALCUI-subgraph-0
ligand33360-0;AQUTEM-subgraph-1
ligand33361-0;EPEBUX-subgraph-3
ligand33362-0;YOGPOB-subgraph-0
ligand33363-0;KICLUD-subgraph-1
ligand33364-0;XOQBOV-subgraph-3
ligand33365-0;HUXZIM-subgraph-2
ligand33366-0;FOSPOU-subgraph-1
ligand33367-0;KOTJEL-subgraph-3
ligand33368-0;DIVWUB-subgraph-0
ligand33369-0;IVOWUO-subgraph-2
ligand33370-0;YACQOI-subgraph-3
ligand33371-0;LUZLOK-subgraph-3
ligand33372-0;XORWUX-subgraph-0
ligand33373-0;MOHROS-subgraph-1
ligand33374-0;AMEFUW-subgraph-2
ligand33375-0;AMEFUW-subgraph-3
ligand33376-0;FAXGOB-subgraph-2
ligand33377-0;MAXCAR-subgraph-3
ligand33378-0;WATYAT-subgraph-1
ligand33379-0;IVEGUN-subgraph-1
ligand33380-0;BIRMEX-subgraph-2
ligand33381-0;MUTYEG-subgraph-2
ligand33382-0;TCEPRH-subgraph-4
ligand33383-0;VUPXIO-subgraph-0
ligand33384-0;HUMDEA-subgraph-0
ligand33385-0;TUQLUO-subgraph-1
ligand33386-0;FESCUC-subgraph-0
ligand33387-0;ZODNUE-subgraph-0
ligand33388-0;YAJCOC-subgraph-3
ligand33389-0;FICJOT-subgraph-0
ligand33390-0;RIVPET-subgraph-0
ligand33391-0;ZIWPAW-subgraph-5
ligand33392-0;QODCUH-subgraph-2
ligand33393-0;KADREP-subgraph-0
ligand33394-0;GIJFEL-subgraph-1
ligand33395-0;KEYTIV-subgraph-0
ligand33396-0;IVOXOJ-subgraph-2
ligand33397-0;IQEBOY-subgraph-2
ligand33398-0;FOYPIU-subgraph-1
ligand33399-0;HAFFEA-subgraph-3
ligand33400-0;CIMPUJ-subgraph-0
ligand33401-0;WEQYOG-subgraph-2
ligand33402-0;PIXVAX-subgraph-0
ligand33403-0;SOSGUF-subgraph-0
ligand33404-0;CIDDAX-subgraph-0
ligand33405-0;LOHNII-subgraph-1
ligand33406-0;HUDZUB-subgraph-0
ligand33407-0;JAQQIB-subgraph-1
ligand33408-0;GAQHOV-subgraph-0
ligand33409-0;YORMIB-subgraph-0
ligand33410-0;JEHVIB-subgraph-1
ligand33411-0;ZUKMUN-subgraph-0
ligand33412-0;IRIKAW-subgraph-0
ligand33413-0;VICDIW-subgraph-0
ligand33414-0;MAPRUS-subgraph-0
ligand33415-0;CUJYEL-subgraph-0
ligand33416-0;QAHBAG-subgraph-0
ligand33417-0;LEHRIZ-subgraph-1
ligand33418-0;DAXROJ-subgraph-0
ligand33419-0;FUGNAW-subgraph-1
ligand33420-0;TUNDIQ-subgraph-0
ligand33421-0;YUMNOK-subgraph-1
ligand33422-0;GIMWEF-subgraph-3
ligand33423-0;OGAWOL-subgraph-0
ligand33424-0;YABNIA-subgraph-2
ligand33425-0;MOTWIC-subgraph-2
ligand33426-0;XIWTAZ-subgraph-3
ligand33427-0;WAYJIS-subgraph-0
ligand33428-0;VUXDOH-subgraph-2
ligand33429-0;PONJIL-subgraph-3
ligand33430-0;RUKNAM-subgraph-1
ligand33431-0;GOSHUT-subgraph-2
ligand33432-0;OXEDOL-subgraph-1
ligand33433-0;LICQIY-subgraph-3
ligand33434-0;OTAJOL-subgraph-1
ligand33435-0;OPXMOL-subgraph-3
ligand33436-0;TUTFAP-subgraph-4
ligand33437-0;FENMOA-subgraph-1
ligand33438-0;MTPOFE-subgraph-3
ligand33439-0;ZIYCES-subgraph-2
ligand33440-0;FOWKEH-subgraph-0
ligand33441-0;MIPGEX-subgraph-2
ligand33442-0;NOGRUY-subgraph-0
ligand33443-0;SEKPEF-subgraph-0
ligand33444-0;WEYTIE-subgraph-0
ligand33445-0;HOTBEZ-subgraph-1
ligand33446-0;REDYIL-subgraph-2
ligand33447-0;VOQCOU-subgraph-1
ligand33448-0;LAMNUJ-subgraph-0
ligand33449-0;QACLAJ-subgraph-0
ligand33450-0;OKADUB-subgraph-1
ligand33451-0;XACTED-subgraph-0
ligand33452-0;XISQUL-subgraph-1
ligand33453-0;LAJCIJ-subgraph-2
ligand33454-0;KUPGEJ-subgraph-0
ligand33455-0;UJOLOX-subgraph-0
ligand33456-0;PADYOL-subgraph-1
ligand33457-0;ZEHBIZ-subgraph-0
ligand33458-0;TESFIH-subgraph-1
ligand33459-0;GAVSIH-subgraph-2
ligand33460-0;EJUHOI-subgraph-0
ligand33461-0;AVESUP-subgraph-1
ligand33462-0;KAYBER-subgraph-0
ligand33463-0;AQEWIC-subgraph-2
ligand33464-0;DUDZOS-subgraph-0
ligand33465-0;VOFHIH-subgraph-0
ligand33466-0;ZEGZUG-subgraph-0
ligand33467-0;UGEBAK-subgraph-0
ligand33468-0;CIRVUU-subgraph-3
ligand33469-0;JIHHAJ-subgraph-0
ligand33470-0;JIHHAJ-subgraph-1
ligand33471-0;QIXGUD-subgraph-2
ligand33472-0;GIVPOQ-subgraph-0
ligand33473-0;GIWDOG-subgraph-0
ligand33474-0;GERLEX-subgraph-1
ligand33475-0;RAMDIU-subgraph-0
ligand33476-0;FOCPIW-subgraph-5
ligand33477-0;SATQUB-subgraph-0
ligand33478-0;FEXRIJ-subgraph-1
ligand33479-0;MUBRUZ-subgraph-1
ligand33480-0;WEVQET-subgraph-0
ligand33481-0;LIRWAO-subgraph-1
ligand33482-0;KILRUW-subgraph-0
ligand33483-0;TATBAR-subgraph-1
ligand33484-0;LIHGOZ-subgraph-0
ligand33485-0;AYEWIK-subgraph-2
ligand33486-0;OTUREB-subgraph-1
ligand33487-0;NAZDEX-subgraph-3
ligand33488-0;BIVTOP-subgraph-5
ligand33489-0;TEHCAO-subgraph-1
ligand33490-0;WUFCOP-subgraph-2
ligand33491-0;QOPMIT-subgraph-1
ligand33492-0;BOJKOC-subgraph-1
ligand33493-0;YUFXIH-subgraph-0
ligand33494-0;BITPED-subgraph-3
ligand33495-0;FILJUG-subgraph-0
ligand33496-0;JAHHAB-subgraph-3
ligand33497-0;EAPRPD-subgraph-0
ligand33498-0;SULCMN-subgraph-0
ligand33499-0;ITUDOS-subgraph-0
ligand33500-0;SIBMEW-subgraph-0
ligand33501-0;YUNPUU-subgraph-2
ligand33502-0;FIZCAU-subgraph-1
ligand33503-0;KUVRID-subgraph-0
ligand33504-0;KUKYIY-subgraph-0
ligand33505-0;CUTXEU-subgraph-1
ligand33506-0;FEFHIL-subgraph-3
ligand33507-0;VEZGUD-subgraph-5
ligand33508-0;ZOXFIE-subgraph-2
ligand33509-0;DIGLEN-subgraph-1
ligand33510-0;KAPPIE-subgraph-2
ligand33511-0;CISFAN-subgraph-0
ligand33512-0;IVASIK-subgraph-0
ligand33513-0;KISQOW-subgraph-2
ligand33514-0;SENFOG-subgraph-0
ligand33515-0;KEJTOJ-subgraph-0
ligand33516-0;FOKGES-subgraph-3
ligand33517-0;HUYFIT-subgraph-1
ligand33518-0;PALTAX-subgraph-0
ligand33519-0;MOMNEH-subgraph-0
ligand33520-0;ZUWGEF-subgraph-2
ligand33521-0;ODUJEC-subgraph-1
ligand33522-0;HIKNIZ-subgraph-0
ligand33523-0;QOPCUU-subgraph-1
ligand33524-0;RAFJAN-subgraph-0
ligand33525-0;TAFWIJ-subgraph-0
ligand33526-0;SADVUP-subgraph-1
ligand33527-0;DAYTIH-subgraph-0
ligand33528-0;VIVSIC-subgraph-0
ligand33529-0;RAQFUO-subgraph-1
ligand33530-0;VUDHOS-subgraph-1
ligand33531-0;VEQTAN-subgraph-0
ligand33532-0;JOBPEW-subgraph-1
ligand33533-0;IHUCEU-subgraph-0
ligand33534-0;JOFYAH-subgraph-0
ligand33535-0;DIFXEX-subgraph-3
ligand33536-0;HAJHOP-subgraph-4
ligand33537-0;TEBZOS-subgraph-1
ligand33538-0;CEMJIO-subgraph-0
ligand33539-0;PORGOS-subgraph-0
ligand33540-0;LOFLAU-subgraph-1
ligand33541-0;EADJEY-subgraph-0
ligand33542-0;OGOMIH-subgraph-0
ligand33543-0;SOCHAW-subgraph-0
ligand33544-0;QASTEM-subgraph-1
ligand33545-0;IFEXOI-subgraph-0
ligand33546-0;PUYBUI-subgraph-3
ligand33547-0;NOBRIJ-subgraph-1
ligand33548-0;ZOPKOG-subgraph-0
