ligand_name;smiles;logp;n_aliphatic_rings;n_aromatic_rings;n_saturated_rings;n_rotatable_bonds
ligand6767-0;[cH]1[cH][cH][c]2[c]([cH]1)[n][c]1[cH][cH][cH][cH][c]1[c]2[n]1[cH][cH][n][cH]1;3.5979000000000028;0;4;0;1
ligand6768-0;[cH]1[cH][cH][c]2[c]([cH]1)[c]1[cH][cH][c]3[c]4[cH][cH][cH][cH][c]4[c]3[c]21;5.175000000000003;0;5;0;0
ligand6769-0;[CH3][O][C](=[O])[c]1[cH][c]2[c]([cH][c]1[C](=[O])[O][CH3])[N]([CH3])[C][NH]2;1.1177899999999998;1;1;0;2
ligand6770-0;[NH2][CH2][CH2][CH2][N]1[CH2][CH2][S][CH2][CH2][S][CH2][CH2]1;1.1172;1;0;1;3
ligand6771-0;[CH3][CH2][N]([CH2][CH3])[C](=[S])/[N]=[C](\[N][N][C](=[O])[c]1[cH][cH][cH][cH][cH]1)[c]1[cH][cH][cH][cH][cH]1;3.0241000000000016;0;2;0;4
ligand6772-0;[CH3][C@@H]([NH][CH2][CH2][CH2][NH][C@H]([CH3])[c]1[cH][cH][cH][cH][n]1)[c]1[cH][cH][cH][cH][n]1;2.868100000000001;0;2;0;8
ligand6773-0;[CH3][S][C]([CH2][c]1[cH][cH][cH][c]([c]2[cH][cH][cH][c]([CH2][C]([S])([c]3[cH][cH][cH][cH][cH]3)[c]3[cH][cH][cH][cH][cH]3)[n]2)[n]1)([c]1[cH][cH][cH][cH][cH]1)[c]1[cH][cH][cH][cH][cH]1;9.725099999999998;0;6;0;10
ligand6774-0;[CH3][O][c]1[cH][cH][c]([C@@H]([NH][CH2][CH2][CH2][S][c]2[cH][cH][cH][cH][cH]2)[C]2=[C][CH]=[CH][CH]=[CH]2)[c]([OH])[cH]1;5.069490000000004;1;2;0;9
ligand6775-0;[CH3][C]([CH3])([CH3])[c]1[n][o][c]([c]2[cH][cH][c]([N]3[C][N]([CH2][c]4[cH][cH][cH][cH][cH]4)[CH]=[CH]3)[cH][cH]2)[n]1;4.872190000000004;1;3;0;4
ligand6776-0;[S][c]1[cH][cH][cH][cH][c]1[S][CH2][c]1[cH][cH][cH][c]([CH2][S][c]2[cH][cH][cH][cH][c]2[S][CH2][Cl])[n]1;7.511000000000005;0;3;0;8
ligand6777-0;[NH2][C@H]1[CH2][C@@H]([NH2])[CH2][C@@H]([NH2])[CH2]1;-0.8477999999999986;1;0;1;0
ligand6778-0;[NH2][CH2][CH2][NH][CH2][C@@H]([c]1[cH][cH][cH][cH][cH]1)[n]1[cH][c]([c]2[cH][cH][cH][cH][cH]2)[n][n]1;2.1311999999999998;0;3;0;7
ligand6779-0;[CH3][C@@H]([NH][C@H]([CH3])[C@@H]([CH3])[NH][C@H]([CH3])[c]1[cH][cH][cH][cH][cH]1)[c]1[cH][cH][cH][cH][cH]1;4.465000000000003;0;2;0;7
ligand6780-0;[CH2]=[C]=[C][P]([c]1[cH][cH][cH][cH][cH]1)([c]1[cH][cH][cH][cH][cH]1)[c]1[cH][cH][cH][cH][cH]1;4.082290000000002;0;3;0;4
ligand6781-0;[CH3]/[C](=[N]\[N][C](=[O])[c]1[cH][cH][cH][c]2[cH][cH][cH][cH][c]12)[c]1[cH][cH][cH][cH][n]1;3.4036000000000017;0;3;0;3
ligand6782-0;[CH3][C@@H]1[CH2][CH2][C@@H]([CH3])[B]12[N]1[CH]=[CH][N]3[C]1[P]1[C]4[N]2[CH]=[CH][N]4[B]2([C@H]([CH3])[CH2][CH2][C@H]2[CH3])[N]2[CH]=[CH][N]([C]21)[B]31[C@H]([CH3])[CH2][CH2][C@H]1[CH3];7.165070000000009;9;0;6;0
ligand6783-0;[CH3]/[C](=[N]\[c]1[cH][cH][cH][cH][cH]1)[C](=[O])/[C]([CH3])=[N]/[c]1[cH][cH][cH][cH][cH]1;4.1407000000000025;0;2;0;4
ligand6784-0;[CH3][C@H]([c]1[cH][cH][cH][cH][cH]1)[N]1[C][N]2[CH2][CH2][CH2][C@H]2[CH2]1;2.5238900000000006;2;1;2;2
ligand6785-0;[CH3][c]1[cH][c](=[O])[o][c]2[c](/[CH]=[N]/[O][CH2][CH2][O]/[N]=[CH]/[c]3[c]([O])[cH][cH][c]4[c]([CH3])[cH][c](=[O])[o][c]34)[c]([O])[cH][cH][c]12;4.205040000000003;0;4;0;7
ligand6786-0;[N][c]1[cH][cH][cH][cH][c]1[C]#[N];1.25848;0;1;0;0
ligand6787-0;[CH3]/[C]([O])=[CH]/[C]([CH3])=[N]/[c]1[c]([F])[cH][cH][cH][c]1[F];3.3915000000000015;0;1;0;2
ligand6788-0;[CH3][S](=[O])(=[O])[NH][c]1[cH][cH][cH][n][cH]1;0.4531;0;1;0;2
ligand6789-0;[cH]1[cH][cH][c]([NH][c]2[cH][cH][c]([N][N][c]3[cH][cH][cH][cH][n]3)[cH][cH]2)[cH][cH]1;3.912200000000002;0;3;0;5
ligand6790-0;[CH3][C@H]1[CH2][O][C]([c]2[cH][cH][cH][cH][c]2[N][C](=[O])[c]2[cH][c]([S][CH2][c]3[cH][cH][cH][cH][cH]3)[cH][c]([C](=[O])[N][c]3[cH][cH][cH][cH][c]3[C]3=[N][C@@H]([CH3])[CH2][O]3)[n]2)=[N]1;5.857100000000006;2;4;0;9
ligand6791-0;[F][C]1=[C]([F])[C]([F])=[C]([F])[C]([As]([c]2[cH][cH][cH][cH][cH]2)[c]2[cH][cH][cH][cH][cH]2)=[C]1;3.879190000000002;1;2;0;3
ligand6792-0;[CH3][c]1[cH][cH][c]([N][N][N][N][N][c]2[cH][cH][c]([CH3])[cH][cH]2)[cH][cH]1;1.9486399999999995;0;2;0;6
ligand6793-0;[CH3][C](=[O])[C]1/[CH]=[N]/[CH2][C]([CH3])([CH3])[CH2]/[N]=[CH]/[C]([C]([CH3])=[O])/[C]([CH3])=[N]/[CH2][CH2][CH2]/[N]=[C]/1[CH3];2.806680000000001;1;0;0;2
ligand6794-0;[CH3][C]=[O];0.11599999999999999;0;0;0;0
ligand6795-0;[CH3][O]/[C]=[CH]/[C]([C]1=[CH][CH]=[CH][CH]=[C]1)[c]1[cH][cH][c]([N+](=[O])[O-])[cH][cH]1;3.3362700000000025;1;1;0;5
ligand6796-0;[CH3][N]([CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][N]([CH3])[CH2][c]1[cH][cH][cH][cH][c]1[O])[CH2][c]1[cH][cH][cH][cH][c]1[O];7.439000000000008;0;2;0;17
ligand6797-0;[CH3][CH]([CH3])[N]/[C](=[N]\[c]1[c]([CH]([CH3])[CH3])[cH][cH][cH][c]1[CH]([CH3])[CH3])[P]([N][CH]([CH3])[CH3])([c]1[cH][cH][cH][cH][cH]1)[c]1[cH][cH][cH][cH][cH]1;7.53010000000001;0;3;0;9
ligand6798-0;[cH]1[cH][cH][c]([N]([c]2[cH][cH][cH][cH][n]2)[c]2[cH][cH][cH][cH][n]2)[n][cH]1;3.341400000000002;0;3;0;3
ligand6799-0;[C]#[N][CH2][C]([CH3])([CH2][N]#[C])[CH2][N]#[C];0.92971;0;0;0;3
ligand6800-0;[O][C](=[O])[C]([O])([c]1[cH][cH][cH][cH][cH]1)[c]1[cH][cH][cH][cH][cH]1;2.3178;0;2;0;3
ligand6801-0;[cH]1[cH][c]2[cH][cH][c]3[cH][cH][c]([CH2][n]4[c]5[cH][cH][cH][cH][c]5[n][c]4[c]4[cH][cH][c]5[cH][cH][c]6[cH][cH][cH][c]7[cH][cH][c]4[c]5[c]67)[c]4[cH][cH][c]([cH]1)[c]2[c]34;10.594799999999987;0;10;0;3
ligand6802-0;[O][C@@H]([CH2][c]1[cH][cH][cH][cH][n]1)[c]1[cH][cH][cH][cH][n]1;2.1909;0;2;0;3
ligand6803-0;[OH]/[N]=[CH]/[c]1[cH][cH][c]2[cH][cH][c]3[cH][cH][c](/[CH]=[N]/[OH])[n][c]3[c]2[n]1;2.3991999999999996;0;3;0;2
ligand6804-0;[O][C](=[O])[c]1[cH][cH][c]2[cH][cH][c]3[cH][cH][c](/[CH]=[N]/[OH])[n][c]3[c]2[n]1;2.1618;0;3;0;2
ligand6805-0;[CH3][Si]([CH3])([CH3])[c]1[cH][cH][cH][c]([CH2][CH2][CH2][NH2])[cH]1;2.1231;0;1;0;4
ligand6806-0;[CH]1[CH]=[CH][CH][C@@H]([P]([CH2][P]([c]2[cH][cH][cH][cH][cH]2)[c]2[cH][cH][cH][cH][cH]2)([c]2[cH][cH][cH][cH][cH]2)[c]2[cH][cH][cH][cH][cH]2)[CH2][CH2]1;6.872580000000008;1;4;0;7
ligand6807-0;[CH3][O][c]1[cH][cH][cH][c](/[CH]=[N]/[N][C](=[O])[c]2[cH][cH][n][cH][cH]2)[c]1[O];2.0126999999999997;0;2;0;4
ligand6808-0;[CH2][c]1[cH][cH][cH][c]([CH3])[n]1;1.57221;0;1;0;0
ligand6809-0;[NH2][C](=[S])[NH][N][C](=[NH2])[c]1[cH][cH][cH][cH][n]1;-0.5907000000000009;0;1;0;1
ligand6810-0;[S]/[CH]=[C](\[S])[c]1[cH][cH][cH][cH][cH]1;3.3800000000000017;0;1;0;1
ligand6811-0;[CH3][N]([CH3])[C]1=[CH][C]([c]2[cH][cH][cH][cH][cH]2)=[CH][C]1[c]1[cH][cH][cH][cH][cH]1;4.151890000000003;1;2;0;3
ligand6812-0;[CH3][c]1[cH][cH][c]([CH]([c]2[cH][cH][c]([CH3])[cH][cH]2)[P]([S])[C]([CH3])([CH3])[CH3])[cH][cH]1;6.785740000000006;0;2;0;3
ligand6813-0;[CH3][CH2][CH2][C][O][CH2][CH3];1.86179;0;0;0;4
ligand6814-0;[CH]1=[N]/[CH2][CH2][N]([CH2][c]2[cH][cH][cH][cH][n]2)[CH2][CH2]/[N]=[CH]/[c]2[cH][cH][cH][cH][c]2[O][CH2][CH2][O][c]2[cH][cH][cH][cH][c]2/1;3.8930000000000033;1;3;0;2
ligand6815-0;[cH]1[cH][cH][c]([C]2=[N][N]=[C]([c]3[cH][cH][n][cH][cH]3)[N]2)[n][cH]1;1.203;1;2;0;2
ligand6816-0;[CH3]/[C](=[N]\[CH2][CH2][CH2][NH][CH2][CH2]/[N]=[C](\[CH3])[C]([CH3])([CH3])[S])[C]([CH3])([CH3])[S];3.840100000000003;0;0;0;9
ligand6817-0;[CH3][O][c]1[cH][cH][cH][cH][c]1[Si]([CH3])([CH3])[N][Si]([CH3])([CH3])[c]1[cH][cH][cH][cH][c]1[O][CH3];2.832600000000001;0;2;0;6
ligand6818-0;[C]1=[C]([N]([c]2[cH][cH][cH][cH][cH]2)[c]2[cH][cH][c]3[cH][cH][cH][cH][c]3[n]2)[CH]=[CH][CH]=[C]1[c]1[cH][cH][cH][cH][n]1;6.108390000000004;1;4;0;4
ligand6819-0;[CH2]1[CH2][S][CH2][CH2][S][CH2][CH2][O]1;1.483;1;0;1;0
ligand6820-0;[cH]1[cH][cH][c]([n]2[cH][cH][c]([c]3[cH][cH][cH][cH][n]3)[n]2)[cH][cH]1;3.006900000000001;0;3;0;2
ligand6821-0;[CH2][C@H]([O][C]1=[CH][CH]=[CH][CH]=[C]1)[N]1[C]=[CH][CH]=[CH][CH]1;2.32676;2;0;0;3
ligand6822-0;[S]=[C]([N]/[N]=[CH]\[c]1[cH][c]2[cH][cH][cH][cH][c]2[nH]1)[S][CH2][c]1[cH][cH][cH][cH][cH]1;4.324500000000002;0;3;0;4
ligand6823-0;[NH2][C@@H]1[CH2][CH2][CH2][CH2][C@H]1[NH][CH]1[CH2][CH2][CH2][CH2]1;1.7884999999999995;2;0;2;2
ligand6824-0;[O][c]1[cH][cH][cH][cH][c]1/[CH]=[N]/[CH2][CH2][c]1[cH][cH][cH][cH][cH]1;3.4920000000000018;0;2;0;4
ligand6825-0;[CH3][O][c]1[cH][cH][c]([N][CH][c]2[cH][cH][cH][cH][c]2[S])[cH][cH]1;3.6975900000000026;0;2;0;4
ligand6826-0;[CH3][O][C](=[O])[c]1[cH][cH][cH][cH][n]1;0.8682;0;1;0;1
ligand6827-0;[CH]1[CH]=[CH][CH]=[C]1[CH2][C@@H]([c]1[cH][cH][cH][cH][cH]1)[P]([c]1[cH][cH][cH][cH][cH]1)[c]1[cH][cH][cH][cH][cH]1;5.951190000000006;1;3;0;6
ligand6828-0;[S][c]1[cH][cH][cH][cH][c]1/[N]=[CH]/[CH]=[N]/[c]1[cH][cH][cH][cH][c]1[S];4.904200000000002;0;2;0;3
ligand6829-0;[CH2][CH][CH2][CH2][P]([CH2][CH2][CH][CH2])[CH2][CH2][CH][CH2];3.753740000000003;0;0;0;9
ligand6830-0;[CH3][CH2][CH2][CH2][N]1[C][N]([CH2][n]2[cH][cH][cH][n]2)[CH]=[CH]1;1.7257900000000002;1;1;0;5
ligand6831-0;[C]1=[CH][c]2[cH][cH][cH][n][c]2[N]1[c]1[cH][cH][cH][cH][n]1;2.40219;1;2;0;1
ligand6832-0;[NH2][CH2][CH2][S][C@H]1[CH2][CH2][CH2][CH2][C@@H]1[S][CH2][CH2][NH2];1.6813999999999996;1;0;1;6
ligand6833-0;[CH3][CH2][O][C](=[O])[CH2][NH][C](=[O])[CH2][N]([CH2][c]1[cH][cH][cH][cH][n]1)[CH2][c]1[cH][cH][cH][cH][n]1;1.1580999999999995;0;2;0;9
ligand6834-0;[CH3][N]1[CH2][CH2][CH][C]1[c]1[cH][cH][c]([c]2[cH][cH][cH][cH][cH]2)[cH][cH]1;3.821880000000003;1;2;1;2
ligand6835-0;[CH3][C](=[O])[C]([C]([CH3])=[O])[c]1[cH][cH][cH][o]1;1.38019;0;1;0;3
ligand6836-0;[F][c]1[c]([F])[c]([F])[c]([B]([n]2[cH][cH][cH][n]2)([n]2[cH][cH][cH][n]2)[n]2[cH][cH][cH][n]2)[c]([F])[c]1[F];1.7623999999999993;0;4;0;4
ligand6837-0;[CH]1[CH]=[C]([c]2[cH][cH][n][cH][cH]2)[CH]=[CH][N]1[c]1[cH][n][cH][cH][n]1;2.45069;1;2;0;2
ligand6838-0;[C]1[N]([CH2][CH2][O][CH2][CH2][N]2[C][N]([CH2][c]3[cH][cH][cH][cH][n]3)[c]3[cH][cH][cH][cH][c]32)[c]2[cH][cH][cH][cH][c]2[N]1[CH2][c]1[cH][cH][cH][cH][n]1;4.839180000000005;2;4;0;10
ligand6839-0;[CH3][CH]([CH3])[S];1.5922999999999998;0;0;0;0
ligand6840-0;[CH3]/[C]([CH]/[C]([CH3])=[N]/[CH]([CH3])[CH3])=[N]\[CH]([CH3])[CH3];2.9292900000000017;0;0;0;4
ligand6841-0;[cH]1[cH][cH][c]([P]([c]2[cH][cH][cH][cH][cH]2)[N]([CH2][c]2[cH][cH][cH][o]2)[P]([c]2[cH][cH][cH][cH][cH]2)[c]2[cH][cH][cH][cH][cH]2)[cH][cH]1;6.177400000000005;0;5;0;8
ligand6842-0;[CH3][NH2][CH2][CH2][CH2]/[N]=[CH]/[c]1[cH][c]([Cl])[cH][c]([Br])[c]1[O];3.179500000000001;0;1;0;5
ligand6843-0;[CH3][O][c]1[cH][cH][cH][c](/[CH]=[N]/[CH2][C@@H]([CH3])[O])[c]1[O];2.0769;0;1;0;4
ligand6844-0;[C]#[N][CH2][CH2][CH2][CH2][N]1[CH2][CH2][N]([c]2[cH][cH][cH][cH][c]2[O][CH3])[CH2][CH2]1;2.2430700000000003;1;1;1;6
ligand6845-0;[CH3][C@@]12[CH]=[CH][C@@H]3[CH][C@@H]([CH2][CH2][C@@H]31)[CH2]2;2.8128900000000012;4;0;3;0
ligand6846-0;[O][c]1[cH][cH][cH][cH][c]1/[CH]=[N]/[CH2][CH2][c]1[cH][nH][cH][n]1;2.2150999999999996;0;2;0;4
ligand6847-0;[CH3][O][c]1[cH][cH][c]([O])[c](/[CH]=[N]/[CH2][CH2]/[N]=[CH]/[c]2[cH][c]([O][CH3])[cH][cH][c]2[O])[cH]1;3.5294000000000025;0;2;0;7
ligand6848-0;[CH3][C]([CH3])([CH3])[P]([CH2][CH2][C]1=[CH][CH]=[CH][CH]1)[C]([CH3])([CH3])[CH3];5.155890000000006;1;0;0;3
ligand6849-0;[CH3][O][C@@]12[CH][CH][C@@H]([CH]=[CH]1)[C@H]1[C](=[O])[N]([CH3])[C](=[O])[C@H]12;0.21077999999999997;4;0;2;1
ligand6850-0;[CH3][O][C][C]1=[CH][C]([O][CH3])([O][CH3])[CH]=[CH][C]1([O][CH3])[O][CH3];1.1459899999999998;1;0;0;6
ligand6851-0;[CH3][O][c]1[cH][cH][cH][c](/[CH]=[N]/[N][C](=[O])[c]2[cH][cH][c]([N+](=[O])[O-])[cH][cH]2)[c]1[O];2.525900000000001;0;2;0;5
ligand6852-0;[CH3][CH]([CH3])[c]1[cH][cH][cH][c]([CH]([CH3])[CH3])[c]1[N]1[C][N]2[C](=[CH]1)[CH]=[CH][c]1[cH][cH][cH][n][c]12;5.519490000000005;2;2;0;3
ligand6853-0;[O]=[C]1[C]([C][N][c]2[cH][cH][c]3[cH][cH][cH][cH][c]3[c]2[c]2[c](/[N]=[CH]/[C]3[CH]=[C]([Cl])[CH]=[C]([Cl])[C]3=[O])[cH][cH][c]3[cH][cH][cH][cH][c]32)[CH]=[C]([Cl])[CH]=[C]1[Cl];9.490569999999995;2;4;0;6
ligand6854-0;[cH]1[cH][cH][c]([CH2][N]2[CH2][N]([CH2][c]3[cH][cH][cH][cH][cH]3)[CH2][N]([CH2][c]3[cH][cH][cH][cH][cH]3)[CH2]2)[cH][cH]1;4.379100000000004;1;3;1;6
ligand6855-0;[cH]1[cH][cH][c]([CH2][N][c]2[cH][cH][cH][cH][c]2/[N]=[N]/[c]2[cH][cH][cH][cH][c]2[NH][CH2][c]2[cH][cH][cH][cH][cH]2)[cH][cH]1;7.150200000000005;0;4;0;8
ligand6856-0;[Cl][c]1[cH][cH][c]2[c]([cH]1)[CH2][O][C]([c]1[cH][cH][c]3[cH][cH][cH][cH][c]3[n]1)=[N]2;4.496700000000003;1;3;0;1
ligand6857-0;[CH3][c]1[cH][c]([CH3])[c]([N]2[C][N]([c]3[cH][cH][c]4[cH][cH][c]5[cH][cH][cH][n][c]5[c]4[n]3)[CH]=[CH]2)[c]([CH3])[cH]1;5.502350000000005;1;4;0;2
ligand6858-0;[CH3][CH]([CH3])[N]1[C][N]([CH2][C](=[O])[C]([CH3])([CH3])[CH3])[CH]=[CH]1;2.09509;1;0;0;3
ligand6859-0;[CH3][c]1[cH][cH][c](/[C]=[CH]/[C@H]([N][c]2[cH][cH][cH][cH][cH]2)[c]2[cH][cH][c]([F])[cH][cH]2)[cH][cH]1;5.519010000000004;0;3;0;5
ligand6860-0;[CH3][N]([CH3])[CH2][CH2]/[N]=[C](/[NH][C]1=[C][CH]=[CH][CH]=[CH]1)[c]1[cH][cH][cH][cH][cH]1;2.3974900000000003;1;1;0;5
ligand6861-0;[CH]1[C@H]2[CH2][C@H]3[CH2][C@@H]1[CH2][C@@H]([CH2]2)[CH2]3;2.646790000000001;4;0;4;0
ligand6862-0;[CH3]/[N]=[CH]/[c]1[cH][c]([N+](=[O])[O-])[cH][cH][c]1[O];1.7872999999999999;0;1;0;2
ligand6863-0;[CH3][N]1[C][N]([c]2[cH][cH][cH][c]([N]3[C][N]([CH3])[CH]=[CH]3)[n]2)[CH]=[CH]1;1.5201799999999999;2;1;0;2
ligand6864-0;[O][c]1[c]([Br])[cH][c]([Br])[cH][c]1[CH2][S][CH2][CH2][S][CH2][c]1[cH][c]([Br])[cH][c]([Br])[c]1[O];8.190800000000003;0;2;0;7
ligand6865-0;[cH]1[cH][cH][c]([Se][CH2][c]2[cH][cH][cH][c]([CH2][Se][c]3[cH][cH][cH][cH][cH]3)[n]2)[cH][cH]1;2.141;0;3;0;6
ligand6866-0;[CH3][C]1=[CH][C]=[C]([O][c]2[cH][cH][cH][cH][n]2)[CH]=[CH]1;2.663590000000001;1;1;0;2
ligand6867-0;[CH3][O][c]1[cH][c](/[CH]=[N]/[CH2][C@H]([CH3])/[N]=[CH]/[c]2[cH][c]([O][CH3])[cH][c]([C]([CH3])([CH3])[CH3])[c]2[O])[c]([O])[c]([C]([CH3])([CH3])[CH3])[cH]1;6.512900000000007;0;2;0;7
ligand6868-0;[CH3][C]([CH3])([CH3])[S@](=[O])[N]([CH2][c]1[cH][cH][cH][cH][cH]1)[P]([c]1[cH][cH][cH][cH][cH]1)[c]1[cH][cH][cH][cH][cH]1;4.998700000000005;0;3;0;6
ligand6869-0;[CH3][N]([CH3])[B]([B]([C]1=[c]2[cH][cH][cH][cH][c]2=[C]2[CH][CH]=[CH][CH]=[C]21)[N]([CH3])[CH3])[C]1=[c]2[cH][cH][cH][cH][c]2=[C]2[CH]=[CH][CH]=[CH][C]21;1.6807800000000004;4;2;0;5
ligand6870-0;[CH3][CH]([CH3])[c]1[cH][cH][cH][c]([CH]([CH3])[CH3])[c]1/[N]=[C](/[CH]/[C](=[N]/[c]1[c]([CH]([CH3])[CH3])[cH][cH][cH][c]1[CH]([CH3])[CH3])[C]([F])([F])[F])[C]([F])([F])[F];10.354289999999992;0;2;0;8
ligand6871-0;[BH2][P]([CH3])([CH3])[CH3];0.44149999999999984;0;0;0;0
ligand6872-0;[CH3][c]1[cH][cH][cH][c]([CH3])[c]1[N][C][N]([CH3])[CH3];2.09723;0;1;0;3
ligand6873-0;[OH][CH2][CH2][CH2][c]1[cH][cH][cH][cH][cH]1;1.6115000000000002;0;1;0;3
ligand6874-0;[O]=[C]([CH][CH][c]1[c]2[cH][cH][cH][cH][c]2[cH][c]2[cH][cH][cH][cH][c]12)[c]1[cH][cH][cH][cH][n]1;5.027580000000004;0;4;0;4
ligand6875-0;[CH3][O][c]1[cH][cH][cH][cH][c]1[P]([c]1[cH][cH][cH][cH][c]1[O][CH3])[N]([CH3])[P]([c]1[cH][cH][cH][cH][cH]1)[c]1[cH][cH][cH][cH][cH]1;5.031200000000004;0;4;0;8
ligand6876-0;[O]=[N+]([O-])[c]1[cH][cH][cH][n][c]1[c]1[n][cH][cH][cH][c]1[N+](=[O])[O-];2.0084;0;2;0;3
ligand6877-0;[CH3][CH]([CH3])[c]1[cH][c]([CH]([CH3])[CH3])[c](/[C]([N][Si]([CH3])([CH3])[CH3])=[N]\[Si]([CH3])([CH3])[CH3])[c]([CH]([CH3])[CH3])[cH]1;7.077600000000008;0;1;0;6
ligand6878-0;[CH3][C]([CH3])=[N][NH][C]([NH])=[O];0.3747000000000001;0;0;0;1
ligand6879-0;[CH3][O][c]1[cH][cH][c]2[cH][cH][cH][cH][c]2[c]1[c]1[c]([O][CH3])[c]([C]2=[C]([CH3])[C]([CH3])=[C]([CH3])[C]2[CH3])[cH][c]2[cH][cH][cH][cH][c]21;8.443490000000004;1;4;0;4
ligand6880-0;[CH3][c]1[cH][cH][cH][c]([CH3])[c]1/[N]=[C]/[c]1[cH][cH][cH][cH][c]1[C]#[N];3.8027200000000025;0;2;0;2
ligand6881-0;[CH3][CH2][O][C]([c]1[cH][cH][cH][cH][cH]1)[C@H]1[CH][CH][CH][CH2][CH2]1;3.6260600000000025;1;1;1;4
ligand6882-0;[CH2][c]1[cH][cH][cH][cH][c]1[CH2];2.05098;0;1;0;0
ligand6883-0;[OH][CH2][C@@H]1[CH2][CH2][CH2][N]1[CH2][C]1=[C][C]([CH2][N]2[CH2][CH2][CH2][C@H]2[CH2][OH])=[CH][CH]=[CH]1;1.12559;3;0;2;6
ligand6884-0;[CH3][c]1[cH][c]([CH3])[n]([CH2][N]([CH2][CH2][NH][c]2[cH][cH][cH][cH][cH]2)[CH2][n]2[n][c]([CH3])[cH][c]2[CH3])[n]1;3.3425800000000017;0;3;0;8
ligand6885-0;[CH3][CH2][CH2][S][C](=[NH])[NH]/[N]=[CH]/[c]1[cH][c]([Br])[cH][cH][c]1[O];3.5943700000000014;0;1;0;4
ligand6886-0;[CH3][N]1[N][N]([CH2][c]2[cH][cH][c]([Cl])[cH][cH]2)[C]=[C]1[CH2][O][c]1[cH][cH][cH][cH][cH]1;3.2453900000000013;1;2;0;5
ligand6887-0;[cH]1[cH][cH][c]([c]2[cH][cH][n]([BH]([n]3[cH][cH][c]([c]4[cH][cH][cH][cH][cH]4)[n]3)[n]3[cH][cH][c]([c]4[cH][cH][cH][cH][cH]4)[n]3)[n]2)[cH][cH]1;5.0842000000000045;0;6;0;6
ligand6888-0;[CH3]/[C](=[N]\[c]1[cH][cH][c]([C]#[N])[cH][cH]1)[c]1[cH][cH][cH][c](/[C]([CH3])=[N]/[c]2[c]([CH3])[cH][c]([CH3])[cH][c]2[CH3])[n]1;6.159940000000005;0;3;0;4
ligand6889-0;[CH3][O][c]1[cH][c]2[n][c]([cH]1)[CH2][N]([CH3])[CH2][CH2][N]([CH3])[CH2][CH2][N]([CH3])[CH2]2;0.8992000000000004;1;1;0;1
ligand6890-0;[CH3][C](=[NH])[N][C]1=[N]=[CH][N][c]2[c]1[n][cH][n]2[CH3];-0.8867300000000005;1;1;0;0
ligand6891-0;[cH]1[cH][cH][c]([S][S][c]2[cH][cH][cH][cH][n]2)[n][cH]1;3.2760000000000016;0;2;0;3
ligand6892-0;[O][c]1[cH][cH][cH][cH][c]1/[CH]=[N]/[CH2][CH2][CH2]/[N]=[CH]/[c]1[cH][cH][cH][cH][c]1[O];3.902300000000002;0;2;0;6
ligand6893-0;[CH3][C]([CH3])([CH3])[N]1[C][N]([BH2][N]2[C][N]([C]([CH3])([CH3])[CH3])[CH]=[CH]2)[CH]=[CH]1;1.75238;2;0;0;2
ligand6894-0;[CH3][c]1[cH][cH][c](/[N]=[C](/[CH]=[C](\[O])[c]2[cH][cH][cH][cH][cH]2)[C]([F])([F])[F])[cH][cH]1;5.101420000000003;0;2;0;3
ligand6895-0;[CH3][CH2][CH2][N]1[C][N]2[CH]=[CH][CH]=[CH][C]2=[CH]1;1.93519;2;0;0;2
ligand6896-0;[O]=[C]1[c]2[cH][cH][cH][c]3[cH][cH][cH][c]([c]23)[C](=[O])[N]1[CH2][c]1[cH][cH][cH][cH][n]1;3.0310000000000015;1;3;0;2
ligand6897-0;[O][c]1[cH][cH][cH][cH][c]1/[N]=[CH]/[c]1[cH][cH][cH][c]2[cH][cH][cH][cH][c]12;4.734200000000003;0;3;0;2
ligand6898-0;[CH3][CH2][N]([CH2][CH3])[C](=[S])/[N]=[C](\[N][N][C](=[S])[N]1[CH2][CH2][CH2][CH2]1)[c]1[cH][cH][cH][cH][cH]1;2.564400000000001;1;1;1;3
ligand6899-0;[CH3][O][C]1=[C]([C@H]([OH])[c]2[cH][cH][cH][cH][cH]2)[CH][CH][C@@H]([c]2[cH][cH][cH][cH][cH]2)[CH]1;4.030770000000003;1;2;0;4
ligand6900-0;[CH3][B]([CH3])([c]1[cH][cH][cH][cH][n]1)[c]1[cH][cH][cH][cH][n]1;1.2992;0;2;0;2
ligand6901-0;[CH3][C]1=[CH][B]([N]([CH]([CH3])[CH3])[CH]([CH3])[CH3])[CH]=[C]([CH3])[P]1;3.9425000000000034;1;0;0;3
ligand6902-0;[O]=[C]([c]1[cH][cH][n][cH][cH]1)[N]1[CH2][CH2][O][CH2][CH2][O][CH2][CH2][O][CH2][CH2][O][CH2][CH2]1;0.603800000000001;1;1;1;1
ligand6903-0;[CH3][CH]([CH3])[P]([CH3])[CH3];2.1363000000000003;0;0;0;1
ligand6904-0;[CH3][Si]([CH3])([CH3])[P]([Si]([CH3])([CH3])[CH3])[Si]([CH3])([CH3])[CH3];4.973000000000005;0;0;0;3
