ligand0-0 | UKEBAN-subgraph-0
ligand18051-0 | LAVCOB-subgraph-2
ligand18052-0 | FORNOR-subgraph-0
ligand18053-0 | RUNNIY-subgraph-1
ligand18054-0 | GIBLUB-subgraph-0
ligand18055-0 | LOJPEG-subgraph-2
ligand18056-0 | GOPJEA-subgraph-2
ligand18057-0 | EQIMEY-subgraph-0
ligand18058-0 | VOLDIL-subgraph-2
ligand18059-0 | BAYZUZ-subgraph-1
ligand1806-0 | JANTAW-subgraph-4
ligand18060-0 | XIYJEW-subgraph-1
ligand18061-0 | SELGAS-subgraph-1
ligand18062-0 | KUMBEZ-subgraph-2
ligand18063-0 | NOGFEW-subgraph-0
ligand18064-0 | FEXQAD-subgraph-3
ligand18065-0 | CICDUN-subgraph-1
ligand18066-0 | FACDAP-subgraph-2
ligand18067-0 | DENPAO-subgraph-0
ligand18068-0 | PUWDUI-subgraph-2
ligand18069-0 | OSOKUE-subgraph-4
ligand1807-0 | FAYCEP-subgraph-1
ligand18070-0 | OSOKUE-subgraph-5
ligand18071-0 | SAXDAY-subgraph-3
ligand18072-0 | YAWXAW-subgraph-2
ligand18073-0 | XEWLUH-subgraph-0
ligand18074-0 | TOJLIP-subgraph-0
ligand18075-0 | XOZRAF-subgraph-1
ligand18076-0 | FIMDIP-subgraph-2
ligand18077-0 | XUSTIP-subgraph-0
ligand18078-0 | PIYPES-subgraph-0
ligand18079-0 | KOWHAF-subgraph-0
ligand1808-0 | DEGKUY-subgraph-0
ligand18080-0 | LIBWIE-subgraph-1
ligand18081-0 | ELEMIR-subgraph-2
ligand18082-0 | GEQKAO-subgraph-2
ligand18083-0 | POPSES-subgraph-0
ligand18084-0 | FOYFAB-subgraph-2
ligand18085-0 | QOMFIK-subgraph-3
ligand18086-0 | FEJLAH-subgraph-0
ligand18087-0 | MIDRAS-subgraph-1
ligand18088-0 | SOXFIU-subgraph-0
ligand18089-0 | SOXFIU-subgraph-1
ligand1809-0 | YOBBAT-subgraph-0
ligand18090-0 | ATOBIV-subgraph-1
ligand18091-0 | VILGII-subgraph-0
ligand18092-0 | WIVJOA-subgraph-0
ligand18093-0 | TIBXEH-subgraph-3
ligand18094-0 | YUGZAC-subgraph-1
ligand18095-0 | AGAXAI-subgraph-1
ligand18096-0 | KEFJOW-subgraph-1
ligand18097-0 | PUHVIY-subgraph-0
ligand18098-0 | GEQFAK-subgraph-2
ligand18099-0 | XEPTUI-subgraph-0
ligand181-0 | PICPAT-subgraph-0
ligand181-1 | SOJMAG-subgraph-0
ligand1810-0 | WABNOE-subgraph-2
ligand18100-0 | CEPXOM-subgraph-0
ligand18101-0 | JOCXEE-subgraph-0
ligand18102-0 | GAGGIE-subgraph-2
ligand18103-0 | FALJAD-subgraph-1
ligand18104-0 | JOQPAG-subgraph-0
ligand18105-0 | JOQPAG-subgraph-1
ligand18106-0 | YARDOK-subgraph-2
ligand18107-0 | EHOLUJ-subgraph-2
ligand18108-0 | MARZUD-subgraph-2
ligand18109-0 | TIBBIP-subgraph-0
ligand1811-0 | RODWIS-subgraph-0
ligand18110-0 | TIBBIP-subgraph-2
ligand18111-0 | ZAPTIW-subgraph-1
ligand18112-0 | SERRIR-subgraph-2
ligand18113-0 | GUYHEN-subgraph-0
ligand18114-0 | XAGFOD-subgraph-3
ligand18115-0 | OBUVAL-subgraph-2
ligand18116-0 | OCIWAA-subgraph-0
ligand18117-0 | HOKBOB-subgraph-1
ligand18118-0 | FAGHEA-subgraph-0
ligand18119-0 | AREQAP-subgraph-1
ligand1812-0 | RODWIS-subgraph-1
ligand18120-0 | VULLUJ-subgraph-2
ligand18121-0 | QOWGAM-subgraph-2
ligand18122-0 | EVAVOO-subgraph-0
ligand18123-0 | LIMYUD-subgraph-2
ligand18124-0 | CAKCUO-subgraph-0
ligand18125-0 | XIZWOV-subgraph-0
ligand18127-0 | VIBVAF-subgraph-2
ligand18128-0 | DULZOA-subgraph-0
ligand18129-0 | BUWROA-subgraph-0
ligand1813-0 | KIPSEH-subgraph-2
ligand18130-0 | FOTXOD-subgraph-2
ligand18131-0 | LIWNOV-subgraph-0
ligand18132-0 | VASSOX-subgraph-0
ligand18133-0 | XUSGEY-subgraph-1
ligand18134-0 | MOMCAU-subgraph-0
ligand18135-0 | YIDDUN-subgraph-1
ligand18136-0 | IWEGEY-subgraph-0
ligand18137-0 | WAPTOY-subgraph-0
ligand18138-0 | ASUKEF-subgraph-1
ligand18139-0 | QOBTIN-subgraph-1
ligand1814-0 | KIXSOA-subgraph-1
ligand18140-0 | RITRUH-subgraph-0
ligand18141-0 | KALVUO-subgraph-5
ligand18142-0 | TIDVOS-subgraph-0
ligand18143-0 | TOJJIM-subgraph-1
ligand18144-0 | CASTUN-subgraph-0
ligand18145-0 | GIVPIM-subgraph-1
ligand18146-0 | MUXXAE-subgraph-0
ligand18147-0 | AROQII-subgraph-1
ligand18148-0 | VEPLOT-subgraph-1
ligand18149-0 | MANVON-subgraph-0
ligand1815-0 | EQISAY-subgraph-1
ligand18150-0 | SOSXOO-subgraph-0
ligand18151-0 | YANTOZ-subgraph-2
ligand18152-0 | LANSOL-subgraph-1
ligand18153-0 | HATPUQ-subgraph-0
ligand18154-0 | TILMEJ-subgraph-1
ligand18155-0 | VANTUA-subgraph-1
ligand18156-0 | OGAWOL-subgraph-0
ligand18157-0 | UMUGUE-subgraph-2
ligand18158-0 | BOSCOC-subgraph-4
ligand18159-0 | EYIQIN-subgraph-0
ligand1816-0 | RISRUH-subgraph-1
ligand18160-0 | RUXFUM-subgraph-1
ligand18161-0 | FAHHUS-subgraph-2
ligand18162-0 | WIZCOY-subgraph-0
ligand18163-0 | PAYXUJ-subgraph-0
ligand18164-0 | QISXEV-subgraph-2
ligand18164-1 | HEDDID-subgraph-1
ligand18165-0 | BZTBFE-subgraph-0
ligand18166-0 | CELKAF-subgraph-0
ligand18167-0 | XINVIZ-subgraph-0
ligand18168-0 | FEWDEQ-subgraph-0
ligand18169-0 | POZJUK-subgraph-1
ligand1817-0 | NAMYOQ-subgraph-2
ligand18170-0 | LITVAO-subgraph-1
ligand18171-0 | FOZYAW-subgraph-0
ligand18172-0 | TOGSUF-subgraph-3
ligand18173-0 | HEFKOT-subgraph-0
ligand18174-0 | QETYOD-subgraph-0
ligand18175-0 | KUCWAH-subgraph-2
ligand18176-0 | DIGFIJ-subgraph-0
ligand18177-0 | AQOKAT-subgraph-2
ligand18178-0 | PDMPDA-subgraph-2
ligand18179-0 | AYAPIB-subgraph-3
ligand1818-0 | QUHTUI-subgraph-1
ligand18180-0 | DOQHAU-subgraph-1
ligand18181-0 | GAGCUN-subgraph-1
ligand18182-0 | JITKEC-subgraph-0
ligand18183-0 | PETLIK-subgraph-3
ligand18184-0 | QABTAR-subgraph-1
ligand18185-0 | KOFJUN-subgraph-0
ligand18186-0 | RECKUG-subgraph-1
ligand18187-0 | WISBOS-subgraph-1
ligand18188-0 | WISBOS-subgraph-2
ligand18189-0 | RIFWIP-subgraph-0
ligand1819-0 | ADIBUL-subgraph-0
ligand18190-0 | AYIDUH-subgraph-0
ligand18191-0 | ACUTEA-subgraph-0
ligand18192-0 | ZOQBUF-subgraph-0
ligand18193-0 | RERQOU-subgraph-2
ligand18194-0 | LENFOB-subgraph-0
ligand18195-0 | TIZQOJ-subgraph-1
ligand18196-0 | NEKFAK-subgraph-0
ligand18197-0 | ATUPIP-subgraph-2
ligand18198-0 | JIYQOY-subgraph-2
ligand182-0 | EGAKAB-subgraph-2
ligand1820-0 | FESFER-subgraph-2
ligand18200-0 | ZETTEZ-subgraph-2
ligand18201-0 | ARITAW-subgraph-1
ligand18202-0 | GEXZIS-subgraph-1
ligand18203-0 | ZEJNOT-subgraph-2
ligand18204-0 | YOCGII-subgraph-2
ligand18205-0 | CIKWOK-subgraph-0
ligand18206-0 | LAGMIQ-subgraph-0
ligand18207-0 | LAGMIQ-subgraph-1
ligand18208-0 | QIVGOS-subgraph-0
ligand18209-0 | SUPYOT-subgraph-1
ligand1821-0 | SUTXEK-subgraph-0
ligand18210-0 | XECFAO-subgraph-0
ligand18211-0 | PEPWUE-subgraph-2
ligand18212-0 | ZIYGIZ-subgraph-2
ligand18213-0 | COHTEZ-subgraph-1
ligand18214-0 | AMETUI-subgraph-0
ligand18215-0 | QOKSOY-subgraph-4
ligand18216-0 | KUGSEL-subgraph-2
ligand18217-0 | ZEBKAS-subgraph-1
ligand18218-0 | SIYKUI-subgraph-0
ligand18219-0 | ROZYAH-subgraph-1
ligand1822-0 | RAMFOC-subgraph-0
ligand18220-0 | SILCEY-subgraph-1
ligand18221-0 | BUVBIE-subgraph-1
ligand18222-0 | DOXLUX-subgraph-3
ligand18223-0 | XIQMAL-subgraph-0
ligand18224-0 | BOYBEY-subgraph-2
ligand18225-0 | LICDAE-subgraph-0
ligand18226-0 | EQIZAG-subgraph-3
ligand18227-0 | TAMQAA-subgraph-2
ligand18228-0 | WISBUY-subgraph-0
ligand18229-0 | ECOTEV-subgraph-0
ligand1823-0 | SAJQAW-subgraph-0
ligand18230-0 | NARJEW-subgraph-0
ligand18231-0 | JEYREL-subgraph-1
ligand18232-0 | APUXOA-subgraph-0
ligand18233-0 | QARWOV-subgraph-1
ligand18234-0 | QAWHUT-subgraph-1
ligand18235-0 | VIFJOL-subgraph-2
ligand18236-0 | DALFON-subgraph-1
ligand18237-0 | TEYJIS-subgraph-2
ligand18238-0 | OXEVIY-subgraph-1
ligand18239-0 | OJAGUB-subgraph-2
ligand1824-0 | DAMVUJ-subgraph-2
ligand18240-0 | VALTUZ-subgraph-0
ligand18241-0 | RIMRAG-subgraph-3
ligand18242-0 | OFAGEH-subgraph-0
ligand18243-0 | PIHWEJ-subgraph-1
ligand18244-0 | SINTUG-subgraph-1
ligand18245-0 | MALPEX-subgraph-0
ligand18246-0 | OWUHEU-subgraph-0
ligand18247-0 | NIWPUG-subgraph-0
ligand18248-0 | COJBAF-subgraph-1
ligand18249-0 | TAHQID-subgraph-2
ligand1825-0 | EWOQOY-subgraph-1
ligand18250-0 | SUZLOQ-subgraph-0
ligand18251-0 | TUGYAX-subgraph-0
ligand18252-0 | OFILUK-subgraph-2
ligand18253-0 | FUDJOD-subgraph-5
ligand18254-0 | DUCPIB-subgraph-0
ligand18255-0 | SEHRED-subgraph-0
ligand18256-0 | CEHMEI-subgraph-2
ligand18257-0 | QEKRUT-subgraph-1
ligand18258-0 | GACMEE-subgraph-3
ligand18259-0 | XEFNAY-subgraph-1
ligand1826-0 | CENYOL-subgraph-4
ligand18260-0 | XAZNUH-subgraph-0
ligand18261-0 | ZEGKEE-subgraph-0
ligand18262-0 | JOWNUE-subgraph-0
ligand18263-0 | SITYEB-subgraph-0
ligand18264-0 | ROPGUY-subgraph-3
ligand18265-0 | WEHWEL-subgraph-1
ligand18266-0 | HUDYAG-subgraph-2
ligand18267-0 | MIJDUG-subgraph-0
ligand18268-0 | AMIBIJ-subgraph-2
ligand18269-0 | TIMMOR-subgraph-1
ligand1827-0 | OXEXEW-subgraph-1
ligand18270-0 | LAXGEW-subgraph-3
ligand18271-0 | DUCVEC-subgraph-3
ligand18272-0 | ZUBJOV-subgraph-2
ligand18273-0 | HIMLAR-subgraph-0
ligand18274-0 | SUTHOF-subgraph-0
ligand18275-0 | OFOCOD-subgraph-0
ligand18275-1 | OFOCOD-subgraph-1
ligand18276-0 | AMIHAG-subgraph-0
ligand18277-0 | TUKPAS-subgraph-1
ligand18278-0 | XINGAD-subgraph-1
ligand18279-0 | YEGQAC-subgraph-0
ligand1828-0 | MIKFOD-subgraph-1
ligand18280-0 | OJOLEE-subgraph-2
ligand18281-0 | ALADAU-subgraph-3
ligand18282-0 | TOWXUA-subgraph-1
ligand18283-0 | XECXUZ-subgraph-0
ligand18284-0 | FOBKOX-subgraph-3
ligand18285-0 | UFENOL-subgraph-1
ligand18286-0 | WAZTOJ-subgraph-2
ligand18287-0 | XUQCUH-subgraph-0
ligand18288-0 | TUSTOR-subgraph-1
ligand18289-0 | NAHSIA-subgraph-0
ligand1829-0 | ONIWIT-subgraph-2
ligand18290-0 | MOHSIN-subgraph-0
ligand18291-0 | CIJQAO-subgraph-1
ligand18292-0 | SIXCAG-subgraph-0
ligand18293-0 | VANFOH-subgraph-1
ligand18294-0 | RABCUT-subgraph-0
ligand18295-0 | EGOKEQ-subgraph-0
ligand18296-0 | QISPEO-subgraph-1
ligand18297-0 | ICIDIH-subgraph-1
ligand18298-0 | GOSREN-subgraph-1
ligand18299-0 | ALOBUA-subgraph-1
ligand183-0 | MADNEM-subgraph-0
ligand1830-0 | CAKVIW-subgraph-0
ligand18300-0 | UTOXEI-subgraph-0
ligand18301-0 | FUJMII-subgraph-1
ligand18302-0 | BIDYIX-subgraph-0
ligand18303-0 | NOGDUJ-subgraph-1
ligand18304-0 | PEJSIH-subgraph-1
ligand18305-0 | IBOVON-subgraph-1
ligand18306-0 | BONSED-subgraph-2
ligand18307-0 | DUWGOT-subgraph-0
ligand18308-0 | DUWGOT-subgraph-1
ligand18309-0 | FECBEU-subgraph-0
ligand1831-0 | TAJXIM-subgraph-0
ligand18310-0 | WELGOK-subgraph-1
ligand18311-0 | GIRQOP-subgraph-0
ligand18312-0 | AGALEZ-subgraph-2
ligand18313-0 | VOBKEF-subgraph-1
ligand18314-0 | QIPCUQ-subgraph-1
ligand18315-0 | JAYMOO-subgraph-1
ligand18316-0 | DEXFOB-subgraph-0
ligand18317-0 | DIMMET-subgraph-1
ligand18318-0 | HEWNUT-subgraph-5
ligand18319-0 | WOCYUL-subgraph-1
ligand1832-0 | GEZYER-subgraph-0
ligand18320-0 | UTEBUS-subgraph-2
ligand18321-0 | TEJTIN-subgraph-0
ligand18322-0 | ZOSSOS-subgraph-1
ligand18323-0 | IDAHEB-subgraph-0
ligand18324-0 | SIGZOZ-subgraph-0
ligand18325-0 | KAYLEC-subgraph-0
ligand18326-0 | LOSNAK-subgraph-1
ligand18328-0 | ESAZIH-subgraph-1
ligand18329-0 | CUNQEH-subgraph-4
ligand1833-0 | MOTBOO-subgraph-0
ligand18330-0 | AWOPAD-subgraph-0
ligand18331-0 | GIYNEH-subgraph-0
ligand18332-0 | FIJFAH-subgraph-0
ligand18333-0 | HIJBUA-subgraph-0
ligand18334-0 | FOYFOO-subgraph-0
ligand18335-0 | FANKAH-subgraph-3
ligand18336-0 | TOBPUV-subgraph-2
ligand18337-0 | MEWBOF-subgraph-1
ligand18338-0 | FAXFIU-subgraph-0
ligand18339-0 | YUSYOC-subgraph-2
ligand1834-0 | ZEBRAZ-subgraph-1
ligand18340-0 | WOFFOM-subgraph-1
ligand18341-0 | FUDHAO-subgraph-1
ligand18342-0 | EZAMUP-subgraph-1
ligand18343-0 | NOHVUB-subgraph-1
ligand18344-0 | WEMKII-subgraph-0
ligand18345-0 | UKIPIP-subgraph-0
ligand18346-0 | KIZDOM-subgraph-2
ligand18347-0 | EBAVEL-subgraph-1
ligand18348-0 | YICYAL-subgraph-0
ligand18349-0 | HELPUJ-subgraph-0
ligand1835-0 | NOKDIC-subgraph-1
ligand18350-0 | HELPUJ-subgraph-1
ligand18351-0 | NENYUC-subgraph-0
ligand18352-0 | IPUJAG-subgraph-2
ligand18353-0 | SEJGEU-subgraph-0
ligand18354-0 | LUTFEL-subgraph-1
ligand18355-0 | TARLOP-subgraph-0
ligand18356-0 | FOZGUX-subgraph-1
ligand18357-0 | FOZGUX-subgraph-2
ligand18358-0 | HUFPEF-subgraph-0
ligand18359-0 | MOCFUH-subgraph-3
ligand1836-0 | ZIZGUM-subgraph-1
ligand18360-0 | LUVLIZ-subgraph-3
ligand18361-0 | ELUFUO-subgraph-2
ligand18362-0 | LALVEB-subgraph-0
ligand18363-0 | ADUJEQ-subgraph-2
ligand18364-0 | LODGOA-subgraph-0
ligand18365-0 | WEPJIM-subgraph-0
ligand18366-0 | MEBKUB-subgraph-0
ligand18367-0 | GUNVIU-subgraph-3
ligand18367-1 | ATIXAD-subgraph-1
ligand18368-0 | KAYHAW-subgraph-1
ligand18369-0 | MILQAB-subgraph-0
ligand1837-0 | WEZNEU-subgraph-0
ligand18370-0 | WERXUN-subgraph-2
ligand18371-0 | LUZDIT-subgraph-0
ligand18372-0 | XADBUB-subgraph-2
ligand18373-0 | GEVVIO-subgraph-2
ligand18374-0 | PUCBEU-subgraph-2
ligand18375-0 | GODNUK-subgraph-0
ligand18376-0 | DASPOC-subgraph-0
ligand18377-0 | WULTAA-subgraph-1
ligand18378-0 | LIZSES-subgraph-0
ligand18379-0 | IWAFER-subgraph-2
ligand1838-0 | BEYGAO-subgraph-0
ligand18380-0 | MARNAU-subgraph-0
ligand18381-0 | REVWAR-subgraph-0
ligand18382-0 | HAXKAV-subgraph-0
ligand18383-0 | EWEQOM-subgraph-0
ligand18384-0 | ROBFIZ-subgraph-1
ligand18385-0 | XIDGUO-subgraph-0
ligand18386-0 | ULUCIO-subgraph-0
ligand18387-0 | DIRHOD-subgraph-2
ligand18388-0 | WAHNIE-subgraph-0
ligand18389-0 | HABGOJ-subgraph-0
ligand1839-0 | SEVNUF-subgraph-1
ligand18390-0 | MUKZIC-subgraph-2
ligand18391-0 | OCUWIS-subgraph-0
ligand18392-0 | CMCNCR-subgraph-3
ligand18393-0 | OTUSUS-subgraph-1
ligand18394-0 | VUFPIX-subgraph-0
ligand18395-0 | YUWWES-subgraph-0
ligand18396-0 | BUJXAF-subgraph-0
ligand18397-0 | ECOBAC-subgraph-1
ligand18397-1 | VEFGAP-subgraph-1
ligand18398-0 | HUTSEV-subgraph-1
ligand18399-0 | BIBKIG-subgraph-1
ligand184-0 | MOJGIB-subgraph-0
ligand1840-0 | SEJFIZ-subgraph-4
ligand18400-0 | DAGDIY-subgraph-0
ligand18401-0 | MACHEE-subgraph-0
ligand18402-0 | QORXIF-subgraph-3
ligand18403-0 | XOSXIN-subgraph-0
ligand18404-0 | COWXUH-subgraph-3
ligand18405-0 | UKEBES-subgraph-0
ligand18406-0 | IBECUP-subgraph-0
ligand18407-0 | COBWUM-subgraph-0
ligand18408-0 | VOHMOW-subgraph-2
ligand18409-0 | OQAROO-subgraph-2
ligand1841-0 | XADMIB-subgraph-2
ligand18410-0 | MOZFAJ-subgraph-0
ligand18411-0 | EWOQEO-subgraph-0
ligand18412-0 | XULCEM-subgraph-3
ligand18413-0 | ILUNAE-subgraph-1
ligand18414-0 | NABYUN-subgraph-1
ligand18415-0 | OLIZEO-subgraph-0
ligand18416-0 | CIJTOE-subgraph-0
ligand18417-0 | ILUNAF-subgraph-3
ligand18418-0 | NIVGEG-subgraph-0
ligand18419-0 | WUPKEX-subgraph-1
ligand1842-0 | BUCRUO-subgraph-0
ligand18420-0 | YAGBEO-subgraph-1
ligand18421-0 | VACBOR-subgraph-0
ligand18422-0 | SODXEO-subgraph-0
ligand18423-0 | ITIMEF-subgraph-2
ligand18424-0 | WOFXUK-subgraph-3
ligand18425-0 | FERNEX-subgraph-0
ligand18426-0 | ZEMQOX-subgraph-0
ligand18427-0 | YAFLOI-subgraph-0
ligand18428-0 | WIJKOQ-subgraph-1
ligand18429-0 | JETYOW-subgraph-0
ligand1843-0 | IYALEA-subgraph-0
ligand18430-0 | KAJMEP-subgraph-2
ligand18431-0 | QAGVOK-subgraph-0
ligand18432-0 | YIDDUL-subgraph-0
ligand18433-0 | YINNIS-subgraph-1
ligand18434-0 | LIZJUC-subgraph-0
ligand18435-0 | ECIBOI-subgraph-1
ligand18436-0 | NABZAU-subgraph-1
ligand18437-0 | LECGIM-subgraph-1
ligand18438-0 | CUFDAJ-subgraph-5
ligand18439-0 | GIPROP-subgraph-1
ligand1844-0 | CIWSEH-subgraph-0
ligand18440-0 | YUMNOK-subgraph-0
ligand18441-0 | DOTCEW-subgraph-0
ligand18442-0 | BOJMOE-subgraph-0
ligand18443-0 | POTNAQ-subgraph-2
ligand18444-0 | DUHVIL-subgraph-0
ligand18445-0 | WAYNOC-subgraph-1
ligand18446-0 | GIVYIV-subgraph-1
ligand18447-0 | LUTGIS-subgraph-0
ligand18448-0 | MARWAG-subgraph-0
ligand18449-0 | MEGTEY-subgraph-0
ligand1845-0 | LATBIS-subgraph-1
ligand18450-0 | KAXDES-subgraph-3
ligand18451-0 | PATCOE-subgraph-0
ligand18452-0 | WUGSAT-subgraph-2
ligand18453-0 | TANVEJ-subgraph-1
ligand18454-0 | ACUYUV-subgraph-0
ligand18455-0 | REPCOG-subgraph-0
ligand18456-0 | LAHCEF-subgraph-0
ligand18457-0 | QACYID-subgraph-0
ligand18458-0 | OVUYEK-subgraph-0
ligand18459-0 | GALZAU-subgraph-1
ligand1846-0 | LOGLAW-subgraph-1
ligand18460-0 | KIDBIK-subgraph-1
ligand18461-0 | KOKSIN-subgraph-0
ligand18462-0 | YESFEH-subgraph-0
ligand18463-0 | XEBSIG-subgraph-2
ligand18464-0 | PAJVUU-subgraph-1
ligand18465-0 | OFAFOR-subgraph-0
ligand18466-0 | NEFHEM-subgraph-0
ligand18467-0 | EREHOZ-subgraph-1
ligand18468-0 | YARFEC-subgraph-0
ligand18469-0 | YAKFUO-subgraph-2
ligand1847-0 | PEBWAW-subgraph-0
ligand18470-0 | EHEJIL-subgraph-3
ligand18471-0 | RIVQAO-subgraph-1
ligand18472-0 | BOTBIW-subgraph-3
ligand18473-0 | JEDDUS-subgraph-1
ligand18474-0 | DARYAZ-subgraph-0
ligand18475-0 | RABJIQ-subgraph-3
ligand18476-0 | MAKNIY-subgraph-1
ligand18477-0 | LITQOW-subgraph-0
ligand18478-0 | LITQOW-subgraph-1
ligand18479-0 | XUFGIQ-subgraph-0
ligand1848-0 | BOKPUP-subgraph-1
ligand18480-0 | GIXQUZ-subgraph-0
ligand18481-0 | LIYTAQ-subgraph-0
ligand18482-0 | GEKZII-subgraph-1
ligand18483-0 | XAHRAZ-subgraph-0
ligand18484-0 | TUMNOF-subgraph-0
ligand18485-0 | SASVUF-subgraph-1
ligand18486-0 | BOJPUO-subgraph-0
ligand18487-0 | GEQXOQ-subgraph-0
ligand18488-0 | WIRJOW-subgraph-2
ligand18489-0 | WIPWIE-subgraph-1
ligand1849-0 | HORWAO-subgraph-0
ligand18490-0 | LIJBUC-subgraph-1
ligand18491-0 | ASAPIT-subgraph-0
ligand18492-0 | PEQFOI-subgraph-3
ligand18493-0 | CIBLOP-subgraph-1
ligand18494-0 | KOMNOP-subgraph-2
ligand18495-0 | EWULOX-subgraph-0
ligand18496-0 | KESVOW-subgraph-1
ligand18497-0 | QUPWUT-subgraph-0
ligand18498-0 | WEWPAS-subgraph-0
ligand18499-0 | GIDLAI-subgraph-0
ligand185-0 | SOTPID-subgraph-2
ligand1850-0 | TEYSOF-subgraph-2
ligand18500-0 | WUPGOD-subgraph-0
ligand18501-0 | WEPJEI-subgraph-1
ligand18502-0 | VOVCEQ-subgraph-0
ligand18503-0 | OHUNOW-subgraph-1
ligand18504-0 | DOLWUZ-subgraph-0
ligand18505-0 | UHIMED-subgraph-3
ligand18506-0 | YUCKUC-subgraph-4
ligand18507-0 | KAGYAU-subgraph-0
ligand18508-0 | DACYOW-subgraph-1
ligand18509-0 | ZOXJUT-subgraph-0
ligand1851-0 | YIXTOQ-subgraph-0
ligand18510-0 | POQSET-subgraph-0
ligand18511-0 | ROWWAD-subgraph-2
ligand18512-0 | SEVHOS-subgraph-0
ligand18513-0 | HANQIY-subgraph-4
ligand18514-0 | PAQZAJ-subgraph-1
ligand18515-0 | KEGYIG-subgraph-0
ligand18516-0 | JATBAH-subgraph-0
ligand18517-0 | JATBAH-subgraph-1
ligand18518-0 | QELKUQ-subgraph-2
ligand18519-0 | IMUTOB-subgraph-1
ligand1852-0 | REQCIZ-subgraph-2
ligand18520-0 | ERUCUP-subgraph-1
ligand18521-0 | USEJOT-subgraph-2
ligand18522-0 | IXIGEB-subgraph-0
ligand18523-0 | VOQZEJ-subgraph-0
ligand18524-0 | XEMXUJ-subgraph-0
ligand18525-0 | CIBKOP-subgraph-1
ligand18526-0 | ONENEC-subgraph-1
ligand18527-0 | DARFEH-subgraph-5
ligand18528-0 | ZUNVUZ-subgraph-4
ligand18529-0 | PIGYUB-subgraph-0
ligand1853-0 | ABEXAG-subgraph-0
ligand18530-0 | VERCAY-subgraph-0
ligand18531-0 | WOXDAQ-subgraph-2
ligand18532-0 | CIXSOU-subgraph-0
ligand18533-0 | TAHHES-subgraph-1
ligand18534-0 | ROJXIY-subgraph-1
ligand18535-0 | SIRXAT-subgraph-3
ligand18536-0 | YOKMIW-subgraph-1
ligand18537-0 | JOJBUG-subgraph-0
ligand18538-0 | XAWYAX-subgraph-2
ligand18539-0 | YUWBIB-subgraph-5
ligand1854-0 | SERGIF-subgraph-1
ligand18540-0 | ZEKLEG-subgraph-0
ligand18541-0 | MOMCEY-subgraph-1
ligand18542-0 | COKRAY-subgraph-0
ligand18543-0 | NAPKEW-subgraph-0
ligand18544-0 | NAPKEW-subgraph-1
ligand18545-0 | XEFREF-subgraph-3
ligand18546-0 | TALYIO-subgraph-0
ligand18547-0 | SEPLUW-subgraph-1
ligand18548-0 | PABYOI-subgraph-1
ligand18549-0 | VUTGOI-subgraph-0
ligand1855-0 | IGOJAQ-subgraph-0
ligand18550-0 | KAJSEV-subgraph-0
ligand18551-0 | ZIGRAK-subgraph-1
ligand18552-0 | GUTJOV-subgraph-0
ligand18553-0 | WIQZAZ-subgraph-2
ligand18554-0 | JUSROG-subgraph-2
ligand18555-0 | SUNROK-subgraph-0
ligand18556-0 | DECZUH-subgraph-2
ligand18557-0 | XAKSOT-subgraph-3
ligand18558-0 | UTAWET-subgraph-0
ligand18559-0 | VUMXAE-subgraph-0
ligand1856-0 | TILTEP-subgraph-1
ligand18560-0 | YOGWOH-subgraph-2
ligand18561-0 | WUWRUB-subgraph-3
ligand18561-1 | SEYVAT-subgraph-1
ligand18562-0 | HUCBEO-subgraph-0
ligand18563-0 | ZEZDEN-subgraph-3
ligand18564-0 | SOMYEZ-subgraph-0
ligand18565-0 | COCTOD-subgraph-0
ligand18566-0 | EGADAU-subgraph-3
ligand18567-0 | HUVRAS-subgraph-1
ligand18568-0 | GEGPAK-subgraph-5
ligand18569-0 | ZEPMEM-subgraph-2
ligand1857-0 | QIZVEC-subgraph-1
ligand18570-0 | APOVOS-subgraph-0
ligand18571-0 | QAYDOM-subgraph-0
ligand18572-0 | VEVGEJ-subgraph-1
ligand18573-0 | MOLPIN-subgraph-0
ligand18574-0 | POJPIN-subgraph-0
ligand18575-0 | HACDEV-subgraph-1
ligand18576-0 | KIXNOU-subgraph-3
ligand18577-0 | EQELUI-subgraph-0
ligand18578-0 | KIVBOG-subgraph-0
ligand18579-0 | AMAXIW-subgraph-0
ligand1858-0 | RAFJAJ-subgraph-1
ligand18580-0 | GUSDII-subgraph-2
ligand18581-0 | ERUMEK-subgraph-3
ligand18582-0 | SOTBUY-subgraph-0
ligand18583-0 | PAQZIQ-subgraph-2
ligand18584-0 | JAKKEM-subgraph-0
ligand18585-0 | DUCPUN-subgraph-0
ligand18586-0 | EQISAY-subgraph-0
ligand18587-0 | XEDJOG-subgraph-1
ligand18588-0 | JACKOQ-subgraph-0
ligand18589-0 | MORSOB-subgraph-2
ligand1859-0 | NOBKOG-subgraph-3
ligand18590-0 | YICXEO-subgraph-0
ligand18591-0 | OMIMUS-subgraph-0
ligand18592-0 | ZETBUX-subgraph-0
ligand18593-0 | ZIXQAB-subgraph-0
ligand18594-0 | TCDCSF-subgraph-0
ligand18595-0 | HAXLOH-subgraph-0
ligand18596-0 | BEYBUD-subgraph-1
ligand18597-0 | GOZJIO-subgraph-0
ligand18598-0 | PUVTEG-subgraph-0
ligand18599-0 | WEVCEG-subgraph-0
ligand186-0 | MOJGIB-subgraph-2
