ligand_name;stable_occurrence_name;sasa_area_free;sasa_volume_free;sasa_area_stable;sasa_volume_stable;exact_cone_angle;buried_volume;solid_angle;solid_cone_angle;G_parameter
ligand0-0;UKEBAN-subgraph-0;-1;-1;524.9643462843499;843.8405318392147;179.7059385453501;0.312156401416325;4.453131334214659;146.1329332547791;35.4368932038835
