occurrence;energy;dipole_moment;homo_lumo_gap;metal_bound_homo_energy;metal_bound_homo_s;metal_bound_homo_p;metal_bound_homo_d;metal_bound_homo_f;metal_bound_lumo_energy;metal_bound_lumo_s;metal_bound_lumo_p;metal_bound_lumo_d;metal_bound_lumo_f;polarisability;molar_volume;largest_frequency;I1/I3;I2/I3
KIWJOR-subgraph-0;-1562.43533418;0.9047;0.195;-0.226;0.0;1.0;0.0;0.0;0.016;0.22752253242470868;0.7340074741701473;0.03846999340514398;0.0;248.75;2494.059;3139.3466;;
BEDFEW-subgraph-4;-857.584822524;5.8926;0.020000000000000018;-0.268;0.027713370873357627;0.9418129623495639;0.030473666777078506;0.0;-0.054;0.0;0.9440471182162389;0.055952881783761045;0.0;195.82;2066.128;3587.3856;;
BIYJAU-subgraph-3;-304.615046177;3.4815;0.256;-0.231;0.024687433778342874;0.9753125662216572;0.0;0.0;0.025;0.10721936589545847;0.8491859468723223;0.04359468723221937;0.0;65.11;927.929;3555.1032;0.22425705242384453;0.8032553861271076
JELXIK-subgraph-1;-304.615046035;3.4813;0.256;-0.231;0.02479338842975207;0.9752066115702479;0.0;0.0;0.025;0.11648631444939529;0.840441332484617;0.043072353065987695;0.0;65.11;914.107;3555.1057;0.2243098383273989;0.8034282726367462
YALQEL-subgraph-3;-304.614845946;3.5663;0.252;-0.232;0.012697069093217649;0.9873029309067823;0.0;0.0;0.02;0.4490486257928119;0.5300211416490486;0.020930232558139535;0.0;65.24;1168.71;3555.7525;0.24882507651747565;0.861666814104484
EMUFOH-subgraph-0;-1073.37784759;4.5357;0.136;0.052;0.018827265509810592;0.9811727344901895;0.0;0.0;0.251;0.11961828672880602;0.8479804704837993;0.032401242787394584;0.0;331.89;2894.157;3096.9528;;
WEJNOS-subgraph-1;-1212.60264255;9.4643;0.087;-0.009;0.30661686232657415;0.6933831376734259;0.0;0.0;0.078;0.0;0.9415619293157159;0.058438070684284034;0.0;263.44;2696.708;3122.9816;0.4153118689634281;0.7163580851340677
WEJNOS-subgraph-2;-1212.60264313;9.4637;0.087;-0.009;0.30664958907033835;0.6933504109296617;0.0;0.0;0.078;0.0;0.9415682062298604;0.05843179377013964;0.0;263.44;2439.896;3123.0007;0.41531259051017416;0.7163225914131794
MUMGUW-subgraph-0;-915.104049449;4.3331;0.24100000000000002;-0.231;0.04364246747796895;0.933906840117499;0.02245069240453211;0.0;0.01;0.19209694415173864;0.7458377239199157;0.06206533192834563;0.0;135.38;2091.737;3477.1761;0.5182310637552873;0.758526490122724
FUBRIG-subgraph-2;-1039.45519763;0.3705;0.23399999999999999;-0.216;0.20614970261474583;0.7692739310963976;0.024576366288856472;0.0;0.018;0.21426016454036004;0.7212352450220579;0.06450459043758197;0.0;199.02;3078.865;3094.0682;0.5708012219141494;0.7562308285265089
HIQVEK-subgraph-0;-714.259654928;16.0988;0.136;-0.035;0.0;0.9448361675653255;0.055163832434674404;0.0;0.108;0.018653516295025725;0.9631217838765008;0.018224699828473412;0.0;206.75;2600.227;3083.6594;;
HIQVEK-subgraph-1;-714.259654929;16.0988;0.136;-0.035;0.0;0.9448361675653255;0.055163832434674404;0.0;0.108;0.018653516295025725;0.9631217838765008;0.018224699828473412;0.0;206.75;2248.113;3083.6595;;
DUPCEY-subgraph-1;-2223.79287434;1.6096;0.177;-0.208;0.12976827094474155;0.8702317290552585;0.0;0.0;-0.031;0.0;0.9614055985705777;0.03859440142942227;0.0;471.98;4902.557;3134.4845;;
MAJLAN-subgraph-2;-2223.79825636;1.2943;0.181;-0.219;0.09380274897516279;0.9061972510248373;0.0;0.0;-0.038;0.0;0.9468664850136239;0.053133514986376015;0.0;466.76;4635.102;3147.4401;;
MAJKUG-subgraph-2;-2223.79825484;1.2938;0.181;-0.219;0.09378013500482164;0.9062198649951784;0.0;0.0;-0.038;0.0;0.9468664850136239;0.053133514986376015;0.0;466.76;4501.274;3147.4128;;
NUKPUH-subgraph-0;-1104.31493992;1.4845;0.22;-0.247;0.0;1.0;0.0;0.0;-0.027;0.0;0.930152432658175;0.06984756734182501;0.0;187.18;2306.271;3136.981;0.5464359822066631;0.7550789443925698
NUKPUH-subgraph-2;-1104.31493997;1.4845;0.22;-0.247;0.0;1.0;0.0;0.0;-0.027;0.0;0.930152432658175;0.06984756734182501;0.0;187.18;2277.439;3136.9806;0.5464360143470934;0.7550797434996661
YIZJAT-subgraph-0;-988.809782303;2.118;0.186;-0.224;0.0;0.987375415282392;0.012624584717607974;0.0;-0.038;0.0;0.9695287720888083;0.030471227911191657;0.0;244.91;2457.401;3199.9752;;
IZAQIM-subgraph-0;-988.80978617;2.1182;0.186;-0.224;0.0;0.9873740170561525;0.012625982943847603;0.0;-0.038;0.0;0.9695287720888083;0.030471227911191657;0.0;244.91;2154.072;3200.0287;;
HETWAI-subgraph-3;-1734.97382306;0.8133;0.20099999999999998;-0.236;0.02877858337981037;0.9712214166201896;0.0;0.0;-0.035;0.0;0.9483440714366452;0.05165592856335482;0.0;282.57;3240.57;3142.4191;;
XAKGUL-subgraph-1;-820.151083451;15.6366;0.072;-0.09;0.0;0.9871657754010695;0.012834224598930483;0.0;-0.018;0.0;0.9874409617861742;0.012559038213825677;0.0;396.98;1921.221;3156.3354;;
SEKQOO-subgraph-1;-820.15107018;15.6297;0.072;-0.09;0.0;0.9871698920132578;0.012830107986742221;0.0;-0.018;0.0;0.98743961352657;0.012560386473429951;0.0;396.99;2318.853;3156.3094;;
BOHBUZ-subgraph-0;-1378.72596447;8.8733;0.010000000000000009;-0.354;0.014962312971087858;0.9850376870289121;0.0;0.0;-0.159;-0.056100657970679896;1.0161606833660395;0.039939974604640424;0.0;290.14;3537.552;3233.345;;
BOHCAG-subgraph-0;-1378.72596623;8.8729;0.010000000000000009;-0.354;0.014960629921259839;0.9850393700787402;0.0;0.0;-0.159;-0.05599815263826349;1.016048955086018;0.039949197552245706;0.0;290.15;3136.451;3233.3312;;
TPCPCQ-subgraph-3;-808.227750214;0.0012;0.09600000000000003;0.247;0.0;1.0;0.0;0.0;0.343;0.0;1.0;0.0;0.0;393.32;2655.775;3074.5204;;
CBUMOB-subgraph-4;-808.227749621;0.0033;0.09600000000000003;0.247;0.0;0.9882249367227908;0.011775063277209199;0.0;0.343;0.0;1.0;0.0;0.0;393.32;2858.269;3074.4337;;
EPUNIN-subgraph-0;-757.638295477;11.9918;0.151;0.07;0.0;1.0;0.0;0.0;0.353;0.8013933659145263;0.18779245086825416;0.010814183217219506;0.0;141.39;1696.629;3132.196;0.3875396096662941;0.9747882342466164
KIMPAX-subgraph-0;-3561.05000169;6.4671;0.15599999999999997;-0.235;0.0;0.9861872396404298;0.013812760359570271;0.0;-0.079;0.0;0.9854014598540146;0.014598540145985404;0.0;269.48;2706.817;3151.4595;;
QAZNOU-subgraph-0;-1581.54143403;8.9963;0.128;-0.037;0.04789490017585601;0.9326574945691527;0.01944760525499121;0.0;0.091;0.02977099236641221;0.940567066521265;0.029661941112322787;0.0;254.5;2835.583;3192.2426;;
VIJWAO-subgraph-1;-1025.19932245;5.4054;0.159;-0.063;0.0;0.9778249336870026;0.022175066312997347;0.0;0.096;0.0;1.0;0.0;0.0;201.5;1773.531;3484.0189;0.2223995290843104;0.8250491663897762
PIBNEV-subgraph-0;-366.549589825;2.533;0.027;-0.028;0.039978390059427334;0.9267423014586709;0.03327930848190167;0.0;0.171;0.8580405892654785;0.14195941073452145;0.0;0.0;106.65;1442.593;3024.5641;0.4196347689773957;0.6036312206838701
TAVYEU-subgraph-1;-366.549588788;2.5332;0.027;-0.028;0.04008210890233361;0.9266421780466724;0.03327571305099395;0.0;0.171;0.85812899237585;0.14187100762414998;0.0;0.0;106.65;1521.034;3024.5839;0.4196146463080223;0.6036516936763197
ECUSAW-subgraph-1;-1477.72060282;2.961;0.158;-0.215;0.056755809879715055;0.9432441901202849;0.0;0.0;-0.057;0.015141007859454464;0.9533055940822931;0.03155339805825243;0.0;348.42;3455.754;3149.982;;
ECURUP-subgraph-2;-1477.7206029;2.9609;0.158;-0.215;0.05675580987971505;0.9432441901202849;0.0;0.0;-0.057;0.015141007859454464;0.9533055940822931;0.03155339805825243;0.0;348.43;3987.235;3149.964;;
MASFIW-subgraph-2;-728.153499886;9.0649;0.137;-0.057;0.0;0.9467084639498432;0.05329153605015675;0.0;0.08;0.0;0.9541313559322034;0.04586864406779661;0.0;188.91;2213.576;3129.5059;0.4672156103774443;0.658587604195726
SACVUQ-subgraph-1;-988.958511567;9.5638;0.11299999999999999;-0.077;0.0;0.9690107270560191;0.03098927294398093;0.0;0.036;0.0;0.9476491075315628;0.05235089246843708;0.0;291.34;2326.455;3646.5703;;
OVOBUZ-subgraph-1;-988.958510711;9.5652;0.11299999999999999;-0.077;0.0;0.9690107270560191;0.03098927294398093;0.0;0.036;0.0;0.9476434091651246;0.05235659083487535;0.0;291.32;2021.853;3646.6056;;
REFBUA-subgraph-0;-2559.01507372;6.572;0.148;0.009;0.012058042100960556;0.9777232781524626;0.010218679746576743;0.0;0.157;0.8587138667783829;0.11541684122329286;0.02586929199832426;0.0;76.77;1086.935;3048.332;0.07574731770133433;0.9695677475780843
GITDIY-subgraph-1;-885.549961721;3.5947;0.219;-0.225;0.3871389645776566;0.6128610354223434;0.0;0.0;0.033;0.7657136373950532;0.22226004084411163;0.012026321760835033;0.0;219.85;2548.225;3210.7741;;
MIMRUX-subgraph-1;-1285.64912378;8.2999;0.14900000000000002;-0.035;0.0;0.9828907316049124;0.017109268395087644;0.0;0.114;-0.004412089124200309;0.9227884403264947;0.08162364879770571;0.0;214.94;2024.043;3116.6464;0.5480671812108953;0.8453141519020207
RUZKIJ-subgraph-1;-1114.55112982;6.5504;0.14200000000000002;-0.044;0.025133521834747097;0.9574824588962195;0.01738401926903341;0.0;0.098;0.0771944386802241;0.8398007885453413;0.08300477277443451;0.0;246.62;2520.796;3112.6335;0.49122186099597553;0.749460288695578
VIHTAK-subgraph-1;-1114.54944066;6.7754;0.138;-0.041;0.014216512215669757;0.9676705981465881;0.01811288963774221;0.0;0.097;0.03679653679653679;0.9028252449305081;0.06037821827295509;0.0;248.73;2686.546;3112.0142;0.5010136008411245;0.7483953974399902
EJEMAJ-subgraph-1;-1114.54944378;6.7769;0.138;-0.041;0.014216512215669757;0.9676705981465881;0.01811288963774221;0.0;0.097;0.036817508263991786;0.9027698620768266;0.06041262965918156;0.0;248.72;2616.79;3112.0073;0.5010288784578998;0.7484184660614205
YOVTEJ-subgraph-0;-804.334469112;3.7232;0.236;-0.214;0.4096214683102433;0.5903785316897567;0.0;0.0;0.033;0.7346618898343036;0.26533811016569636;0.0;0.0;191.89;2701.275;3207.1775;0.5407398032270202;0.5980061174979311
FIDKAG-subgraph-0;-915.991369693;5.2222;0.17;-0.054;0.01871657754010695;0.9708967503085151;0.010386672151378033;0.0;0.116;0.0;0.9425191948537041;0.05748080514629591;0.0;157.93;1991.869;3107.1252;0.26077954142946236;0.7890984675185934
KURXOL-subgraph-0;-915.991369656;5.2225;0.17;-0.054;0.018714652956298202;0.9708997429305912;0.01038560411311054;0.0;0.116;0.0;0.9425191948537041;0.05748080514629591;0.0;157.93;2243.962;3107.1175;0.26079234455338546;0.7890845292964265
EMEJOV-subgraph-0;-1133.44661069;3.1081;0.16699999999999998;-0.216;0.4111086572438163;0.5888913427561838;0.0;0.0;-0.049;0.0;0.9549925165704511;0.04500748342954886;0.0;302.87;3045.004;3189.5036;;
QAHBOQ-subgraph-0;-860.336667196;9.8198;0.026000000000000002;-0.063;0.0;0.9680587140789745;0.03194128592102543;0.0;0.085;0.011160958529379582;0.9645475434949119;0.0242914979757085;0.0;245.81;3154.994;3122.9105;;
FECZFE-subgraph-0;-667.584987357;3.2915;0.134;-0.22;0.0;1.0;0.0;0.0;-0.086;0.0;0.9570893525949705;0.04291064740502943;0.0;135.53;1784.011;3151.0148;0.3113238645362984;0.7097265663753274
HABFAU-subgraph-0;-2259.73755764;2.0042;0.184;-0.222;0.08244149123838647;0.9175585087616136;0.0;0.0;-0.038;0.012877030162412994;0.9284222737819026;0.058700696055684454;0.0;457.07;4974.362;3153.0173;;
HABDOG-subgraph-0;-2259.73755864;2.0033;0.184;-0.222;0.08245118795577512;0.9175488120442248;0.0;0.0;-0.038;0.012875536480686697;0.9284305764992461;0.05869388702006728;0.0;457.08;4307.787;3153.0159;;
YONHEO-subgraph-0;-1108.63008353;12.1136;0.08899999999999998;0.117;0.0;0.9612352877659;0.03876471223409998;0.0;0.25;0.5337561814663513;0.4814018490647173;-0.015158030531068588;0.0;269.36;2929.055;3136.8444;;
QITMEN-subgraph-2;-652.324911341;3.1524;0.16799999999999998;-0.218;0.030453029161734636;0.9480253954589476;0.021521575379317766;0.0;-0.05;0.033669676048858205;0.9246946362187998;0.04163568773234201;0.0;169.56;1864.175;3137.0392;0.2656742652413564;0.8703525869128002
QITMIR-subgraph-2;-652.32490389;3.1531;0.16799999999999998;-0.218;0.030453029161734636;0.9480253954589476;0.021521575379317766;0.0;-0.05;0.033779477374123644;0.9245804121521138;0.04164011047376248;0.0;169.56;1840.024;3137.0355;0.265775874844332;0.8703743295460906
SUYNOR-subgraph-0;-652.32321363;2.5526;0.167;-0.219;0.03114631274751151;0.9466980627207534;0.022155624531734995;0.0;-0.052;0.01990844245714894;0.9377195784094537;0.0423719791333972;0.0;169.52;1731.045;3137.5153;0.15129489092151993;0.9143951250824194
TAVMOS-subgraph-1;-985.853675384;7.4121;0.09;-0.051;0.0;0.9846057832327855;0.015394216767214482;0.0;0.039;0.0;0.9863858753456711;0.013614124654328867;0.0;228.12;1743.375;3128.23;0.1846762714616958;0.8598965347928205
IQULEO-subgraph-2;-238.19596428;1.8894;0.24899999999999997;0.042;0.3765807029771981;0.623419297022802;0.0;0.0;0.291;1.0666871858007592;-0.06668718580075922;0.0;0.0;17.07;428.137;2376.9496;0.1759447561387154;0.8622715622336141
ISIKAY-subgraph-1;-238.195973231;1.8906;0.24899999999999997;0.042;0.37654320987654316;0.6234567901234568;0.0;0.0;0.291;1.0666871858007592;-0.0666871858007592;0.0;0.0;17.07;332.027;2378.1442;0.1758376630616998;0.8623751592176836
LILMAX-subgraph-1;-238.195957243;1.8892;0.24899999999999997;0.042;0.3764811311361147;0.6235188688638853;0.0;0.0;0.291;1.066789781471222;-0.06678978147122193;0.0;0.0;17.08;375.753;2376.8856;0.17578991586966727;0.8624002728400353
RUZJON-subgraph-1;-1125.23497954;10.4197;0.108;-0.044;0.0;0.9696620985458729;0.030337901454127004;0.0;0.064;0.026927252985884907;0.9473398479913138;0.0257328990228013;0.0;226.91;2155.767;3137.7117;;
HUPLAF-subgraph-2;-1336.35180907;2.4289;0.182;-0.209;0.026786694477988805;0.9732133055220112;0.0;0.0;-0.027;0.0;0.9311931754405657;0.06880682455943427;0.0;240.71;2707.59;3716.0463;;
TOLDIJ-subgraph-2;-464.050456171;7.0113;0.217;-0.058;0.02606295993458708;0.9463409648405561;0.02759607522485691;0.0;0.216;1.238090174393875;-0.2722245852828583;0.03413441088898342;0.0;104.14;1577.554;3033.1381;0.26982695697903003;0.811323885130722
RIHDUJ-subgraph-2;-464.049818682;8.7344;0.209;-0.059;0.0;0.9726504751847941;0.02734952481520591;0.0;0.205;1.1114249843063402;-0.15243774848294625;0.041012764176606;0.0;103.61;1219.932;3033.5947;0.37978020359171005;0.673343519942503
VOMPUJ-subgraph-1;-999.805280059;1.4087;0.213;-0.236;0.3028917590581781;0.6971082409418219;0.0;0.0;-0.023;-0.016631320459872756;0.960486661457752;0.05614465900212079;0.0;254.28;3322.807;3157.0328;;
GIRQIJ-subgraph-1;-881.655821219;11.1676;0.132;-0.061;0.02199320016999575;0.9463450913727156;0.031661708457288565;0.0;0.071;0.011158798283261802;0.9593347639484979;0.029506437768240346;0.0;238.03;2518.286;3058.9251;;
RIJWEQ-subgraph-0;-927.43921823;12.169;0.14200000000000002;-0.061;0.0;0.9617180205415499;0.03828197945845004;0.0;0.081;0.048160942897785004;0.8740093476935582;0.07782970940865677;0.0;120.22;1412.96;3163.0978;0.12049699312602544;0.8818243710630965
RIJWEQ-subgraph-1;-927.439218263;12.169;0.14200000000000002;-0.061;0.0;0.9617180205415499;0.03828197945845004;0.0;0.081;0.048160942897785004;0.8740093476935582;0.07782970940865677;0.0;120.22;1435.388;3163.098;0.1204969383648197;0.8818244254716762
JAYMAX-subgraph-1;-919.96794388;0.6371;0.30200000000000005;-0.656;0.17947379411150555;0.744518688661516;0.0760075172269785;0.0;-0.354;0.03972931674306922;0.8495961580440953;0.11067452521283562;0.0;105.33;1389.702;3106.7834;0.5903045961578818;0.956872958090055
JAYLIE-subgraph-0;-919.967943568;0.6371;0.30200000000000005;-0.656;0.1795594529700386;0.7444409646100846;0.07599958241987681;0.0;-0.354;0.03972931674306922;0.8495961580440953;0.11067452521283562;0.0;105.33;1534.921;3106.7785;0.5903191642873881;0.9568838586686134
JAYLOK-subgraph-1;-919.96794433;0.637;0.30200000000000005;-0.656;0.1795594529700386;0.7444409646100846;0.07599958241987681;0.0;-0.354;0.03972931674306922;0.8495961580440953;0.11067452521283562;0.0;105.33;1203.032;3106.7978;0.5902931869087298;0.9568980574897014
ACUDOT-subgraph-2;-796.207446573;5.4835;0.16199999999999998;-0.235;0.0;0.9850927561837456;0.014907243816254417;0.0;-0.073;0.0;0.9868766404199475;0.013123359580052493;0.0;203.31;1948.663;3302.2988;;
DEQLOB-subgraph-0;-937.823223943;8.2786;0.164;-0.024;0.0;0.986470650900181;0.013529349099818897;0.0;0.14;1.097101755870531;-0.097101755870531;0.0;0.0;165.87;2374.083;3205.046;0.3310875777830999;0.8120385086276563
FAFNAB-subgraph-1;-1030.00282204;8.8654;0.096;-0.038;0.0;0.9836721795006848;0.016327820499315283;0.0;0.058;0.0;0.9776337115072933;0.02236628849270665;0.0;240.68;1977.659;3119.7344;0.22926229057799444;0.7707377105371217
XIBCIV-subgraph-1;-1372.46777218;5.0333;0.028000000000000025;-0.269;0.0;1.0;0.0;0.0;-0.086;0.0;1.0;0.0;0.0;362.31;3749.562;3526.6055;;
XIBCOB-subgraph-0;-1372.47009493;4.7598;0.03200000000000003;-0.273;0.0;1.0;0.0;0.0;-0.082;0.0;1.0;0.0;0.0;361.63;2722.42;3527.4479;;
ALEZAT-subgraph-0;-1264.69115085;2.9992;0.145;-0.043;0.24797720797720801;0.6813675213675214;0.07065527065527066;0.0;0.102;0.0;0.9120314719702765;0.0879685280297235;0.0;300.66;3602.686;3174.674;;
ALEYUM-subgraph-0;-1264.69114458;3.0024;0.145;-0.043;0.24811944381126055;0.681217232733075;0.07066332345566446;0.0;0.102;0.0;0.9119510596460564;0.08804894035394363;0.0;300.65;2776.223;3174.7386;;
VEBKOD-subgraph-1;-1337.83607156;2.6507;0.20400000000000001;-0.223;0.03255444646098003;0.9674455535390201;0.0;0.0;-0.019;0.028639360207500277;0.897438668539933;0.07392197125256675;0.0;171.77;1976.533;3134.1111;0.3810097136057353;0.6877382198227532
SEMPUW-subgraph-0;-1337.83118009;3.4505;0.193;-0.213;0.05696689761354888;0.9430331023864512;0.0;0.0;-0.02;0.0;0.9340777324457805;0.06592226755421944;0.0;171.05;2028.469;3135.2907;0.370946253421593;0.7262502092519296
COMYUY-subgraph-0;-5033.37252103;3.0809;0.15200000000000002;0.126;0.0;1.0;0.0;0.0;0.278;0.0;0.944364012409514;0.05563598759048605;0.0;128.96;1651.704;3063.8302;0.44603635532426256;0.553963676613059
EVEWEH-subgraph-0;-5033.37252523;3.0814;0.15200000000000002;0.126;0.0;1.0;0.0;0.0;0.278;0.0;0.9443755169561622;0.055624483043837894;0.0;128.95;1486.457;3063.7769;0.44607295435368854;0.5539270456463115
OKUQOA-subgraph-0;-755.330476856;6.4111;0.14300000000000002;-0.035;0.0;0.9730677948612114;0.026932205138788568;0.0;0.152;0.9488630297854169;0.06298708231023803;-0.011850112095654956;0.0;166.81;1632.898;3157.0576;0.3158023640320941;0.8849992204992063
UBIXIM-subgraph-2;-350.034248914;0.7549;0.029000000000000026;0.478;0.8411589437994452;0.15884105620055483;0.0;0.0;0.507;0.41656340355225147;0.5834365964477486;0.0;0.0;468.68;1979.632;2683.1207;0.4170937795913828;0.6107606397607431
AKIZOK-subgraph-1;-925.820709631;2.4406;0.18100000000000002;-0.199;0.3347126436781609;0.6652873563218391;0.0;0.0;-0.011;0.023472474289171204;0.9765275257108288;0.0;0.0;245.28;2875.669;3103.5651;0.7197070257763896;0.7833042343917883
XOTBUE-subgraph-0;-2190.32070518;2.7288;0.177;-0.239;0.0471222196743866;0.9528777803256133;0.0;0.0;-0.062;0.0;0.9204909875041469;0.07950901249585315;0.0;316.0;3457.7;3132.106;;
TEBTUR-subgraph-1;-1102.8416608;7.4612;0.137;-0.03;-0.018466217684119053;0.9493808385835325;0.06908537910058657;0.0;0.107;-0.0459356477561389;0.9440093141405588;0.10192633361558;0.0;267.19;3018.648;3073.0889;;
XUVGAW-subgraph-0;-715.955067999;6.2707;0.041000000000000036;0.295;0.11122819341997425;0.8753073410607658;0.01346446551926004;0.0;0.336;0.1534204639114565;0.8325679971741433;0.014011538914400093;0.0;413.79;3066.959;3068.2843;0.3333698526975518;0.834179154904814
ELITOK-subgraph-3;-456.701981957;13.9923;0.11299999999999999;0.129;0.0;0.9857157861569164;0.014284213843083706;0.0;0.242;0.0;0.9530956848030019;0.046904315196998114;0.0;191.04;1906.627;3074.5194;0.09920976120936051;0.9007902387906395
ETAYON-subgraph-0;-1505.52211065;1.6196;0.166;-0.397;0.05498163452708907;0.8444674012855831;0.10055096418732781;0.0;-0.231;0.0;0.979587233562648;0.02041276643735198;0.0;220.3;2914.735;3101.9655;0.5185155969648584;0.8563832962885752
JIDYUT-subgraph-1;-859.716143417;2.9408;0.16499999999999998;-0.204;0.0;0.9561726329876212;0.04382736701237872;0.0;-0.039;0.011562500000000002;0.9176041666666667;0.07083333333333333;0.0;216.72;2235.65;3146.5628;;
REDYAD-subgraph-1;-859.702802698;2.5206;0.18;-0.216;0.12360754070265641;0.8277634961439589;0.048628963153384754;0.0;-0.036;0.03406617326948193;0.9402481497605573;0.025685676969960818;0.0;208.65;2764.242;3147.2303;;
OCAHEI-subgraph-0;-533.216156139;10.2643;0.14100000000000001;-0.069;0.018369690011481053;0.9467696482621857;0.03486066172633337;0.0;0.072;0.0;0.9517075214749633;0.04829247852503666;0.0;100.25;1301.239;3113.0046;0.2650203220484853;0.8189709371991203
BIXDES-subgraph-1;-533.216157138;10.2641;0.14100000000000001;-0.069;0.01836777290753496;0.9466708411605094;0.03496138593195575;0.0;0.072;0.0;0.9517075214749633;0.04829247852503666;0.0;100.25;1285.121;3113.0021;0.2650285166187746;0.8189540046728274
ZIHNEM-subgraph-2;-793.457947081;3.3791;0.23299999999999998;-0.245;0.0;1.0;0.0;0.0;-0.012;0.047613762486126525;0.9042175360710322;0.048168701442841286;0.0;202.81;2349.958;3521.3826;0.5265079764606684;0.6504824742435772
ZIHNAI-subgraph-2;-793.457425521;3.1667;0.23099999999999998;-0.245;0.0;1.0;0.0;0.0;-0.014;-0.014208155250086639;0.949636132609449;0.06457202264063763;0.0;201.85;3027.621;3512.1982;0.5160826229322076;0.6452744516998746
ABOFUW-subgraph-1;-681.716812774;0.4981;0.17;-0.231;0.3772623821393736;0.6227376178606265;0.0;0.0;-0.061;0.0;0.9470289701839713;0.052971029816028754;0.0;162.86;1431.469;3188.5924;0.27770200403290385;0.7667375069211868
APUDIA-subgraph-0;-627.04782947;2.1558;0.11900000000000001;-0.034;0.0;0.9647476011681269;0.035252398831873165;0.0;0.085;0.0;0.9609869253479544;0.039013074652045544;0.0;225.76;1796.604;3125.1682;0.0994857806160213;0.9005142193839786
APUDUM-subgraph-1;-627.047831155;2.1561;0.11900000000000001;-0.034;0.0;0.9647476011681269;0.035252398831873165;0.0;0.085;0.0;0.9609869253479544;0.039013074652045544;0.0;225.76;1758.038;3125.2251;0.09948302326808621;0.9005169815590892
LEQCOC-subgraph-2;-590.957140736;1.9787;0.22899999999999998;-0.239;0.06660918301358051;0.9219659409355464;0.011424876050873032;0.0;-0.01;-0.011058451816745656;0.9682991047919958;0.04275934702474987;0.0;123.82;1701.274;3700.7467;0.53299149187739;0.8156733936403437
MOYMAO-subgraph-0;-845.160000042;1.4143;0.208;-0.237;0.03713033953997809;0.9470974808324206;0.015772179627601312;0.0;-0.029;0.019506281683932116;0.8890235838659907;0.09147013445007715;0.0;164.24;2244.123;3144.9854;0.37468418397794373;0.9121361129014757
JANMAP-subgraph-2;-506.02343546;2.0577;0.223;-0.241;0.10195412064570944;0.8754248088360238;0.02262107051826678;0.0;-0.018;0.10487911130472662;0.8286865606621652;0.06643432803310824;0.0;130.52;1838.836;3081.0883;0.18279313913961784;0.975847785098706
QINVES-subgraph-1;-1226.14581417;1.4014;0.23199999999999998;-0.247;0.012860310421286028;0.9871396895787139;0.0;0.0;-0.007;0.014261944378416923;0.985738055621583;0.0;0.0;268.79;3595.081;3133.8586;;
KUGDEX-subgraph-1;-625.838947451;6.5835;0.114;-0.034;0.3724123136329507;0.6168615252601094;0.010726161106939826;0.0;0.08;0.0;0.9373140453472864;0.06268595465271366;0.0;180.73;1496.957;3163.1153;0.21336113254601924;0.7933944653964133
REWXAU-subgraph-1;-625.83894934;6.5829;0.114;-0.034;0.3723723723723723;0.6169026169026169;0.010725010725010725;0.0;0.08;0.0;0.9373204759950758;0.06267952400492409;0.0;180.73;1836.281;3163.1769;0.21335795214053901;0.7933972942119667
CARSAS-subgraph-0;-743.04250091;2.4539;0.20099999999999998;-0.236;0.2448850453490825;0.7551149546509175;0.0;0.0;-0.035;0.0;0.9346863866997733;0.06531361330022671;0.0;184.44;2009.354;3222.4471;;
OWIRES-subgraph-1;-195.137573642;0.7037;0.208;-0.235;0.040732780677515096;0.9311227100603828;0.02814450926210214;0.0;-0.027;0.02947175198857842;0.9084234142361819;0.06210483377523965;0.0;64.01;768.801;3176.5724;0.07078703208691227;0.9417986684515983
SELKIE-subgraph-1;-724.134360029;1.8179;0.159;-0.01;0.0;0.9545266639107068;0.0454733360892931;0.0;0.149;0.032971708147202745;0.9118272707934483;0.055201021059349084;0.0;110.46;1316.174;3306.9864;0.32141381009617137;0.7447014007497701
XUSSEK-subgraph-0;-724.134363701;1.8187;0.159;-0.01;0.0;0.954531363025731;0.04546863697426889;0.0;0.149;0.03297521540261675;0.9118178917136475;0.05520689288373578;0.0;110.46;1037.006;3307.4811;0.32140508866059775;0.7447221895210837
XUSTAH-subgraph-0;-724.134359049;1.8198;0.159;-0.01;0.0;0.9545360611696632;0.04546393883033685;0.0;0.149;0.03286884374002768;0.9119242633762366;0.05520689288373578;0.0;110.46;1455.859;3306.7899;0.3214418817852857;0.7447324743842226
ZAFWOS-subgraph-2;-934.192434989;3.3228;0.14;0.084;-0.030432276657060522;1.0171757925072047;0.013256484149855908;0.0;0.224;1.3820716672427702;-0.3820716672427702;0.0;0.0;303.7;3227.074;3128.3022;;
UTOWAD-subgraph-0;-2021.36821189;6.0345;0.109;-0.034;0.23175683090091082;0.726873696916493;0.04136947218259629;0.0;0.075;0.0;0.9472604392951968;0.0527395607048033;0.0;469.03;4873.155;3127.2717;;
HIHTEB-subgraph-1;-1194.69058611;2.6488;0.114;-0.05;0.0;0.9851560794586336;0.014843920541366516;0.0;0.064;0.0;0.988244176013805;0.011755823986194998;0.0;310.37;1949.782;3179.2145;;
ZAPQIT-subgraph-0;-1194.69058618;2.6487;0.114;-0.05;0.0;0.9851576994434138;0.014842300556586271;0.0;0.064;0.0;0.9882416396979503;0.011758360302049624;0.0;310.37;2429.224;3179.2028;;
