occurrence;energy;dipole_moment;homo_lumo_gap;metal_bound_homo_energy;metal_bound_homo_s;metal_bound_homo_p;metal_bound_homo_d;metal_bound_homo_f;metal_bound_lumo_energy;metal_bound_lumo_s;metal_bound_lumo_p;metal_bound_lumo_d;metal_bound_lumo_f;polarisability;molar_volume;largest_frequency;I1/I3;I2/I3
NEWYIZ-subgraph-0;-460.11731424;0.0;0.639;-0.01;0.0;1.0;0.0;0.0;0.629;0.0;1.0;0.0;0.0;6.17;318.744;;;
IHUTIR-subgraph-0;-460.11731424;0.0;0.639;-0.01;0.0;1.0;0.0;0.0;0.629;0.0;1.0;0.0;0.0;6.17;411.711;;;
MAZJIJ-subgraph-0;-460.11731424;0.0;0.639;-0.01;0.0;1.0;0.0;0.0;0.629;0.0;1.0;0.0;0.0;6.17;212.496;;;
GAFWUF-subgraph-0;-460.11731424;0.0;0.639;-0.01;0.0;1.0;0.0;0.0;0.629;0.0;1.0;0.0;0.0;6.17;332.025;;;
JUZFAL-subgraph-2;-652.458730784;1.2194;0.21200000000000002;-0.231;0.14508101239013024;0.8549189876098697;0.0;0.0;-0.019;0.002260351381896638;0.9053734716942361;0.09236617692386727;0.0;110.76;1423.428;3134.7447;0.2692085724269109;0.8307474076763546
ABESAB-subgraph-0;-652.458732104;1.2195;0.21200000000000002;-0.231;0.14508101239013024;0.8549189876098697;0.0;0.0;-0.019;0.002157608137264973;0.9053734716942361;0.09246892016849893;0.0;110.76;1317.238;3134.7417;0.269223222852351;0.8307694626423666
FINYAD-subgraph-1;-652.458730568;1.2194;0.21200000000000002;-0.231;0.14508101239013024;0.8549189876098697;0.0;0.0;-0.019;0.002260119169919866;0.9052804602424492;0.092459420587631;0.0;110.76;1253.48;3134.7384;0.2692120754548328;0.8307578700715913
NEWYEV-subgraph-3;-346.823754419;5.3237;0.13599999999999998;0.005;0.0;0.9578654579169671;0.04213454208303286;0.0;0.142;0.0;0.9375449409347715;0.06245505906522856;0.0;135.44;1223.047;3109.7795;0.13195107853824026;0.8680489778690305
RERBIB-subgraph-0;-228.361629597;3.4024;0.252;-0.038;0.0;0.985185941969759;0.014814058030241111;0.0;0.214;0.8935152193830805;0.11686857375547183;-0.010383793138552377;0.0;30.92;601.274;3019.7174;0.4811607049388504;0.5528848169320241
YEBFUJ-subgraph-2;-228.361640957;3.4023;0.252;-0.038;0.010215434408819663;0.9751188429250531;0.01466572266612724;0.0;0.214;0.8935260586319218;0.11685667752442998;-0.010382736156351794;0.0;30.91;611.639;3020.1215;0.48117801758340334;0.5528727560748415
QOYTAA-subgraph-0;-228.361616845;3.4057;0.252;-0.038;0.0;0.9851935055651997;0.01480649443480037;0.0;0.214;0.8849182313749242;0.12547950736927116;-0.010397738744195438;0.0;30.88;622.967;3020.9826;0.4816462718717389;0.5525107418736186
QOGDEX-subgraph-0;-1411.90826352;7.8683;0.11699999999999999;-0.058;0.3451492537313433;0.5959784411276949;0.05887230514096187;0.0;0.059;0.0;0.9848586810228802;0.015141318977119787;0.0;194.78;1540.964;3133.1323;;
SASKIG-subgraph-0;-460.87753073;1.2152;0.27699999999999997;-0.236;0.24380893171692053;0.7561910682830795;0.0;0.0;0.041;1.0;0.0;0.0;0.0;58.41;917.188;3076.9975;0.6446892425158312;0.6447323954373194
GOGLEV-subgraph-2;-460.877533436;1.2154;0.27699999999999997;-0.236;0.24375841707241272;0.7562415829275874;0.0;0.0;0.041;1.0;0.0;0.0;0.0;58.41;636.442;3077.176;0.644747302084108;0.6448554198313695
NOXNUJ-subgraph-1;-460.877537674;1.2151;0.27699999999999997;-0.236;0.24375841707241272;0.7562415829275874;0.0;0.0;0.041;1.0;0.0;0.0;0.0;58.41;935.083;3077.1608;0.6447080441114716;0.6449998299892582
LICBOP-subgraph-2;-660.852097542;9.3993;0.158;-0.088;0.0;0.972987012987013;0.02701298701298701;0.0;0.07;0.0;0.9881967213114754;0.011803278688524588;0.0;125.11;1564.104;3195.9809;0.10085013262543063;0.9186033455035
UHIMUU-subgraph-1;-76.3770503975;2.1217;0.35400000000000004;-0.326;0.0;1.0;0.0;0.0;0.028;0.9683778645051536;0.0316221354948464;0.0;0.0;5.48;203.456;3792.8502;0.36750735525981437;0.6324941754914477
CEMNEP-subgraph-1;-76.3770254453;2.123;0.35400000000000004;-0.326;0.0;1.0;0.0;0.0;0.028;0.9682809685811488;0.03171903141885131;0.0;0.0;5.48;228.268;3788.4107;0.3681336837692875;0.6318663162307125
YIRFIS-subgraph-1;-76.3770530209;2.1213;0.35400000000000004;-0.326;0.0;1.0;0.0;0.0;0.028;0.9683810286171703;0.03161897138282971;0.0;0.0;5.48;218.343;3792.7855;0.3672619402950806;0.6327380597049194
PEMFIY-subgraph-0;-1884.01032349;1.7097;0.177;-0.211;0.13613579403053083;0.8638642059694691;0.0;0.0;-0.034;0.01659612385832034;0.8741367787926041;0.10926709734907551;0.0;343.8;4301.402;3138.0119;;
PEMDES-subgraph-0;-1884.00937302;1.6459;0.178;-0.211;0.1303006057835181;0.8696993942164819;0.0;0.0;-0.033;0.020178630499503802;0.8600727753886868;0.11974859411180944;0.0;343.86;4306.639;3136.1932;;
LABMOU-subgraph-0;-1686.89464333;1.8339;0.184;-0.213;0.12919310970081596;0.870806890299184;0.0;0.0;-0.029;-0.0288565588553565;0.976193338944331;0.052663219911025606;0.0;345.7;3657.614;3134.8426;;
TEXLAJ-subgraph-0;-1686.89464422;1.8338;0.184;-0.213;0.1292077524651479;0.8707922475348521;0.0;0.0;-0.029;-0.028849621348719802;0.9760788556316866;0.0527707657170333;0.0;345.71;3321.799;3134.8448;;
SACGIP-subgraph-0;-1686.89464432;1.8338;0.184;-0.213;0.12919310970081596;0.870806890299184;0.0;0.0;-0.029;-0.028732868477999524;0.9759557585958164;0.05277710988218322;0.0;345.7;3247.033;3134.8418;;
YILMEM-subgraph-0;-1686.89464349;1.8339;0.184;-0.213;0.12919310970081596;0.870806890299184;0.0;0.0;-0.029;-0.028725961538461537;0.9759615384615384;0.05276442307692306;0.0;345.7;3433.704;3134.8406;;
EFUFIU-subgraph-2;-113.230555381;0.0621;0.365;-0.395;0.5595917141999399;0.44040828580006;0.0;0.0;-0.03;0.0;1.0;0.0;0.0;10.14;289.294;2159.524;0.0;1.0
EPOWEM-subgraph-1;-113.230555131;0.0621;0.365;-0.395;0.5595917141999399;0.44040828580006;0.0;0.0;-0.03;0.0;1.0;0.0;0.0;10.14;289.294;2159.5;0.0;1.0
BITPON-subgraph-3;-113.230555318;0.0621;0.365;-0.395;0.5595917141999399;0.44040828580006;0.0;0.0;-0.03;0.0;1.0;0.0;0.0;10.14;227.929;2159.518;0.0;1.0
PAJQAS-subgraph-0;-297.809326361;0.0;0.40800000000000003;-0.031;0.0;1.0;0.0;0.0;0.377;0.0;1.0;0.0;0.0;18.99;546.645;;;
QOLPEM-subgraph-0;-297.809326361;0.0;0.40800000000000003;-0.031;0.0;1.0;0.0;0.0;0.377;0.0;1.0;0.0;0.0;18.99;494.584;;;
HIRTUX-subgraph-1;-297.809326361;0.0;0.40800000000000003;-0.031;0.0;1.0;0.0;0.0;0.377;0.0;1.0;0.0;0.0;18.99;364.43;;;
AWEVIH-subgraph-2;-297.809326361;0.0;0.40800000000000003;-0.031;0.0;1.0;0.0;0.0;0.377;0.0;1.0;0.0;0.0;18.99;468.553;;;
WOCYET-subgraph-1;-345.838966658;8.8753;0.15;0.014;0.17186034392912974;0.7989577905158938;0.02918186555497655;0.0;0.164;1.1409416271801593;-0.1409416271801593;0.0;0.0;88.54;1257.181;3034.0108;0.23564389880181494;0.7720858352397961
IKOMAX-subgraph-3;-345.83896481;8.8741;0.15;0.014;0.17154768108389787;0.7992704533611256;0.02918186555497655;0.0;0.164;1.1408408105655812;-0.1408408105655812;0.0;0.0;88.55;1241.903;3032.8148;0.23564558037522798;0.7720842214825332
QUHTET-subgraph-1;-345.838966901;8.8756;0.15;0.014;0.17186034392912974;0.7989577905158938;0.02918186555497655;0.0;0.164;1.1409558378705384;-0.14095583787053836;0.0;0.0;88.54;950.558;3034.2975;0.23564395586945658;0.7720859233823965
EKOCOX-subgraph-2;-347.458491279;0.4624;0.257;-0.221;0.2726656115758535;0.6821162107167081;0.04521817770743839;0.0;0.036;0.9666106677866442;0.03338933221335572;0.0;0.0;89.09;1541.261;3068.975;0.2913359297011883;0.9434987973022605
DONHEU-subgraph-1;-347.458488952;0.4621;0.257;-0.221;0.2728300180831827;0.6818490054249547;0.04532097649186257;0.0;0.036;0.9666176779340752;0.033382322065924834;0.0;0.0;89.09;1341.816;3068.9668;0.29130077798113146;0.9434316841165958
ODOXAI-subgraph-1;-347.458490299;0.4626;0.257;-0.221;0.2757516862924431;0.6898365153767005;0.0344117983308563;0.0;0.036;0.9666141732283464;0.03338582677165354;0.0;0.0;89.09;1233.029;3069.0304;0.2913346261373808;0.9434406686223584
RABYAX-subgraph-0;-688.465183544;9.6693;0.12;0.132;0.32162218515429525;0.6360508757297749;0.04232693911592993;0.0;0.252;0.5029720090781368;0.48427537015022154;0.01275262077164163;0.0;170.14;1807.856;3015.3712;0.35390815474643805;0.7819134533382525
BILQET-subgraph-0;-701.899289016;2.0053;0.254;-0.109;0.0;0.98943029278089;0.01056970721911003;0.0;0.145;0.0;0.9740696539004013;0.025930346099598565;0.0;144.06;1717.429;3210.9462;0.5964387277309976;0.6318225346017996
WUQQOP-subgraph-0;-701.899289189;2.0052;0.254;-0.109;0.0;0.9894314098499261;0.01056859015007398;0.0;0.145;0.0;0.9740752793144593;0.02592472068554073;0.0;144.06;1622.047;3210.963;0.5964417546731335;0.6318209757885799
KEDGAB-subgraph-2;-78.5129306387;0.0005;0.289;-0.288;0.0;1.0;0.0;0.0;0.001;0.0;0.9566993464052288;0.04330065359477124;0.0;21.84;392.153;3174.7261;0.1718711310984748;0.8281288689015252
BECCET-subgraph-1;-78.5129200529;0.0003;0.289;-0.288;0.0;1.0;0.0;0.0;0.001;0.0;0.9566993464052288;0.04330065359477124;0.0;21.84;411.292;3175.1271;0.17188925031920718;0.8281107496807929
RUPWIJ-subgraph-2;-78.5129268429;0.0012;0.289;-0.288;0.0;1.0;0.0;0.0;0.001;0.0;0.956694923909713;0.043305076090287;0.0;21.84;411.291;3174.2326;0.17177493408260291;0.828225201654637
NEVPOV-subgraph-2;-78.5129309291;0.0;0.289;-0.288;0.0;1.0;0.0;0.0;0.001;0.0;0.9566993464052288;0.04330065359477124;0.0;21.84;344.326;3174.7602;0.1718698626771108;0.8281300015719955
XILJOU-subgraph-2;-78.5129277937;0.0035;0.289;-0.288;0.0;1.0;0.0;0.0;0.001;0.0;0.9566905005107252;0.04330949948927477;0.0;21.84;296.499;3174.2524;0.17178854309577302;0.8282118641295443
SETNEN-subgraph-2;-3388.86052931;1.6698;0.032;-0.258;0.0;0.9772867420349435;0.02271325796505653;0.0;0.003;0.40119561607439397;0.5668105834163621;0.03199380050924388;0.0;199.06;2688.897;3208.8998;;
KAHLOY-subgraph-1;-626.406482982;0.6696;0.152;-0.21;0.0;0.9881864623243933;0.011813537675606643;0.0;-0.058;0.0;0.9722701769529565;0.02772982304704359;0.0;163.45;1633.029;3241.8467;0.11773026596230088;0.8822697525075919
KITREM-subgraph-3;-626.394254382;3.6251;0.156;-0.21;0.0;0.9876177373267012;0.012382262673298762;0.0;-0.054;0.0;0.9707583547557841;0.029241645244215936;0.0;160.15;1648.827;3217.0296;0.11877249273767201;0.9046616449112264
GAXSON-subgraph-0;-2573.93262687;0.0;0.514;-0.022;0.0;1.0;0.0;0.0;0.492;0.0;1.0;0.0;0.0;12.37;458.991;;;
CITFOB-subgraph-0;-2573.93262687;0.0;0.514;-0.022;0.0;1.0;0.0;0.0;0.492;0.0;1.0;0.0;0.0;12.37;344.243;;;
LUGLAC-subgraph-2;-2573.93262687;0.0;0.514;-0.022;0.0;1.0;0.0;0.0;0.492;0.0;1.0;0.0;0.0;12.37;363.368;;;
ATOPEE-subgraph-1;-2573.93262687;0.0;0.514;-0.022;0.0;1.0;0.0;0.0;0.492;0.0;1.0;0.0;0.0;12.37;401.617;;;
GAXSON-subgraph-1;-235.007612005;2.4298;0.138;0.049;0.08532351394003157;0.8485007890583904;0.06617569700157812;0.0;0.187;0.8875249186863918;0.1124750813136082;0.0;0.0;87.51;1005.063;3126.8119;0.42753862607030013;0.6149001681651314
YAPZEY-subgraph-0;-193.359103992;0.0001;0.229;0.004;0.0;0.9853426919900908;0.014657308009909166;0.0;0.233;1.364473411959446;-0.43275398303331297;0.06828057107386722;0.0;54.67;694.752;3102.178;0.4999960267567464;0.5000039732432536
FUJDOD-subgraph-2;-193.359110954;0.0001;0.229;0.004;0.0;0.9742851265171775;0.025714873482822465;0.0;0.233;1.3644357091134791;-0.4327092169235545;0.06827350781007555;0.0;54.67;868.649;3102.5835;0.49994885833920844;0.5000512635427286
HEXKII-subgraph-0;-193.359105261;0.0;0.229;0.004;0.0;0.9737835356523514;0.026216464347648682;0.0;0.233;1.3644357091134791;-0.43270921692355463;0.06827350781007556;0.0;54.67;730.882;3102.147;0.49999003021114163;0.5000099941648704
VUMKEV-subgraph-3;-193.359108236;0.0004;0.229;0.004;0.0;0.9743247406798808;0.02567525932011913;0.0;0.233;1.3645768673701637;-0.43285743844403085;0.0682805710738672;0.0;54.67;806.594;3102.3995;0.49995278331740267;0.500047338563554
ZOLPUN-subgraph-0;-3332.28984511;6.557;0.159;-0.223;0.43874465644875404;0.5363361484725264;0.024919195078719633;0.0;-0.064;0.017951541850220264;0.9820484581497797;0.0;0.0;219.98;1750.091;3162.5349;;
RIQNUC-subgraph-0;-389.181506126;0.0515;0.236;-0.243;0.043884423202259396;0.9561155767977406;0.0;0.0;-0.007;0.0;0.9319713338324954;0.06802866616750454;0.0;111.54;1225.626;3112.4431;0.210401936550717;0.9420628699592294
IHUTIR-subgraph-2;-389.181505307;0.0515;0.236;-0.243;0.04387965678288259;0.9561203432171174;0.0;0.0;-0.007;0.0;0.9319713338324954;0.06802866616750454;0.0;111.54;1627.481;3112.4366;0.21040405850873842;0.94206203862422
ORAJIC-subgraph-2;-389.181506103;0.0515;0.236;-0.243;0.043884423202259396;0.9561155767977406;0.0;0.0;-0.007;0.0;0.9319713338324954;0.06802866616750454;0.0;111.54;1627.47;3112.442;0.2104021427455361;0.9420628551780279
CUZHIO-subgraph-0;-1177.13531049;1.5542;0.233;0.207;0.28581871345029247;0.7141812865497076;0.0;0.0;0.44;1.1589922726791573;-0.15899227267915736;0.0;0.0;183.33;2607.845;3074.1919;;
BIZBEV-subgraph-1;-974.157542751;1.6911;0.016000000000000014;-0.255;0.022454424188528242;0.9775455758114717;0.0;0.0;-0.036;0.0;0.9353053841242818;0.06469461587571823;0.0;229.2;2381.3;3147.3979;;
NECRIY-subgraph-0;-974.150875494;4.7865;0.022999999999999993;-0.257;0.0;1.0;0.0;0.0;-0.03;0.04098000439463854;0.9359481432652165;0.02307185234014502;0.0;221.35;2586.758;3147.2784;;
AJILEL-subgraph-0;-1336.18278856;5.2964;0.16699999999999998;-0.062;0.019668100799016593;0.9699856586765008;0.010346240524482688;0.0;0.105;0.0;0.9413299926923479;0.05867000730765216;0.0;156.92;2023.031;3131.6718;0.20368266830084103;0.799354732193919
HUTZOM-subgraph-0;-1035.62597758;1.453;0.199;-0.228;0.06933275374918496;0.9306672462508151;0.0;0.0;-0.029;0.0;0.9514707565525924;0.04852924344740759;0.0;219.98;2262.51;3134.5671;0.5918748092458587;0.5925049918599457
LIWVAR-subgraph-0;-1035.62597635;1.4532;0.198;-0.228;0.06932522003694448;0.9306747799630556;0.0;0.0;-0.03;0.0;0.9524716959982065;0.047528304001793524;0.0;219.97;2286.245;3134.5474;0.5921252304892181;0.5924396433111536
FUVPAN-subgraph-0;-1035.62597316;1.4535;0.199;-0.228;0.06924665724535277;0.9307533427546473;0.0;0.0;-0.029;0.0;0.9409116488463702;0.059088351153629724;0.0;219.97;2201.734;3134.5769;0.5920117269938535;0.5922431091834764
LIXVEX-subgraph-2;-494.98083111;3.0634;0.201;-0.256;0.0;1.0;0.0;0.0;-0.055;0.0;0.9564251718667371;0.04357482813326283;0.0;123.08;1119.213;3138.2697;0.16744910414460368;0.8552513051640344
SAYNEO-subgraph-0;-494.980831435;3.0641;0.201;-0.256;0.0;1.0;0.0;0.0;-0.055;0.0;0.9564389934447028;0.04356100655529711;0.0;123.08;1381.42;3138.3386;0.16744227485406538;0.8552008098278228
MIXJAF-subgraph-2;-494.980829965;3.0642;0.201;-0.256;0.0;1.0;0.0;0.0;-0.055;0.0;0.9564389934447028;0.04356100655529711;0.0;123.08;1468.938;3138.2795;0.16744935123809349;0.8552463641309754
NEBWEZ-subgraph-3;-240.314100213;0.9175;0.28200000000000003;-0.068;0.0;0.9458863613588535;0.054113638641146405;0.0;0.214;1.3366137778670415;-0.19662582847961435;-0.13998794938742717;0.0;37.41;515.652;2242.4227;0.04656115949084708;0.9534388258026256
WURKOJ-subgraph-2;-240.314119605;0.9188;0.28200000000000003;-0.068;0.0;0.9458863613588535;0.054113638641146405;0.0;0.214;1.3366475846138395;-0.19664557597669985;-0.1400020086371397;0.0;37.4;683.784;2242.8097;0.04664755580029583;0.9533524441997041
MAVPOR-subgraph-1;-389.734229506;5.4788;0.10700000000000001;0.053;0.03796785675763132;0.9266530039909394;0.03537913925142919;0.0;0.198;1.304637160663357;-0.3174184007605368;0.01278124009717968;0.0;121.37;1503.186;2993.2344;0.9906055902572516;0.9951663754002767
MAWDAS-subgraph-2;-389.734232765;5.4788;0.10700000000000001;0.053;0.03795966785290628;0.9266688234659765;0.03537150868111722;0.0;0.198;1.3044029141590119;-0.3171787562031466;0.012775842044134731;0.0;121.38;1469.03;2993.1053;0.9906206907403239;0.9951883967930781
LEZFII-subgraph-0;-514.470639117;4.6215;0.148;-0.03;0.022261705685618725;0.9442934782608695;0.033444816053511704;0.0;0.118;0.0;0.9628969709674039;0.03710302903259616;0.0;122.25;1358.011;3723.1318;0.24580678792478522;0.7574200461758581
LEZFII-subgraph-1;-514.470639122;4.6215;0.148;-0.03;0.022261705685618725;0.9442934782608695;0.033444816053511704;0.0;0.118;0.0;0.9628969709674039;0.03710302903259616;0.0;122.25;1510.787;3723.1317;0.24580680563299276;0.7574200284402779
EZATUW-subgraph-1;-566.88550181;1.766;0.20399999999999996;-0.284;0.17804928989139518;0.7945906432748538;0.02736006683375105;0.0;-0.048;0.04925956396544632;0.866207322089675;0.08453311394487865;0.0;88.98;994.402;3143.6381;0.12507429475352308;0.8969613679190438
TUKPIA-subgraph-1;-1158.33381796;4.5067;0.205;-0.204;0.3464348981399468;0.6423826395039859;0.011182462356067315;0.0;0.001;0.004025764895330114;0.951805843110191;0.04416839199447896;0.0;289.07;3484.847;3275.8896;;
YUGCUB-subgraph-0;-1257.02442669;3.2162;0.14800000000000002;-0.016;0.2370666378658603;0.7149800194405443;0.047953342693595434;0.0;0.132;0.9441222395717154;0.055877760428284635;0.0;0.0;313.3;3252.99;3094.0959;;
YUGCAH-subgraph-1;-1257.02442451;3.2151;0.14800000000000002;-0.016;0.23712342079689025;0.7148256127847964;0.04805096641831337;0.0;0.132;0.9443266763360483;0.05567332366395179;0.0;0.0;313.31;3454.352;3094.1116;;
KUVKAN-subgraph-3;-39.7811006613;2.0044;0.202;0.064;0.2721947278052722;0.7278052721947278;0.0;0.0;0.266;1.0959863877489742;-0.09598638774897408;0.0;0.0;20.47;424.992;2661.5309;0.7537435234478237;0.7538396949882606
XILTIV-subgraph-2;-39.7810864261;2.004;0.202;0.064;0.27239672760327244;0.7276032723967276;0.0;0.0;0.266;1.0959863877489742;-0.09598638774897408;0.0;0.0;20.47;331.493;2660.4578;0.7539286331823987;0.7540081536186883
VUMKEV-subgraph-2;-39.7811156464;2.0046;0.202;0.064;0.27184564097383573;0.7281543590261642;0.0;0.0;0.266;1.0959863877489742;-0.09598638774897408;0.0;0.0;20.46;305.994;2662.9705;0.753432688422207;0.7536314972337835
KAZXUH-subgraph-0;-461.687652992;2.1798;0.256;-0.222;0.4336368505623996;0.5663631494376005;0.0;0.0;0.043;1.0975975975975976;-0.09759759759759751;0.0;0.0;115.2;1464.571;3203.7015;0.19940646806595697;0.9643313113118882
BEWPEA-subgraph-1;-461.687648175;2.1797;0.256;-0.222;0.4335761731304907;0.5664238268695094;0.0;0.0;0.043;1.0974903474903475;-0.09749034749034743;0.0;0.0;115.2;1523.428;3203.7651;0.1994010629144621;0.9643350458134773
RIPWOF-subgraph-2;-461.687647978;2.1798;0.256;-0.222;0.4335761731304907;0.5664238268695094;0.0;0.0;0.043;1.0975975975975976;-0.09759759759759756;0.0;0.0;115.2;1718.42;3203.7594;0.19939623285030333;0.9643370279503231
CEPBEG-subgraph-3;-365.250813904;10.7487;0.136;0.016;0.18620548923579225;0.7844097541067238;0.029384756657483926;0.0;0.152;1.0697033898305084;-0.06970338983050844;0.0;0.0;110.47;1487.977;3033.5912;0.25909025230168914;0.7580555274347743
ISICES-subgraph-0;-365.250819555;10.7478;0.136;0.016;0.18620548923579225;0.7844097541067238;0.029384756657483926;0.0;0.152;1.0697107744464456;-0.06971077444644559;0.0;0.0;110.46;1288.891;3033.9419;0.25910297370959307;0.7580480666553662
HEZCOE-subgraph-1;-404.536698642;4.4382;0.159;0.002;0.23796708415277923;0.7312907566504503;0.03074215919677052;0.0;0.161;0.4917979002624672;0.49551618547681536;0.012685914260717407;0.0;123.54;1402.918;3070.8808;0.2039129603298416;0.8562147595605041
KAYBOB-subgraph-0;-404.53670545;4.4401;0.159;0.002;0.23794245497826538;0.7313185675843511;0.030738977437383568;0.0;0.161;0.4926727909011373;0.4946412948381452;0.012685914260717407;0.0;123.54;1331.009;3070.8997;0.20392292480341237;0.8562367960038897
UGILIF-subgraph-0;-404.536701848;4.4384;0.159;0.002;0.23796708415277923;0.7312907566504503;0.03074215919677052;0.0;0.161;0.4915773353751915;0.49573397506016187;0.012688689564646687;0.0;123.54;1438.918;3070.8498;0.20389759985452063;0.8562237159646322
CILFOV-subgraph-1;-326.656779031;1.3938;0.008000000000000007;-0.265;0.1343064160453639;0.832930799117925;0.03276278483671112;0.0;-0.028;0.04959366534694729;0.8812252552615129;0.06918107939153992;0.0;82.19;890.565;3132.0456;0.35919994797708515;0.6564209898817467
SEHHIW-subgraph-1;-326.656776611;1.3943;0.008000000000000007;-0.265;0.1343064160453639;0.832930799117925;0.03276278483671112;0.0;-0.028;0.04939043451078463;0.8814212774825466;0.06918828800666876;0.0;82.19;952.47;3132.1363;0.35919632044770883;0.6564270409094246
RONLAJ-subgraph-1;-326.656778842;1.3939;0.008000000000000007;-0.265;0.1343064160453639;0.832930799117925;0.03276278483671112;0.0;-0.028;0.04959366534694729;0.8812252552615129;0.06918107939153992;0.0;82.19;859.863;3131.9779;0.3591921242719377;0.6564298652409656
BUFQOJ-subgraph-0;-467.669367051;0.0467;0.252;-0.242;0.053671386236417505;0.9463286137635825;0.0;0.0;0.01;0.09346722577797396;0.8547781946590157;0.051754579563010376;0.0;132.37;1749.635;3083.5132;0.5180765241548675;0.6192651193868084
BOLZAG-subgraph-3;-115.637667232;1.6697;0.32799999999999996;-0.29;0.1855514075269902;0.7945716880234083;0.01987690444960145;0.0;0.038;0.8000408079983676;0.19995919200163234;0.0;0.0;16.75;440.103;3717.2722;0.19110639814040536;0.9639782372408928
XABQEZ-subgraph-3;-115.63766512;1.6711;0.32799999999999996;-0.29;0.18533091202582727;0.7947941888619855;0.019874899112187244;0.0;0.038;0.7998367680065293;0.20016323199347072;0.0;0.0;16.75;359.288;3717.4186;0.19105409787731945;0.9639715697335437
YORNEY-subgraph-3;-115.637665137;1.6711;0.32799999999999996;-0.29;0.18524871355060035;0.7948743819997982;0.01987690444960145;0.0;0.038;0.7998571865755381;0.2001428134244619;0.0;0.0;16.75;377.252;3717.3592;0.19105495825931515;0.963975116120005
AMUTUZ-subgraph-0;-952.564261061;3.8456;0.119;-0.039;0.3884375;0.57125;0.040312499999999994;0.0;0.08;0.0;0.9616931216931217;0.03830687830687831;0.0;202.61;1833.121;3119.3072;0.13173948640589686;0.8682605163208882
UGAYAF-subgraph-2;-952.564261688;3.8456;0.119;-0.039;0.3882928861576919;0.5713988126236851;0.040308301218623055;0.0;0.08;0.0;0.9615913659930166;0.0384086340069834;0.0;202.61;1613.119;3119.1835;0.13174705596458539;0.8682665035356305
ROGTIU-subgraph-1;-952.564262684;3.8455;0.119;-0.039;0.3883737889363475;0.5713095114074384;0.040316699656214185;0.0;0.08;0.0;0.9616931216931217;0.0383068783068783;0.0;202.61;1955.31;3119.2221;0.13174665638729943;0.8682538467235035
IWOSIX-subgraph-0;-1027.83067859;6.3473;0.126;-0.053;0.0;0.9683744465528147;0.031625553447185324;0.0;0.073;0.0;0.9862330623306232;0.013766937669376695;0.0;212.42;1901.264;3131.6849;0.168690098256307;0.8313099157438025
VIYBOV-subgraph-4;-1027.83068072;6.3477;0.126;-0.053;0.0;0.9683744465528147;0.031625553447185324;0.0;0.073;0.0;0.9862315698178664;0.013768430182133565;0.0;212.41;1802.488;3131.685;0.16869082450920647;0.8313091933092283
VIXZOS-subgraph-4;-1027.83067614;6.3482;0.126;-0.053;0.0;0.9683777801201644;0.031622219879835566;0.0;0.073;0.0;0.9862330623306232;0.013766937669376695;0.0;212.42;1753.14;3131.6982;0.1686868210087007;0.8313132197172581
UFOTAL-subgraph-4;-802.029538499;2.434;0.16399999999999998;-0.24;0.0;1.0;0.0;0.0;-0.076;0.0;0.9776805251641139;0.022319474835886213;0.0;241.82;2289.611;3144.3662;;
IXUKER-subgraph-0;-802.029541401;2.434;0.16399999999999998;-0.24;0.0;1.0;0.0;0.0;-0.076;0.0;0.9776805251641139;0.022319474835886213;0.0;241.8;2056.273;3144.3717;;
LEZFIG-subgraph-1;-802.029538379;2.434;0.16399999999999998;-0.24;0.0;1.0;0.0;0.0;-0.076;0.0;0.9776805251641139;0.022319474835886213;0.0;241.82;2219.532;3144.3654;;
CAKPOV-subgraph-0;-842.46406951;3.4254;0.19;-0.25;0.11441597915762049;0.8855840208423794;0.0;0.0;-0.06;0.011183998279384879;0.9360146252285192;0.05280137649209592;0.0;222.89;1820.75;3140.1398;;
AJUNAW-subgraph-2;-164.110880095;0.001;0.284;0.004;0.0;0.9630741519063344;0.036925848093665566;0.0;0.288;0.0;1.0;0.0;0.0;18.98;446.761;2179.812;0.0;1.0
GOCXEF-subgraph-1;-164.110878682;0.0007;0.284;0.004;0.0;0.9630741519063344;0.036925848093665566;0.0;0.288;0.0;1.0;0.0;0.0;18.98;386.184;2179.7341;0.0;1.0
CEHNAH-subgraph-2;-164.112274713;0.0012;0.289;0.005;0.0;0.9621735214650254;0.03782647853497448;0.0;0.294;0.0;1.0;0.0;0.0;18.76;376.107;2283.197;7.125964534929626e-08;0.9999999287403546
CAKPOV-subgraph-2;-842.464068192;3.4254;0.19;-0.25;0.11421126913473022;0.8857887308652698;0.0;0.0;-0.06;0.011185201118520113;0.9360077436007743;0.05280705528070553;0.0;222.89;2760.211;3140.1681;;
FOXSER-subgraph-2;-842.464069109;3.4254;0.19;-0.25;0.1144035601866927;0.8855964398133073;0.0;0.0;-0.06;0.011183998279384879;0.9360146252285192;0.05280137649209592;0.0;222.9;2173.17;3140.127;;
FOXSER-subgraph-3;-842.463375066;4.0652;0.182;-0.243;0.06970096745822339;0.9302990325417766;0.0;0.0;-0.061;0.020204214642624375;0.938844232022594;0.04095155333478167;0.0;225.75;2392.726;3138.8466;;
YELHEF-subgraph-0;-571.157752168;3.2025;0.184;-0.246;0.0;1.0;0.0;0.0;-0.062;0.0;0.9775425088225858;0.022457491177414177;0.0;150.43;1386.436;3134.028;0.2639927879318725;0.7360072261206404
