name;exact_cone_angle;buried_volume;solid_angle;solid_cone_angle;G_parameter;sasa_area_stable;sasa_volume_stable;sasa_area_free;sasa_volume_free
ligand28650-0;200.599234849451;0.3358355851658591;4.816142040327374;152.99507113668795;38.32564061753939;526.6440745389247;842.3344964093025;526.5340940287612;842.3781771314107
ligand28651-0;196.89797251771907;0.31120713753261275;3.9841175017990564;137.0730527789753;31.704599713512653;398.12208074268193;589.723144108676;398.0121434863558;590.6541192423718
ligand28652-0;183.70004620876904;0.29935007454342155;4.137122014292846;140.05652437166603;32.92217093745026;281.88120545684205;385.1619456068846;281.0711879315539;384.24387583864274
ligand28653-0;151.50800670300367;0.3321782985464033;4.0521195073518514;138.40267371803475;32.24574247970715;358.6028970831801;534.2140723557117;357.682922560954;533.0019320331104
ligand28654-0;277.9539681860763;0.4957719903093552;7.119209963681596;195.2926139678965;56.65287283144994;544.9829412261656;874.1604057385014;556.4619330029564;885.6268224037566
ligand28655-0;296.8819029064172;0.6720846533730899;9.371276382871224;238.87646091611566;74.57424797071462;826.146186741765;1431.8206011533957;826.6460240204185;1432.2127122549264
ligand28656-0;218.4638633095574;0.3896524412970555;5.5931649567174;167.3901038199055;44.50899251949705;538.2720977452316;863.2901076951239;525.7122222254741;853.2931789853449
ligand28657-0;280.10696052381275;0.5776416325009318;7.373217455011155;199.9808971977778;58.67420022282349;731.6974487953007;1253.3081435343481;702.4080703343824;1220.8147887679743
ligand28658-0;225.44964218399932;0.4827443626537458;6.190182564291204;178.30377141859438;49.25990768741046;542.1564396649125;842.5991827483257;537.7162453864669;836.9948090439877
ligand28659-0;201.44396911080503;0.3288879053298546;4.589135345320249;148.71711359538145;36.51917873627248;415.68947051063014;629.5783986103922;417.8593503751187;632.5696536633278
ligand28660-0;202.0503597894275;0.4884282985464033;6.702197664924015;187.64754466244344;53.33439439758077;512.4035759555882;829.3783603398597;522.6235039013219;841.0492522429863
ligand28661-0;196.40511539728826;0.33991800223630264;4.663137527833585;150.11629680605856;37.10806939360179;542.0729180500381;871.7992184708164;540.5326378587242;870.6334001862891
ligand28662-0;270.48875002093473;0.46120830227357434;6.372187932094275;181.62326752335278;50.708260385166334;603.4310620405054;942.7789916774061;;
ligand28663-0;294.5991383882223;0.6684390141632501;9.83829015629998;248.91746498115089;78.29062549737388;864.0953287744646;1547.5076452592875;866.1853593080104;1555.2375261792376
ligand28664-0;149.61079888153273;0.24690178904211704;3.6801085357983254;131.05045606243587;29.285373229349037;395.9506102913841;630.921181258862;393.4808893620434;628.7231075287277
ligand28665-0;300.8056092644955;0.7779770778978755;10.05529655637287;253.7899589932956;80.01750756008276;756.1934947465754;1428.7363016256313;731.6332204117788;1399.3436479933303
ligand28666-0;194.67845285786117;0.37318882780469625;5.08414994456486;157.99726725146334;40.45837975489416;409.4150798138736;620.4210476394035;416.8848578517229;627.8018912653067
ligand28667-0;248.0662667693886;0.40084560193812896;5.771170206546776;170.65159831624783;45.9255132898297;666.8786544324331;1057.964243425665;675.7681442365573;1066.4026263987048
ligand28668-0;218.35985804944573;0.4066110696980991;5.390158969552439;163.6578134700658;42.89352220276938;616.9135491603985;987.9280073524731;614.0737084036006;982.664454123543
ligand28669-0;198.50800436363556;0.4925631289601193;6.45519038004842;183.13738831483786;51.368772879197834;374.7615202807003;570.5745160989895;373.6414828950593;568.2396596771547
ligand28670-0;245.76720411986216;0.5436952571748043;7.035207486234027;193.7481984809222;55.984402355562636;609.203374588095;984.6616802343133;610.4334349432124;986.4058064193729
ligand28671-0;292.0826672027312;0.7258374487513977;10.072297057761068;254.17814559546207;80.15279325163138;651.6846911538488;1101.3808021570826;639.7937999567556;1086.7133953705954
ligand28672-0;207.14086632925577;0.48335002795378307;6.388188403989049;181.91511600014624;50.83558809485914;804.8360523783948;1358.306780482263;835.7361342353369;1376.5929897122899
ligand28673-0;243.07260078857166;0.5516912038762579;7.0202070438326745;193.47268205942572;55.865032627725604;739.6551131640779;1292.347277275971;729.4650678353377;1284.1299995644918
ligand28674-0;206.11918390226506;0.3572377003354454;4.8871441343604385;154.32498007498415;38.890657329301284;441.18178782207934;688.6952277400933;444.0414926499011;693.3145485233015
ligand28675-0;178.4299365246088;0.30856899925456577;3.9601167939568933;136.60233345875983;31.513608148973418;443.2821904661265;692.766831205483;446.05196580895364;697.6228466831684
ligand28676-0;201.81596770283093;0.3629740495713753;5.0261482339463;156.91863610938864;39.99681680725768;498.780839555581;807.9002013420871;501.8507937238833;811.4754517183229
ligand28677-0;194.85657611588243;0.3967224189340291;4.930145402577648;155.1286990239832;39.23285054910075;418.680892477811;636.7186605152998;424.65079974929836;642.602958348489
ligand28678-0;234.8370500716023;0.5143496086470369;6.8042006732532085;189.51310431538462;54.14610854687252;800.8852379338787;1431.2811686936038;789.7749056436924;1419.7158993809385
ligand28679-0;210.72928217286892;0.374423453224003;5.597165074691095;167.46349857747433;44.54082444692027;365.90264050850595;541.4135298455623;363.8428534855389;538.8209861641864
ligand28680-0;175.35708874931828;0.29938501677226986;4.246125229076003;142.1647804568275;33.789590959732614;426.04565611218675;649.5167104252637;425.1856287519966;647.8069808733314
ligand28681-0;182.85617583740398;0.37043421543048827;4.823142246781337;153.12635064486466;38.38134649053;435.34819511430385;695.568319534121;428.30840337725624;687.0842633309427
ligand28682-0;187.0158615865825;0.338240775251584;4.393129564609251;144.98727385855022;34.95941429253541;359.04078933465416;527.5350134918735;356.53100699806225;524.3944255025785
ligand28683-0;218.96301305088355;0.5173662877376072;6.489191382824819;183.75777375628613;51.63934426229508;539.9920772196779;964.3522171064037;557.5225157517337;981.457590631874
ligand28684-0;250.11689467815145;0.39991380916884084;5.7051682599808275;169.4433071702302;45.400286487346804;558.2805723736293;866.3422777509531;565.719973936639;872.9509448637468
ligand28685-0;150.28520016854455;0.24288925642937012;3.955116646489776;136.50417031731814;31.47381823969441;297.79068739913293;405.87558825597984;297.72051948136806;404.8477414658331
ligand28686-0;192.6643508060741;0.3974270872158032;4.905144665242061;154.66157450638542;39.03390100270571;490.7107959108715;795.1724078220241;487.20075197569935;789.205178254405
ligand28687-0;219.12990737995884;0.43687686358553857;5.974176193711737;174.36207525083853;47.540983606557376;550.9075637775522;894.0743497953872;555.3669058125936;897.3244988629556
