name;L*-energy;L*-dipole_moment;L*-homo_lumo_gap;L*-metal_bound_homo_energy;L*-metal_bound_homo_s;L*-metal_bound_homo_p;L*-metal_bound_homo_d;L*-metal_bound_homo_f;L*-metal_bound_lumo_energy;L*-metal_bound_lumo_s;L*-metal_bound_lumo_p;L*-metal_bound_lumo_d;L*-metal_bound_lumo_f;L_free-energy;L_free-dipole_moment;L_free-homo_lumo_gap;L_free-metal_bound_homo_energy;L_free-metal_bound_homo_s;L_free-metal_bound_homo_p;L_free-metal_bound_homo_d;L_free-metal_bound_homo_f;L_free-metal_bound_lumo_energy;L_free-metal_bound_lumo_s;L_free-metal_bound_lumo_p;L_free-metal_bound_lumo_d;L_free-metal_bound_lumo_f;L_free-polarisability;L_free-molar_volume;L_free-largest_frequency;L_free-I1/I3;L_free-I2/I3
ligand23485-0;-924.443463658;15.9039;0.044;0.146;0.2601078167115903;0.6965408805031447;0.043351302785265;0.0;0.254;0.2418599464763605;0.7610392506690453;-0.0028991971454058;0.0;-924.457926998;15.4349;0.067;0.123;0.3092062103651869;0.6480428602667833;0.0427509293680297;0.0;0.202;0.0668129456939111;0.8699945145364784;0.0631925397696105;0.0;388.69;2651.246;3107.7399;;
ligand23486-0;-3308.82841574;4.5523;0.077;-0.006;0.3155606170411015;0.6458225489181074;0.0386168340407909;0.0;0.071;0.0;0.9775976584487224;0.0224023415512777;0.0;-3308.8408928;5.9256;0.0979999999999999;-0.026;0.2715442155958602;0.6886976124602932;0.0397581719438467;0.0;0.072;0.0284128745837957;0.9355160932297448;0.0360710321864594;0.0;279.67;2397.003;3164.6477;;
ligand23487-0;-2802.20815165;4.8544;0.1;-0.001;0.2560861908215063;0.7216409406402154;0.0222728685382782;0.0;0.099;0.0;0.959192171559442;0.0408078284405579;0.0;-2802.22439438;5.0394;0.122;-0.031;0.1983875905704664;0.7672211450147974;0.0343912644147362;0.0;0.091;0.0;0.9604525748123084;0.0395474251876916;0.0;151.04;1622.937;3118.9524;0.1992740556885534;0.8007615571253361
ligand23488-0;-927.499205882;6.4985;0.15;-0.206;0.0;0.9743935309973046;0.0256064690026954;0.0;-0.056;0.0;0.9610247427195096;0.0389752572804904;0.0;-927.505187503;6.9189;0.154;-0.216;0.0;0.9739803820340732;0.0260196179659266;0.0;-0.062;0.0123090449499945;0.9727442576107264;0.014946697439279;0.0;155.63;1560.328;3592.9755;0.1732751738782696;0.8340869282955673
ligand23489-0;-685.168671836;9.6305;0.125;-0.037;0.0;0.9784443314692424;0.0215556685307574;0.0;0.088;0.0206196357546577;0.9087293280301444;0.0706510362151978;0.0;-685.206852363;10.2683;0.155;-0.074;0.0474250496187193;0.9252063094118876;0.027368640969393;0.0;0.081;0.0;0.9352855356398498;0.06471446436015;0.0;150.07;1690.308;3411.7318;0.393938304562157;0.6755411045257675
ligand23490-0;-1741.97690299;15.2754;0.0969999999999999;0.075;0.057972556111052;0.942027443888948;0.0;0.0;0.172;0.0;1.0;0.0;0.0;-1742.03651085;2.4046;0.122;0.043;0.0;1.0;0.0;0.0;0.165;0.0;1.0;0.0;0.0;346.63;3700.569;3543.8676;;
ligand23491-0;-234.972757292;4.4301;0.1399999999999999;0.04;0.264426125554851;0.6984781230183894;0.0370957514267596;0.0;0.18;0.7994149603008777;0.1878395319682406;0.0127455077308817;0.0;-234.973125611;4.4314;0.149;0.03;0.3049917149958575;0.6602112676056338;0.0347970173985086;0.0;0.179;0.7943107221006565;0.1936021673439616;0.0120871105553818;0.0;90.37;1251.605;3025.731;0.1695506704092173;0.9335451784474774
ligand23492-0;-694.679923;4.5561;0.11;0.047;0.1450174064403829;0.751414273281114;0.103568320278503;0.0;0.157;1.0;0.0;0.0;0.0;-694.685668557;4.2272;0.131;0.028;0.2070359444990713;0.7191084890199935;0.0738555664809352;0.0;0.159;0.9717702833746364;0.0282297166253636;0.0;0.0;151.67;1554.23;3031.0867;0.4907439640305331;0.8579610116164701
ligand23493-0;-1223.30623568;9.1913;0.0769999999999999;-0.204;0.0107435379214977;0.9776619508562918;0.0115945112222104;0.0;-0.127;0.0536647818201216;0.8904299583911234;0.0559052597887549;0.0;-1223.35005662;4.9965;0.168;-0.229;0.0;0.975316324414022;0.024683675585978;0.0;-0.061;-0.0106672244300355;0.9351600083664504;0.075507216063585;0.0;153.59;2083.241;3152.0845;0.4904521320874438;0.7523089779195625
ligand23494-0;-1405.99970256;5.4628;0.1379999999999999;-0.208;0.0761183261183261;0.923881673881674;0.0;0.0;-0.07;-0.0116661003511156;0.964661909616038;0.0470041907350775;0.0;-1406.0348714;5.6151;0.155;-0.215;0.0431480842250604;0.9568519157749396;0.0;0.0;-0.06;0.0157644604149762;0.9538657702561726;0.0303697693288512;0.0;400.44;5261.887;3132.7692;;
ligand23495-0;-1964.81287987;1.6236;0.219;-0.242;0.089276052375284;0.910723947624716;0.0;0.0;-0.023;-0.0175224575801264;0.9802595098147944;0.0372629477653321;0.0;-1964.81609951;1.7673;0.219;-0.246;0.0397415185783521;0.9602584814216476;0.0;0.0;-0.027;-0.0052099946836788;0.948006379585327;0.0572036150983519;0.0;232.86;2690.496;3142.3881;;
ligand23496-0;-1196.4968492;11.0766;0.093;0.134;0.046992864424057;0.9530071355759429;0.0;0.0;0.227;0.0;0.955259849119866;0.0447401508801341;0.0;-1196.51189538;9.3527;0.131;0.099;0.0474845727434368;0.9525154272565632;0.0;0.0;0.23;0.0;0.9523510971786834;0.0476489028213166;0.0;166.84;1104.124;3108.6596;0.2970477759299446;0.7029522319825583
ligand23497-0;-514.113558662;10.1888;0.0639999999999999;0.084;0.4465415436524673;0.5534584563475327;0.0;0.0;0.148;1.0056335034013606;-0.0342261904761904;0.0285926870748299;0.0;-514.217733582;6.9605;0.151;0.011;0.3246334615784548;0.6609129666216076;0.0144535717999376;0.0;0.162;1.1514882274544649;-0.1514882274544647;0.0;0.0;112.76;1692.645;3378.6944;0.6417340300014883;0.7697083927745566
ligand23498-0;-845.524644359;1.4802;0.104;-0.039;0.0;0.955826763149368;0.0441732368506318;0.0;0.065;0.0;0.9882300688429936;0.0117699311570064;0.0;-845.53082491;1.1211;0.106;-0.04;0.0;0.9562249431140968;0.0437750568859031;0.0;0.066;0.0;0.9881986194611444;0.0118013805388554;0.0;285.54;2640.807;3118.351;;
ligand23499-0;-1907.17701947;7.6557;0.129;0.021;0.0163007318695941;0.9565313816810824;0.0271678864493235;0.0;0.15;0.0;0.957692739310964;0.042307260689036;0.0;-1907.23679739;5.9813;0.133;-0.0;0.0;0.9832169407524216;0.0167830592475782;0.0;0.133;0.0;1.0;0.0;0.0;506.31;4967.881;3198.7109;;
ligand23500-0;-747.1230249;12.2533;0.178;-0.056;0.0;0.9805455481214616;0.0194544518785383;0.0;0.189;1.0884331597222223;-0.1023220486111111;0.0138888888888888;0.0;-747.135229873;10.7245;0.209;-0.083;0.0118003341687552;0.9602130325814536;0.0279866332497911;0.0;0.2;0.7560185684983267;0.2439814315016732;0.0;0.0;140.11;2251.847;3099.3987;0.2506988517365602;0.8617998479757576
ligand23501-0;-386.355180715;7.5916;0.152;0.005;0.0186750130412102;0.9544079290558164;0.0269170579029733;0.0;0.157;1.0063541666666669;-0.0202083333333333;0.0138541666666666;0.0;-386.361950051;7.2548;0.16;-0.001;0.0006254560617116;0.9603877827582612;0.0389867611800271;0.0;0.159;0.9645368388871904;0.0233363905023947;0.0121267706104147;0.0;102.72;1480.179;3109.9413;0.2167409704127116;0.8742640774190023
ligand23502-0;-703.819604477;3.6246;0.144;-0.219;0.0283080974325213;0.9578670177748518;0.0138248847926267;0.0;-0.075;0.0;0.9512066045723964;0.0487933954276037;0.0;-703.840789941;2.3207;0.13;-0.205;0.0;0.9734700348800338;0.0265299651199661;0.0;-0.075;0.0;0.9742095608071653;0.0257904391928347;0.0;205.85;1804.713;3593.3766;0.1663857547334468;0.8336142540238874
ligand23503-0;-845.278080476;0.2503;0.223;-0.198;0.0;0.9730332307038964;0.0269667692961036;0.0;0.025;0.5089982653946227;0.4579358196010408;0.0330659150043365;0.0;-845.282067871;0.194;0.224;-0.202;0.0;0.972454709185295;0.0275452908147049;0.0;0.022;0.452750053089828;0.5141218942450626;0.0331280526651093;0.0;185.82;2186.157;3082.5375;0.2547894052051518;0.909291976359613
ligand23504-0;-1098.41483129;1.0895;0.162;-0.055;0.0;0.9557665336066458;0.0442334663933541;0.0;0.107;0.0045945610331553;0.9954054389668446;0.0;0.0;-1098.4261712;1.1474;0.144;-0.056;0.0192349726775956;0.958032786885246;0.0227322404371584;0.0;0.088;0.0;1.0;0.0;0.0;345.55;3092.388;3114.8351;;
ligand23505-0;-1659.87330818;8.6379;0.093;0.006;0.0182696841112682;0.9817303158887318;0.0;0.0;0.099;0.0;0.9741496598639456;0.0258503401360544;0.0;-1659.90167907;6.7017;0.098;-0.003;0.0;0.954667815225584;0.0453321847744158;0.0;0.141;0.0;1.0;0.0;0.0;637.89;3592.189;3152.2523;;
ligand23506-0;-925.186556607;11.9633;0.061;-0.011;0.1092624530790301;0.879375063406716;0.0113624835142538;0.0;0.05;0.0133753806002609;0.9168116572422792;0.0698129621574597;0.0;-925.198199962;11.5562;0.078;-0.035;0.0821846282372598;0.9062238930659984;0.0115914786967418;0.0;0.043;0.0130343532530652;0.9170440737876946;0.06992157295924;0.0;221.83;2313.101;3114.0635;0.2509279969026352;0.7653970383535463
ligand23507-0;-2746.13295197;9.7191;0.126;-0.175;0.2093075038966823;0.7906924961033178;0.0;0.0;-0.016;0.0274102079395085;0.9725897920604916;0.0;0.0;-2746.16898165;1.2492;0.176;-0.216;0.1376460216001763;0.8623539783998236;0.0;0.0;-0.012;-0.0384422110552763;1.0384422110552762;0.0;0.0;444.02;5127.77;3161.4701;;
ligand23508-0;-670.946010299;5.0576;0.152;-0.216;0.413143574717455;0.586856425282545;0.0;0.0;-0.064;0.0;0.9457818714674482;0.0542181285325518;0.0;-670.949112924;4.803;0.168;-0.228;0.4211927582534612;0.5788072417465389;0.0;0.0;-0.06;0.0;0.9466265934293708;0.053373406570629;0.0;153.93;1378.023;3150.3726;0.1808228224345069;0.845935400733911
ligand23509-0;-685.282954517;13.8103;0.154;0.099;-0.0108872608872608;0.9915547415547415;0.0193325193325193;0.0;0.253;0.765095729013255;0.204818009678098;0.0300862613086471;0.0;-685.305883203;12.2759;0.184;0.072;0.0271148573169493;0.9485122372296132;0.0243729054534375;0.0;0.256;0.7912306404353285;0.1809334449560486;0.0278359146086228;0.0;103.43;1469.741;3041.2604;0.5662387508098865;0.6326672870082874
ligand23510-0;-458.420289599;9.0751;0.1109999999999999;0.178;0.2240235814296242;0.7492367617643962;0.0267396568059795;0.0;0.289;0.0342584562012142;0.9345186470078056;0.03122289679098;0.0;-458.445083637;8.3833;0.149;0.146;0.2162712554729661;0.7529783117808777;0.0307504327461561;0.0;0.295;1.1544975730661984;-0.2081999380357327;0.0537023649695342;0.0;108.21;1564.985;2997.7956;0.3577317921315683;0.7382433731421122
ligand23511-0;-764.174173059;11.3324;0.086;-0.018;0.2603039134054953;0.7220024979184013;0.0176935886761032;0.0;0.068;0.0;0.9507692307692308;0.0492307692307692;0.0;-764.205693272;13.2771;0.11;-0.043;0.2475074519477849;0.7090142871826498;0.0434782608695652;0.0;0.067;0.0;0.947750053316272;0.0522499466837278;0.0;177.68;2043.984;3134.3827;;
ligand23512-0;-824.020702289;2.7725;0.192;-0.227;0.0197270329166188;0.9643307718775088;0.0159421952058722;0.0;-0.035;0.0217997727037917;0.9079450356441782;0.0702551916520301;0.0;-824.036992093;1.9155;0.016;-0.253;0.0;0.977150247898254;0.022849752101746;0.0;-0.032;0.0119649303764827;0.9191335740072204;0.068901495616297;0.0;199.5;2897.358;3188.0698;;
ligand23513-0;-1858.79839022;2.1805;0.157;-0.197;0.1321142857142857;0.8678857142857143;0.0;0.0;-0.04;0.0321058688147295;0.8935558112773302;0.0743383199079401;0.0;-1858.80614227;2.6608;0.176;-0.215;0.1043311527182495;0.8956688472817504;0.0;0.0;-0.039;0.0394902996211686;0.8694753759614281;0.0910343244174032;0.0;390.86;4065.63;3134.6041;;
ligand23515-0;-2421.57758494;4.5802;0.1579999999999999;-0.204;0.113098740732023;0.8869012592679769;0.0;0.0;-0.046;0.0;0.948746043340638;0.051253956659362;0.0;-2421.58458684;4.7393;0.1669999999999999;-0.214;0.039596744807482;0.960403255192518;0.0;0.0;-0.047;0.0;0.9560595322466336;0.0439404677533664;0.0;510.77;4760.672;3160.6622;;
ligand23516-0;-2018.62094094;0.6008;0.1689999999999999;-0.215;0.0319691644938215;0.9680308355061784;0.0;0.0;-0.046;0.0;0.9535083943176926;0.0464916056823073;0.0;-2018.62124207;0.3208;0.1689999999999999;-0.217;0.0257305856327861;0.9742694143672138;0.0;0.0;-0.048;0.0;0.9536259952657627;0.0463740047342371;0.0;357.54;3828.625;3190.1067;;
ligand23517-0;-327.218537639;5.8375;0.152;0.01;-0.0270012706480304;0.9894112664125372;0.0375900042354934;0.0;0.162;0.9862631687667838;0.0022722577979756;0.0114645734352406;0.0;-327.243277932;3.5967;0.181;-0.009;-0.0194318301827014;0.979934523180906;0.0394973070017953;0.0;0.172;0.9104960835509138;0.0790600522193211;0.010443864229765;0.0;91.95;1227.609;3374.2213;0.2843373102611233;0.880404909946156
ligand23518-0;-799.928116009;2.8845;0.01;-0.231;0.0319796392608166;0.9680203607391832;0.0;0.0;-0.001;0.0434876210979547;0.9041980624327234;0.0523143164693218;0.0;-799.944823161;3.34;0.195;-0.215;0.0;0.9836559139784946;0.0163440860215053;0.0;-0.008;0.0501437240498243;0.8875758543596295;0.0622804215905461;0.0;174.26;2034.451;3583.2124;0.2345532599481943;0.933216543536853
ligand23519-0;-852.551853842;7.8239;0.131;-0.062;0.0;0.9761854360711262;0.0238145639288738;0.0;0.069;0.0;0.9869145290268978;0.013085470973102;0.0;-852.586759554;8.9534;0.125;-0.063;0.0132833422603106;0.9693626138189608;0.0173540439207284;0.0;0.062;0.0;0.9853868797308662;0.0146131202691337;0.0;197.05;2300.562;3504.3709;;
ligand23522-0;-2958.19655555;4.6678;0.105;-0.0;0.3890990898864915;0.5738828101032825;0.0370181000102259;0.0;0.105;0.0;0.9322348094747684;0.0677651905252317;0.0;-2958.19718334;4.5576;0.1149999999999999;-0.01;0.3812026913372582;0.5823170731707318;0.0364802354920101;0.0;0.105;0.0;0.9340749896992172;0.0659250103007828;0.0;138.97;1437.253;3120.9514;0.3036851970086359;0.6963148029913642
ligand23523-0;-627.837182383;16.7812;0.14;-0.058;0.0119415276919909;0.9652048589664404;0.0228536133415688;0.0;0.082;0.0781550288276745;0.8810591501174461;0.0407858210548793;0.0;-627.840089195;15.9935;0.156;-0.071;0.0;0.9739302035729124;0.0260697964270876;0.0;0.085;0.0776926351638995;0.881651766709238;0.0406555981268625;0.0;125.98;1274.249;3525.0437;0.1106655463202433;0.8912453324683237
ligand23524-0;-1177.98013043;2.5921;0.159;-0.221;0.0;1.0;0.0;0.0;-0.062;0.0;1.0;0.0;0.0;-1177.98672792;4.0144;0.162;-0.228;0.0;1.0;0.0;0.0;-0.066;0.0;1.0;0.0;0.0;326.52;2963.234;3181.388;;
ligand23525-0;-1334.14796001;11.9937;0.103;0.078;0.0;1.0;0.0;0.0;0.181;0.0;0.9855763770584894;0.0144236229415105;0.0;-1334.16587141;9.2118;0.1099999999999999;0.07;0.0;1.0;0.0;0.0;0.18;0.0;0.9751695471450448;0.0248304528549551;0.0;341.22;2816.239;3122.872;;
ligand23526-0;-1201.56294617;0.0521;0.17;-0.197;0.2339939024390243;0.7660060975609757;0.0;0.0;-0.027;0.0;0.9594067135050742;0.0405932864949258;0.0;-1201.57559976;2.0948;0.2019999999999999;-0.236;0.2252362423568649;0.7747637576431351;0.0;0.0;-0.029;0.0;0.9636640557006092;0.0363359442993907;0.0;244.38;2913.03;3137.5772;;
ligand23527-0;-578.891598487;8.195;0.072;0.007;0.2445902984309302;0.7241308583735001;0.0312788431955696;0.0;0.079;0.0;0.949452218244929;0.050547781755071;0.0;-578.896659291;7.4223;0.088;-0.008;0.2776041666666667;0.6888541666666667;0.0335416666666666;0.0;0.08;0.0135269985585985;0.9594190043242043;0.027053997117197;0.0;231.84;1759.132;3128.6817;0.1230354843482569;0.8967911653261292
ligand23528-0;-1672.63230234;4.2632;0.119;-0.207;0.0592490527040992;0.9407509472959008;0.0;0.0;-0.088;0.0;0.9581594676891846;0.0418405323108153;0.0;-1672.66923073;4.6658;0.128;-0.21;0.0429058422475608;0.9570941577524392;0.0;0.0;-0.082;0.0;0.9471175166297118;0.0528824833702882;0.0;391.29;4337.962;3136.7903;;
ligand23529-0;-773.573561963;0.8884;0.037;-0.243;0.0531708369283865;0.9342105263157894;0.0126186367558239;0.0;0.025;0.8799273581882278;0.1200726418117722;0.0;0.0;-773.575964304;1.023;0.007;-0.25;0.0632451459066651;0.9127966390371296;0.0239582150562052;0.0;0.025;0.914113124656782;0.085886875343218;0.0;0.0;209.15;2364.303;3491.6573;0.2313967035220417;0.9261760945542514
ligand23530-0;-633.009807372;4.7462;0.103;0.001;0.2941802319395681;0.670390467070965;0.0354293009894669;0.0;0.104;0.0;0.9385572410782494;0.0614427589217505;0.0;-633.018949515;5.5081;0.1169999999999999;-0.013;0.2964635063957863;0.6686015263893367;0.0349349672148769;0.0;0.104;0.0;0.9348832316431728;0.0651167683568272;0.0;201.11;1993.301;3115.8893;0.2879773024652506;0.7922112265503422
ligand23531-0;-1283.97299605;1.3701;0.1629999999999999;-0.21;0.1534842034505937;0.8465157965494062;0.0;0.0;-0.047;0.0;0.9391942170723928;0.0608057829276071;0.0;-1283.98904203;1.6045;0.1669999999999999;-0.214;0.071792599157988;0.9142477287835142;0.0139596720584976;0.0;-0.047;0.0;0.9394998940453484;0.0605001059546514;0.0;264.71;3486.816;3507.1134;;
ligand23532-0;-1261.26749238;1.6461;0.167;-0.218;0.1729606389047347;0.8028522532800914;0.0241871078151739;0.0;-0.051;0.0;1.0;0.0;0.0;-1261.30078605;2.6089;0.187;-0.242;0.1345600920069005;0.8534790109258195;0.01196089706728;0.0;-0.055;0.0121583937534857;0.9482431678750696;0.0395984383714445;0.0;320.92;3697.066;3142.8666;;
ligand23534-0;-915.132784638;5.5849;0.1139999999999999;0.004;0.0155217619297325;0.968746722600944;0.0157315154693235;0.0;0.118;0.0792535905231156;0.8299612118670721;0.0907851976098123;0.0;-915.143558569;4.5223;0.138;-0.005;0.0;0.9839807350015706;0.0160192649984294;0.0;0.145;0.0181538461538461;0.8906666666666666;0.0911794871794871;0.0;125.9;1544.896;3102.5676;0.4126287413295057;0.5939708596526028
ligand23535-0;-1213.20973707;2.5417;0.197;-0.215;0.3051200526258086;0.6948799473741913;0.0;0.0;0.024;1.0193789664551225;-0.0193789664551223;0.0;0.0;-1213.21129539;2.5603;0.2;-0.218;0.0992995933122458;0.9007004066877542;0.0;0.0;-0.007;0.0632782431514602;0.852388498981209;0.0843332578673307;0.0;323.8;3737.876;3213.9275;;
ligand23537-0;-725.759422962;4.0548;0.183;-0.157;0.4355098102283693;0.5644901897716307;0.0;0.0;0.026;0.6542255099753418;0.3335574983187626;0.0122169917058955;0.0;-725.784852394;4.9821;0.239;-0.213;0.3589602983110331;0.6410397016889668;0.0;0.0;0.026;0.78375470683163;0.2162452931683701;0.0;0.0;175.09;2313.86;3109.0203;0.2612292994138615;0.9660006721531936
ligand23538-0;-516.913192599;6.2514;0.182;-0.027;0.0;0.9512016718913272;0.0487983281086729;0.0;0.155;1.0;0.0;0.0;0.0;-516.919821955;6.1375;0.185;-0.031;0.0;0.9503300848789688;0.0496699151210311;0.0;0.154;0.9970449819415562;0.0029550180584436;0.0;0.0;120.15;1635.944;3110.2574;0.2220401185008949;0.8993397500008177
ligand23539-0;-2372.65770775;7.215;0.134;-0.192;0.0113336267605633;0.941131161971831;0.0475352112676056;0.0;-0.058;0.0;0.8854019746121297;0.1145980253878702;0.0;-2372.6697093;5.6811;0.16;-0.217;0.0138043478260869;0.9260869565217392;0.0601086956521739;0.0;-0.057;0.0;0.9132797731568998;0.0867202268431001;0.0;399.57;4217.309;3142.8004;;
ligand23540-0;-1117.08374443;1.516;0.147;-0.045;0.0;0.9327197715011109;0.0672802284988892;0.0;0.112;0.0603498884583773;0.9108841141246918;0.0287659974169308;0.0;-1117.09053358;1.1633;0.148;-0.048;0.0;0.9475721712199978;0.0524278287800022;0.0;0.1;0.0368892114175133;0.9344460570875668;0.0286647314949201;0.0;349.25;3649.941;3128.0211;;
ligand23541-0;-1112.94297482;1.1845;0.1679999999999999;-0.21;0.0902987579724739;0.909701242027526;0.0;0.0;-0.042;0.0;0.9617417279411764;0.0382582720588235;0.0;-1112.95712274;1.2858;0.183;-0.227;0.0817534246575342;0.9182465753424658;0.0;0.0;-0.044;0.0;0.9350747886407976;0.0649252113592022;0.0;248.42;2701.848;3185.6612;0.5988997975876313;0.650858442644339
ligand23542-0;-538.96574627;4.5065;0.1679999999999999;-0.02;0.0381468494315163;0.9247688874721072;0.0370842630963765;0.0;0.148;0.7789473684210526;0.2053663570691434;0.0156862745098039;0.0;-538.972951292;3.5401;0.182;-0.03;0.0643093686571947;0.911761563935477;0.0239290674073282;0.0;0.152;0.7610462692788661;0.2233222175906627;0.015631513130471;0.0;133.5;1570.872;3128.4048;0.2742878115699891;0.7359542961443556
ligand23544-0;-1014.51960991;8.568;0.0479999999999999;0.042;0.0251245627053959;0.974875437294604;0.0;0.0;0.09;0.0392433960213066;0.9607566039786932;0.0;0.0;-1014.59476927;9.5676;0.077;0.024;0.0;0.9722098710538016;0.0277901289461983;0.0;0.101;0.0;0.9666925724436548;0.033307427556345;0.0;264.12;2108.546;3551.3105;;
ligand23545-0;-692.641801297;6.2651;0.059;0.178;0.0025541365907828;0.9974458634092171;0.0;0.0;0.237;0.0808444902162718;0.8613800205973223;0.0577754891864057;0.0;-692.669541687;4.7077;0.0709999999999999;0.17;0.0114178029043343;0.9756124598159848;0.0129697372796807;0.0;0.241;0.1351672060409924;0.8143473570658037;0.0504854368932038;0.0;277.39;2530.586;3116.0574;0.3854237035762448;0.9126231306667734
ligand23546-0;-954.656473956;7.9073;0.18;-0.091;0.0;0.9420445976516212;0.0579554023483787;0.0;0.113;0.0;0.9756974716652136;0.0243025283347864;0.0;-954.662695635;7.3386;0.193;-0.102;0.0438527799530148;0.8760487750307641;0.0683521646716634;0.0117462803445575;0.227;2.0444868128376226;-1.0444868128376228;0.0;0.0;156.15;1779.81;3111.0726;0.3904677865025266;0.9343748981850416
ligand23547-0;-2229.88967637;2.4785;0.18;-0.232;0.071287563062075;0.928712436937925;0.0;0.0;-0.052;0.0503718728870858;0.8680414694613477;0.0815866576515663;0.0;-2229.89008045;2.845;0.188;-0.237;0.039569940146309;0.9473509199733984;0.0130791398802926;0.0;-0.049;0.032283376303105;0.9040466315435488;0.063669992153346;0.0;276.07;2800.92;3146.8901;;
ligand23548-0;-2317.2105985;3.4135;0.1599999999999999;-0.204;0.1394133713335708;0.8605866286664292;0.0;0.0;-0.044;0.0126075173795216;0.9165782962177448;0.0708141864027335;0.0;-2317.22012977;4.441;0.1669999999999999;-0.212;0.1147359349993844;0.8852640650006156;0.0;0.0;-0.045;0.0;0.9378798930221248;0.062120106977875;0.0;490.51;4537.76;3147.84;;
ligand23549-0;-862.922249899;4.1635;0.0849999999999999;0.002;0.0415518571586024;0.9224071420698776;0.0360410007715198;0.0;0.087;0.0;0.9448521476365206;0.0551478523634793;0.0;-862.947443895;2.7648;0.095;-0.01;0.0;0.9659841479524438;0.0340158520475561;0.0;0.085;0.0;0.96131993006993;0.0386800699300699;0.0;273.68;2462.338;3135.9458;0.5278545689354556;0.5955422977626278
ligand23550-0;-911.905206756;4.0387;0.214;-0.228;0.0;1.0;0.0;0.0;0.03;0.8648707840560667;0.1351292159439334;0.0;0.0;-911.907734385;3.9678;0.005;-0.232;0.0;0.9778676314109384;0.0221323685890615;0.0;0.023;0.0753547031003678;0.8872306883867578;0.0374146085128744;0.0;180.54;2370.382;3521.7981;0.4483260734731779;0.8318363257316083
ligand23551-0;-1032.89993949;2.1173;0.163;-0.231;0.0;1.0;0.0;0.0;-0.068;0.0;1.0;0.0;0.0;-1032.90947903;2.1562;0.153;-0.227;0.0;1.0;0.0;0.0;-0.074;0.0;1.0;0.0;0.0;324.55;2524.081;3144.756;;
ligand23552-0;-1106.93125906;2.5603;0.146;-0.221;0.0;1.0;0.0;0.0;-0.075;0.0;1.0;0.0;0.0;-1106.94325658;1.8335;0.154;-0.226;0.0;1.0;0.0;0.0;-0.072;0.0;1.0;0.0;0.0;311.02;2835.95;3730.9044;;
ligand23553-0;-938.432326634;5.1787;0.132;-0.208;0.0;1.0;0.0;0.0;-0.028;0.0110987791342952;0.9304106548279688;0.0584905660377358;0.0;-938.434377557;5.1582;0.131;-0.209;0.0;1.0;0.0;0.0;-0.025;0.0119872429341251;0.9367645441548444;0.0512482129110304;0.0;282.66;2647.525;3151.2888;;
ligand23554-0;-734.261810251;2.9542;0.226;-0.199;0.3376322751322752;0.6623677248677249;0.0;0.0;0.027;0.7421731123388581;0.2578268876611418;0.0;0.0;-734.26605533;2.9161;0.2309999999999999;-0.206;0.3272017837235228;0.6727982162764772;0.0;0.0;0.025;0.8128281214334626;0.1871718785665373;0.0;0.0;187.51;2344.734;3090.407;0.2507582781147502;0.894621451833789
ligand23555-0;-1194.48470749;7.3417;0.145;-0.251;0.0;1.0;0.0;0.0;0.009;0.0;0.985098977594083;0.0149010224059169;0.0;-1194.49327863;5.8583;0.003;-0.26;0.0;1.0;0.0;0.0;-0.003;0.0150017047391749;0.9849982952608252;0.0;0.0;251.59;2501.088;3207.5214;;
ligand23557-0;-362.22546821;7.4766;0.19;-0.025;0.0;0.9824419778002018;0.0175580221997981;0.0;0.165;1.0557224236147074;-0.0557224236147074;0.0;0.0;-362.249771417;4.6201;0.2309999999999999;-0.051;0.0220436753193242;0.9567367119901112;0.0212196126905644;0.0;0.18;0.9980806142034548;0.0019193857965451;0.0;0.0;61.09;1099.256;3367.6836;0.6109777201636615;0.8342477595983439
ligand23558-0;-310.532219887;3.608;0.0409999999999999;0.398;1.1637762844136137;-0.1962930847604594;0.0325168003468458;0.0;0.439;1.1086609140300416;-0.1213380206668797;0.0126771066368381;0.0;-310.561461277;2.4564;0.067;0.381;0.4854707875551904;0.4509703254954308;0.0635588869493788;0.0;0.448;0.998918100183923;-0.0188250567997403;0.0199069566158173;0.0;256.02;1569.1;2773.3895;0.5256118436578084;0.5583236545595405
ligand23559-0;-572.952772119;8.7281;0.095;-0.001;0.0170603674540682;0.9584426946631672;0.0244969378827646;0.0;0.164;0.4828167115902964;0.5039308176100629;0.0132524707996406;0.0;-572.968483297;7.2881;0.1149999999999999;-0.013;0.0207152427084406;0.9361022364217252;0.043182520869834;0.0;0.151;1.341825455311085;-0.4141488577745024;0.0723234024634171;0.0;179.25;1521.482;3367.9635;0.1901472224260606;0.8566539143106746
ligand23560-0;-1414.88781992;2.2727;0.176;-0.204;0.1190150478796169;0.880984952120383;0.0;0.0;-0.028;0.0;0.9384598861561594;0.0615401138438406;0.0;-1414.90377287;3.4997;0.182;-0.217;0.1674311926605504;0.793348623853211;0.0392201834862385;0.0;-0.035;0.0;0.9331300370289696;0.0668699629710302;0.0;271.62;3444.901;3136.8091;;
ligand23562-0;-2768.987858;2.9308;0.127;0.026;-0.0114857744994731;0.9768177028451;0.034668071654373;0.0;0.153;0.0942060085836909;0.8565450643776823;0.0492489270386266;0.0;-2769.07727362;7.7725;0.056;-0.108;0.0224948875255623;0.9534764826175868;0.0240286298568507;0.0;0.094;0.0;0.9573821989528796;0.0426178010471204;0.0;85.24;1124.095;3104.7599;0.1218149427213126;0.8818398886720629
