name;logp;n_aliphatic_rings;n_aromatic_rings;n_saturated_rings;n_rotatable_bonds
ligand596-0;2.7472000000000016;0;2;0;6
ligand597-0;6.673800000000007;0;5;0;9
ligand598-0;3.7047100000000013;2;4;0;5
ligand599-0;6.106200000000005;0;2;0;2
ligand600-0;1.1628800000000001;1;0;1;1
ligand601-0;5.993000000000003;0;4;0;1
ligand602-0;5.037200000000001;0;2;0;5
ligand603-0;5.832100000000005;0;1;0;1
ligand604-0;1.76899;1;0;0;0
ligand605-0;3.430320000000001;0;1;0;7
ligand606-0;7.398100000000006;0;6;0;6
ligand607-0;1.11988;1;0;0;0
ligand608-0;0.3227999999999999;1;0;1;0
ligand609-0;0.5196;0;0;0;2
ligand610-0;-1.1767;1;0;1;2
ligand611-0;1.5629;0;2;0;0
ligand612-0;3.3688100000000016;0;1;0;7
ligand613-0;4.620970000000001;0;0;0;2
ligand614-0;2.27219;0;1;0;1
ligand615-0;0.5882999999999999;0;2;0;3
ligand616-0;4.370060000000002;0;3;0;6
ligand617-0;1.2572999999999999;0;1;0;1
ligand618-0;0.6638000000000001;0;1;0;1
ligand619-0;2.8426;0;0;0;0
ligand620-0;0.59439;0;0;0;0
ligand621-0;5.448600000000003;0;2;0;7
ligand622-0;4.590800000000002;0;1;0;2
ligand623-0;3.6983000000000024;0;0;0;9
ligand624-0;9.856599999999998;0;3;0;18
ligand624-1;9.856599999999998;0;3;0;18
ligand625-0;-1.4394000000000002;0;0;0;6
ligand626-0;0.7872;0;1;0;1
ligand627-0;1.45359;0;0;0;3
ligand628-0;2.1983;1;0;1;4
ligand629-0;2.10062;0;1;0;5
ligand630-0;-0.016599999999999948;4;0;4;0
ligand631-0;1.2415999999999998;0;1;0;4
ligand632-0;0.034399999999999986;0;1;0;6
ligand633-0;1.24897;0;0;0;3
ligand633-1;1.24897;0;0;0;3
ligand634-0;8.821180000000004;0;4;0;11
ligand635-0;4.4090000000000025;0;3;0;3
ligand636-0;1.6758899999999999;1;2;0;2
ligand637-0;3.3260000000000014;0;3;0;3
ligand638-0;0.7850199999999999;0;1;0;1
ligand639-0;7.530000000000007;1;0;0;4
ligand640-0;4.657790000000002;1;3;0;2
ligand641-0;0.04729999999999997;0;1;0;1
ligand642-0;-0.8208000000000002;1;0;1;0
ligand643-0;1.3333999999999995;0;2;0;3
ligand644-0;7.917000000000008;0;3;0;11
ligand645-0;3.5104000000000006;0;1;0;3
ligand646-0;5.109000000000003;0;4;0;2
ligand647-0;0.9564999999999999;0;1;0;4
ligand648-0;6.413200000000005;1;2;0;1
ligand649-0;4.1098000000000035;0;4;0;6
ligand650-0;2.7928900000000008;1;1;0;4
ligand651-0;5.628980000000005;2;4;0;3
ligand652-0;3.994900000000003;0;4;0;8
ligand653-0;3.993940000000001;0;2;0;3
ligand654-0;4.682500000000003;0;2;0;8
ligand655-0;3.611200000000002;1;2;0;6
ligand656-0;2.3522899999999995;0;1;0;8
ligand657-0;-1.3672;0;1;0;2
ligand658-0;0.5233;0;0;0;1
ligand659-0;4.517900000000002;0;6;0;6
ligand660-0;2.5500000000000007;4;0;4;3
ligand661-0;1.6247;0;1;0;1
ligand662-0;1.01949;0;1;0;0
ligand663-0;2.3500000000000005;0;1;0;4
ligand664-0;1.09202;0;1;0;1
ligand665-0;4.296010000000002;0;2;0;3
ligand666-0;2.2797;1;1;1;1
ligand667-0;2.44076;0;3;0;2
ligand668-0;0.33109;1;0;0;2
ligand669-0;1.6323899999999998;2;2;0;5
ligand670-0;2.3451000000000004;4;0;4;0
ligand671-0;1.6569;0;1;0;2
ligand672-0;6.160200000000006;4;0;4;3
ligand673-0;-0.754399999999998;1;0;1;0
ligand674-0;2.6091000000000006;0;2;0;3
ligand675-0;4.021700000000003;0;3;0;4
ligand676-0;3.950790000000003;1;0;0;2
ligand677-0;2.6844900000000003;1;1;0;4
ligand678-0;5.410790000000005;1;2;0;8
ligand679-0;4.043400000000002;2;0;2;7
ligand680-0;0.5507;1;0;0;0
ligand681-0;1.86659;0;0;0;0
ligand682-0;5.864840000000007;1;4;1;6
ligand683-0;4.768910000000003;1;4;0;10
ligand684-0;2.6115900000000005;1;1;0;5
ligand685-0;3.099380000000002;3;0;1;3
ligand686-0;0.8532899999999999;1;0;0;8
ligand687-0;0.5923;0;0;0;8
ligand688-0;0.47659999999999997;0;1;0;0
ligand689-0;2.8977700000000004;0;2;0;5
ligand690-0;3.2215000000000016;0;2;0;4
ligand691-0;0.60256;0;1;0;4
ligand692-0;2.668490000000001;1;0;0;8
ligand693-0;8.875800000000005;0;6;0;13
ligand694-0;1.96489;1;0;0;3
ligand695-0;2.5899800000000006;2;0;2;13
ligand696-0;3.5512900000000016;0;2;0;2
ligand697-0;4.771600000000004;1;1;0;10
ligand698-0;1.5202899999999997;1;1;0;0
ligand699-0;7.303400000000006;0;5;0;8
ligand700-0;1.1476;0;1;0;3
ligand701-0;1.2595999999999998;0;0;0;14
ligand702-0;4.891700000000003;0;3;0;2
ligand703-0;2.37038;1;2;0;2
ligand704-0;1.8354499999999998;0;1;0;0
ligand705-0;3.8800000000000026;2;1;1;6
ligand706-0;0.94089;1;1;0;5
ligand707-0;4.292490000000003;1;3;0;3
ligand708-0;3.3093000000000012;0;3;0;5
ligand709-0;4.7870000000000035;0;2;0;1
ligand710-0;7.184280000000006;1;4;0;7
ligand711-0;8.319200000000006;0;3;0;19
ligand712-0;1.63859;1;0;0;5
ligand713-0;6.8565800000000054;0;4;0;6
ligand714-0;5.326220000000004;0;4;0;4
ligand715-0;-0.3914000000000001;0;0;0;0
ligand716-0;5.8025000000000055;0;4;0;6
ligand717-0;5.565590000000004;1;0;0;0
ligand718-0;3.1325900000000013;0;2;0;3
ligand719-0;-0.36402000000000007;0;0;0;0
ligand720-0;4.173000000000002;0;3;0;8
ligand721-0;3.807120000000001;0;2;0;3
ligand722-0;1.5772199999999998;0;1;0;2
ligand723-0;2.1311999999999998;1;0;1;9
ligand724-0;1.1878;0;1;0;3
ligand725-0;2.1847000000000003;0;2;0;6
ligand726-0;0.5853999999999999;0;2;0;2
ligand727-0;3.124900000000001;0;2;0;12
ligand728-0;7.227680000000005;2;5;0;3
ligand729-0;1.4522;0;1;0;7
ligand730-0;3.20859;1;2;0;3
ligand731-0;7.918790000000006;1;3;0;10
ligand732-0;4.783400000000004;0;1;0;17
ligand733-0;1.86189;1;0;0;1
ligand734-0;6.861000000000005;1;2;1;4
ligand735-0;3.1312000000000015;0;3;0;5
ligand736-0;4.694780000000002;1;3;0;7
ligand737-0;0.62059;1;1;0;0
ligand738-0;7.104640000000006;0;3;0;12
ligand739-0;1.8539999999999996;0;4;0;4
ligand740-0;1.3868;0;1;0;0
ligand741-0;3.9094900000000026;1;1;0;8
ligand742-0;3.8411100000000022;0;1;0;18
ligand743-0;3.254200000000001;0;2;0;2
ligand744-0;3.731390000000002;1;2;0;5
ligand745-0;3.5826899999999995;1;0;0;0
ligand746-0;0.9305000000000001;0;1;0;1
ligand747-0;4.875000000000002;2;0;2;3
ligand748-0;3.686910000000001;1;1;0;6
ligand749-0;1.7771199999999998;0;1;0;6
ligand750-0;1.3389199999999999;0;1;0;7
ligand751-0;5.891220000000006;1;3;1;10
ligand752-0;4.346190000000002;1;1;0;5
ligand753-0;0.4800999999999999;0;1;0;5
ligand754-0;3.6088900000000024;1;2;0;1
ligand755-0;2.5762400000000008;0;1;0;5
ligand756-0;3.7530900000000003;1;2;0;5
ligand757-0;0.60869;3;0;3;5
ligand758-0;6.263690000000004;1;2;0;6
ligand759-0;4.308000000000002;0;3;0;0
ligand760-0;0.22299999999999998;0;1;0;2
ligand761-0;3.5629600000000012;4;0;0;7
ligand762-0;9.519689999999995;1;3;0;16
ligand763-0;1.8454899999999999;1;2;0;3
ligand764-0;8.199490000000004;1;2;1;2
ligand765-0;0.09201999999999994;0;1;0;5
ligand766-0;0.09201999999999994;0;1;0;5
ligand767-0;2.13882;0;1;0;1
ligand768-0;1.3172799999999998;0;2;0;7
ligand769-0;0.32989999999999986;0;0;0;3
ligand770-0;3.1411000000000007;0;2;0;5
ligand771-0;2.694220000000001;1;1;0;4
ligand772-0;3.001900000000001;0;0;0;18
ligand773-0;1.8270799999999998;0;1;0;1
ligand774-0;1.99569;2;1;0;3
ligand775-0;2.969500000000001;0;2;0;2
ligand776-0;3.504590000000001;1;2;0;2
ligand777-0;-0.1659100000000001;0;0;0;3
ligand778-0;3.4470000000000027;0;1;0;8
ligand779-0;3.261700000000001;0;2;0;4
ligand780-0;6.3861700000000035;0;6;0;6
ligand781-0;2.5590900000000003;0;2;0;1
ligand782-0;3.647070000000002;2;2;1;0
ligand783-0;2.5768000000000004;0;0;0;9
ligand784-0;2.5794900000000007;2;1;0;4
ligand785-0;5.654590000000006;2;3;0;4
ligand786-0;3.6174800000000014;0;2;0;8
ligand787-0;1.30099;0;1;0;4
ligand788-0;3.6032900000000008;0;2;0;6
ligand789-0;2.7657000000000007;0;2;0;6
ligand790-0;1.1411;0;0;0;0
ligand791-0;3.5371200000000007;0;1;0;6
ligand792-0;0.36086999999999997;0;0;0;8
ligand793-0;2.1772;0;2;0;5
ligand794-0;0.2987899999999999;0;0;0;4
ligand795-0;1.7063;0;1;0;3
ligand796-0;2.0187999999999997;0;0;0;3
ligand797-0;3.7170000000000005;0;2;0;1
ligand798-0;5.203000000000006;0;5;0;6
ligand799-0;1.09392;0;1;0;2
ligand800-0;4.557600000000003;0;3;0;3
ligand801-0;4.312470000000002;0;4;0;4
ligand802-0;1.06589;1;0;0;3
ligand803-0;-1.2757100000000001;1;0;0;3
ligand804-0;2.9240000000000013;0;1;0;8
ligand805-0;5.640210000000005;1;2;1;8
ligand806-0;0.29000000000000015;0;0;0;2
ligand807-0;-2.0309;0;1;0;2
ligand808-0;1.13249;1;0;0;1
ligand809-0;0.4031999999999997;0;1;0;7
ligand810-0;2.349310000000001;0;2;0;9
ligand811-0;4.2355000000000045;0;3;0;6
ligand812-0;1.0064899999999999;0;0;0;1
ligand813-0;3.6183900000000024;1;2;0;2
ligand814-0;0.9740999999999997;0;1;0;9
ligand815-0;3.386200000000003;0;2;0;8
ligand816-0;2.4085;0;1;0;2
ligand817-0;2.1212;1;0;1;0
ligand818-0;-1.0137999999999998;0;0;0;4
ligand819-0;2.17974;0;2;0;2
ligand820-0;5.032180000000004;1;2;0;7
ligand821-0;-0.2376;0;0;0;0
ligand822-0;2.889400000000001;1;2;1;3
ligand823-0;1.3814;0;0;0;1
ligand824-0;6.2693000000000065;0;4;0;12
ligand825-0;4.619400000000002;0;5;0;3
ligand826-0;4.217790000000003;1;2;0;7
ligand827-0;4.404490000000003;1;1;0;5
ligand828-0;2.82559;1;2;1;4
ligand829-0;0.5737999999999999;0;0;0;6
ligand830-0;0.7205900000000001;1;0;0;4
ligand831-0;0.6305999999999999;0;0;0;4
ligand832-0;0.3990799999999999;1;0;1;12
ligand833-0;2.5814000000000004;0;2;0;5
ligand834-0;7.624090000000005;2;1;2;5
ligand835-0;5.717380000000006;0;2;0;19
ligand836-0;6.3814000000000055;0;1;0;18
ligand837-0;-1.5068000000000001;0;0;0;1
ligand838-0;6.007000000000005;0;2;0;8
ligand839-0;3.1133000000000015;0;1;0;2
ligand840-0;0.056989999999999874;0;0;0;9
ligand841-0;7.724090000000008;1;2;0;16
ligand842-0;-0.5222399999999998;2;0;0;11
ligand843-0;4.089800000000001;0;3;0;0
ligand844-0;2.2547000000000006;0;2;0;2
ligand845-0;5.48597;0;3;0;7
ligand846-0;4.707300000000004;0;3;0;4
ligand847-0;4.383200000000004;0;0;0;0
ligand848-0;3.6719700000000026;1;2;0;5
ligand849-0;2.3125999999999998;0;2;0;2
ligand850-0;0.7452;0;0;0;4
ligand851-0;6.748600000000007;0;0;0;6
ligand852-0;0.00378999999999996;0;0;0;2
ligand853-0;1.0324900000000001;1;1;0;5
ligand854-0;2.6714;0;2;0;3
ligand855-0;4.046100000000003;1;1;1;8
ligand856-0;1.5537999999999998;1;0;0;4
ligand857-0;3.2341000000000015;3;3;3;6
ligand858-0;3.333700000000001;0;0;0;7
ligand859-0;0.9103399999999999;0;1;0;3
ligand860-0;1.35119;0;1;0;2
ligand861-0;2.424360000000001;0;1;0;4
ligand862-0;0.21429999999999993;0;0;0;0
ligand863-0;0.5931999999999997;0;1;0;4
ligand864-0;2.47119;1;1;0;5
ligand865-0;5.484200000000004;0;3;0;5
ligand866-0;3.437000000000001;0;1;0;1
ligand867-0;1.8569799999999999;0;0;0;4
ligand868-0;5.334400000000001;3;0;1;0
ligand868-1;5.334400000000001;3;0;1;0
ligand869-0;2.7142800000000005;2;0;0;10
ligand870-0;5.288860000000003;0;2;0;14
ligand871-0;2.0030999999999994;2;3;2;9
ligand872-0;6.74100000000001;0;6;0;11
ligand873-0;4.742800000000002;0;3;0;4
ligand874-0;1.9771899999999998;0;0;0;0
ligand875-0;1.6298;0;2;0;0
ligand876-0;2.9319000000000006;0;0;0;5
ligand877-0;0.47797;1;0;0;2
ligand878-0;1.5342999999999998;0;1;0;2
ligand879-0;1.6865999999999999;0;1;0;0
ligand880-0;2.1234;0;0;0;10
ligand881-0;1.7948899999999997;1;2;1;4
ligand882-0;0.45729999999999993;0;0;0;1
ligand883-0;2.19229;0;0;0;1
ligand884-0;4.085690000000002;0;2;0;4
ligand885-0;6.518800000000005;0;3;0;9
ligand886-0;4.789500000000003;0;2;0;11
ligand887-0;1.35647;0;0;0;6
ligand888-0;3.1492200000000006;0;2;0;5
ligand889-0;2.2948000000000004;0;3;0;3
ligand890-0;6.9835000000000065;0;4;0;11
ligand891-0;0.3142999999999998;0;0;0;10
ligand892-0;2.9381900000000005;1;0;0;6
ligand893-0;1.4341;0;1;0;2
ligand894-0;-0.40121000000000007;1;0;0;1
ligand895-0;6.455300000000008;0;6;0;8
ligand896-0;10.932299999999996;0;7;0;8
ligand897-0;1.8606200000000002;0;1;0;3
ligand898-0;5.926580000000003;5;0;1;4
ligand899-0;1.7526;0;0;0;1
ligand900-0;3.8378000000000005;0;2;0;2
ligand901-0;5.640700000000006;0;4;0;8
ligand902-0;1.8666999999999998;0;1;0;1
ligand903-0;1.0205899999999999;0;0;0;11
ligand904-0;2.8053000000000035;2;0;2;5
ligand905-0;7.205640000000008;0;5;0;9
ligand906-0;3.631350000000003;1;2;0;8
ligand907-0;5.575780000000004;2;1;0;14
ligand908-0;5.483300000000003;0;3;0;4
ligand909-0;0.66328;0;0;0;0
ligand909-1;0.66328;0;0;0;0
ligand910-0;-0.7862;1;0;0;0
ligand911-0;3.470900000000001;0;1;0;8
ligand912-0;2.18459;2;1;0;2
ligand913-0;3.8329700000000013;1;0;0;7
ligand914-0;2.633800000000001;0;2;0;3
ligand915-0;4.698790000000004;0;4;0;9
ligand916-0;3.402000000000002;0;2;0;1
ligand917-0;2.1685999999999996;0;2;0;3
ligand918-0;1.2816;0;1;0;1
ligand919-0;2.16589;1;1;0;5
ligand920-0;3.4830000000000023;0;2;0;7
ligand921-0;0.5310999999999999;0;0;0;2
ligand922-0;5.2522000000000055;0;4;0;7
ligand923-0;2.3604600000000007;0;0;0;2
ligand924-0;1.1187799999999999;2;0;0;3
ligand925-0;9.281300000000003;0;3;0;21
ligand926-0;1.04876;2;0;0;7
ligand927-0;4.423700000000004;0;3;0;7
ligand928-0;2.3152899999999996;0;0;0;0
ligand929-0;5.357190000000005;1;1;0;11
ligand930-0;6.272800000000005;0;3;0;10
ligand931-0;3.6490800000000023;0;2;0;3
ligand932-0;2.3786000000000005;0;2;0;0
ligand933-0;1.0691;0;1;0;2
ligand934-0;6.332800000000003;0;1;0;16
ligand935-0;1.24394;1;1;0;4
ligand936-0;5.993000000000004;0;2;0;2
ligand937-0;3.2113900000000015;0;3;0;9
ligand938-0;4.939870000000004;3;2;0;3
ligand939-0;3.3592000000000013;0;3;0;4
ligand940-0;5.518790000000005;1;0;0;16
ligand941-0;1.46808;0;1;0;2
ligand942-0;1.5277900000000002;0;1;0;1
ligand943-0;-0.13100000000000006;1;0;1;0
ligand944-0;5.209700000000004;0;4;0;6
ligand945-0;5.0510000000000055;1;6;0;6
ligand946-0;5.461090000000004;0;1;0;16
ligand947-0;-0.20460000000000012;1;0;1;3
ligand948-0;3.644800000000002;0;3;0;4
ligand949-0;0.9143000000000001;0;1;0;4
ligand950-0;0.8995000000000002;0;1;0;4
ligand951-0;5.042620000000002;0;3;0;3
ligand952-0;1.64016;0;0;0;0
ligand953-0;0.26187;0;0;0;0
ligand954-0;-0.005299999999999971;0;0;0;2
ligand955-0;1.87289;1;0;0;0
ligand956-0;6.130200000000003;1;2;1;4
ligand957-0;3.6366000000000014;0;2;0;0
ligand958-0;0.8433999999999999;0;1;0;6
ligand959-0;1.0518999999999998;0;1;0;2
ligand960-0;4.230200000000003;0;0;0;16
ligand961-0;4.293820000000001;0;3;0;3
ligand962-0;0.3682000000000001;1;0;1;2
ligand963-0;8.5933;1;6;0;4
ligand964-0;6.204200000000003;0;4;0;5
ligand965-0;3.956000000000002;5;2;1;2
ligand966-0;0.6689999999999996;1;1;1;5
ligand967-0;6.3175900000000045;3;0;2;8
ligand968-0;3.5886000000000013;0;3;0;3
ligand969-0;2.7830000000000004;0;3;0;0
ligand970-0;-0.3;0;0;0;2
ligand971-0;0.8311999999999999;0;1;0;7
ligand972-0;2.1287900000000004;1;1;1;3
ligand973-0;0.8426899999999999;1;0;0;7
ligand974-0;1.58057;0;0;0;1
ligand975-0;1.41099;1;0;0;2
ligand976-0;7.098900000000005;0;3;0;11
ligand977-0;0.9721;0;1;0;2
ligand978-0;3.017289999999999;1;2;0;5
ligand979-0;0.246;0;0;0;0
ligand980-0;-1.2454;0;0;0;2
ligand981-0;2.7842900000000013;1;1;0;2
ligand982-0;5.262380000000005;2;2;0;17
ligand983-0;7.701720000000006;1;4;0;10
ligand984-0;2.04099;0;1;0;2
ligand985-0;5.385580000000004;0;3;0;2
ligand986-0;3.272800000000001;0;0;0;9
ligand987-0;4.250600000000002;0;2;0;4
ligand988-0;5.466390000000005;2;2;0;6
ligand989-0;2.0242999999999998;0;1;0;1
ligand990-0;3.1202000000000014;0;0;0;7
ligand991-0;0.6541899999999998;3;0;2;1
ligand992-0;1.1063;1;0;1;2
ligand993-0;6.514780000000005;0;2;0;11
ligand994-0;3.0543000000000027;1;2;0;4
ligand995-0;8.369990000000005;1;0;0;4
ligand996-0;1.34539;0;0;0;7
ligand997-0;1.5800999999999998;0;2;0;4
ligand998-0;1.5800999999999998;0;2;0;4
ligand999-0;2.7262000000000013;0;4;0;0
ligand1000-0;4.330300000000002;2;0;2;2
ligand1001-0;5.156900000000002;0;4;0;3
ligand1002-0;2.8398000000000003;0;3;0;3
ligand1003-0;2.553890000000001;1;0;0;8
ligand1004-0;7.698900000000007;0;3;0;17
ligand1005-0;1.3793;0;0;0;14
ligand1006-0;2.81529;0;1;0;2
ligand1007-0;3.3907900000000017;1;2;0;6
ligand1008-0;4.054500000000002;0;3;0;0
ligand1009-0;5.009090000000004;9;0;8;2
ligand1010-0;4.714370000000002;1;2;0;6
ligand1011-0;0.435;1;0;0;1
ligand1012-0;3.3549000000000015;0;3;0;4
ligand1013-0;7.1352900000000075;0;2;0;16
ligand1014-0;1.90942;0;1;0;2
ligand1015-0;2.382860000000001;2;0;1;0
ligand1016-0;0.33449000000000007;1;0;0;2
ligand1017-0;2.898200000000001;1;0;1;2
ligand1017-1;2.898200000000001;1;0;1;2
ligand1018-0;2.7523999999999997;0;2;0;7
ligand1019-0;0.7200000000000001;0;0;0;10
ligand1020-0;9.638499999999999;0;4;0;14
ligand1021-0;4.2055900000000035;2;0;0;0
ligand1022-0;8.007400000000006;0;6;0;4
ligand1023-0;5.597510000000002;1;5;0;2
ligand1024-0;1.1152;0;0;0;1
ligand1025-0;4.240180000000001;0;0;0;11
ligand1026-0;3.9323900000000025;1;2;0;3
ligand1027-0;1.91979;1;0;0;0
ligand1028-0;6.799100000000007;0;3;0;5
ligand1029-0;2.8332000000000006;1;1;1;2
ligand1030-0;1.58618;2;1;0;7
ligand1031-0;5.475400000000004;0;3;0;4
ligand1032-0;8.342200000000004;0;2;0;15
ligand1033-0;0.91792;0;1;0;4
ligand1034-0;2.702280000000001;1;0;0;4
ligand1035-0;11.127040000000001;5;5;0;3
ligand1036-0;2.5123000000000006;0;1;0;4
ligand1037-0;2.6807;0;2;0;4
ligand1038-0;6.603000000000007;2;1;2;10
ligand1039-0;4.804910000000003;1;3;0;2
ligand1040-0;4.841800000000004;0;4;0;10
ligand1041-0;2.30659;1;1;0;2
ligand1042-0;2.2990000000000004;0;1;0;1
ligand1043-0;5.962120000000002;0;5;0;7
ligand1044-0;2.3919900000000025;1;2;0;6
ligand1045-0;3.5458000000000016;0;2;0;1
ligand1046-0;-1.2320000000000002;0;0;0;8
ligand1047-0;-1.0977999999999999;0;0;0;2
ligand1048-0;1.1391899999999997;0;1;0;0
ligand1049-0;2.3662;0;3;0;6
ligand1050-0;0.3992999999999998;0;2;0;6
ligand1051-0;1.5887;1;1;0;0
ligand1052-0;1.8880399999999997;0;1;0;5
ligand1053-0;-0.3214000000000001;0;1;0;2
ligand1054-0;2.379100000000001;0;1;0;0
ligand1055-0;4.093200000000003;0;3;0;8
ligand1056-0;2.888000000000001;0;1;0;5
ligand1057-0;0.40969999999999995;0;1;0;0
ligand1058-0;3.081380000000001;1;0;0;5
ligand1059-0;1.58799;1;0;0;2
ligand1060-0;3.6072000000000015;0;4;0;7
ligand1061-0;4.077200000000002;0;1;0;6
ligand1062-0;2.3393700000000006;1;0;0;0
ligand1063-0;1.8201999999999996;1;1;0;3
ligand1064-0;3.411100000000002;0;2;0;4
ligand1065-0;2.4884999999999997;0;2;0;11
ligand1066-0;2.45409;1;2;0;2
ligand1067-0;3.5680000000000023;0;3;0;11
ligand1068-0;5.661800000000004;1;1;1;8
ligand1069-0;1.89959;1;1;0;4
ligand1070-0;0.29724;0;1;0;3
ligand1071-0;2.2248;1;0;0;0
ligand1071-1;2.2248;1;0;0;0
ligand1072-0;1.6655999999999997;1;0;1;0
ligand1073-0;0.23469000000000004;0;0;0;5
ligand1074-0;0.7852;0;0;0;0
ligand1075-0;3.54169;1;1;0;2
ligand1076-0;4.3378200000000025;0;2;0;7
ligand1077-0;6.278290000000005;1;2;1;4
ligand1078-0;1.8823999999999999;0;2;0;5
ligand1079-0;0.3505;0;1;0;2
ligand1080-0;1.75908;1;0;0;3
ligand1081-0;2.5650000000000004;0;2;0;1
ligand1082-0;5.546180000000004;2;0;2;9
ligand1083-0;3.470600000000003;0;3;0;9
ligand1084-0;3.246620000000001;0;3;0;2
ligand1085-0;2.1942000000000004;1;0;1;1
ligand1086-0;4.375990000000003;1;2;0;5
ligand1087-0;1.8681799999999997;0;1;0;5
ligand1088-0;3.810500000000002;0;2;0;7
ligand1089-0;1.93479;0;1;0;4
ligand1090-0;2.4525999999999994;1;3;0;3
ligand1091-0;1.27069;2;0;0;1
ligand1092-0;-0.19493000000000005;0;0;0;2
ligand1093-0;2.1685999999999996;0;2;0;3
ligand1094-0;3.4117000000000015;0;2;0;5
ligand1095-0;0.5995;0;0;0;3
ligand1096-0;2.9532000000000007;0;0;0;10
ligand1097-0;0.9729899999999996;1;1;0;4
ligand1098-0;7.650770000000006;2;2;2;8
ligand1099-0;7.731590000000004;0;4;0;4
ligand1100-0;0.6746;0;1;0;0
ligand1101-0;0.44120000000000015;0;1;0;2
ligand1102-0;7.294190000000007;1;0;0;4
ligand1103-0;1.07619;1;0;0;1
ligand1104-0;3.834380000000002;1;1;0;1
ligand1105-0;1.9909800000000002;0;0;0;4
ligand1106-0;3.2489800000000013;0;2;0;2
ligand1107-0;2.0040999999999998;0;2;0;3
ligand1108-0;3.706780000000002;2;1;0;2
ligand1109-0;2.8147800000000007;1;1;0;5
ligand1110-0;5.723400000000007;0;4;0;6
ligand1111-0;6.154600000000005;0;3;0;13
ligand1112-0;7.328300000000006;0;3;0;10
ligand1113-0;2.4442000000000004;0;2;0;9
ligand1114-0;1.6489999999999998;0;1;0;1
ligand1115-0;0.16199999999999998;0;0;0;0
ligand1116-0;4.7920000000000025;1;3;1;7
ligand1117-0;4.906950000000003;1;3;0;7
ligand1118-0;3.679170000000002;0;2;0;1
ligand1119-0;1.96477;1;0;1;0
ligand1120-0;5.164120000000004;0;3;0;4
ligand1121-0;1.34189;0;0;0;0
ligand1122-0;6.739760000000003;4;2;0;7
ligand1123-0;4.195000000000002;0;4;0;3
ligand1124-0;5.009420000000003;0;3;0;4
ligand1125-0;2.8008900000000008;1;1;0;5
ligand1126-0;1.7555;0;1;0;3
ligand1127-0;-1.5066000000000002;0;0;0;6
ligand1128-0;0.48239;0;0;0;0
ligand1128-1;0.48239;0;0;0;0
ligand1129-0;2.9688000000000008;0;2;0;7
ligand1130-0;7.444950000000005;1;2;0;10
ligand1131-0;4.217990000000001;2;1;1;2
ligand1132-0;0.8797799999999998;2;0;2;13
ligand1133-0;2.485290000000001;0;0;0;9
ligand1134-0;3.991380000000003;1;3;0;6
ligand1135-0;4.129880000000003;1;2;0;5
ligand1136-0;1.2057999999999998;0;1;0;3
ligand1137-0;4.488190000000004;3;0;0;14
ligand1138-0;6.2363900000000045;2;1;1;6
ligand1139-0;2.697580000000001;2;0;0;1
ligand1140-0;1.4537;0;1;0;6
ligand1141-0;-0.5075000000000001;0;1;0;4
ligand1142-0;3.414200000000002;0;0;0;9
ligand1143-0;3.050790000000001;0;0;0;9
ligand1144-0;2.20869;1;1;0;6
ligand1145-0;3.729400000000002;0;2;0;3
ligand1146-0;-0.7818400000000003;0;2;0;2
ligand1147-0;0.21540000000000004;0;0;0;3
ligand1148-0;4.206440000000002;0;2;0;6
ligand1149-0;1.4009099999999999;1;1;1;2
ligand1150-0;2.3411999999999997;1;1;0;4
ligand1151-0;2.924380000000001;2;1;0;5
ligand1152-0;2.8408000000000015;0;2;0;4
ligand1153-0;1.17889;1;0;0;1
ligand1154-0;6.674000000000005;6;3;2;6
ligand1155-0;3.032140000000002;0;0;0;9
ligand1156-0;2.4384000000000006;1;0;0;6
ligand1157-0;1.4452;1;0;1;1
ligand1158-0;3.1415200000000008;0;3;0;5
ligand1159-0;1.3497999999999997;0;2;0;2
ligand1160-0;5.625200000000001;0;3;0;2
ligand1161-0;2.2549900000000003;1;1;0;3
ligand1162-0;0.07090000000000003;1;0;1;2
ligand1163-0;-0.3159999999999998;0;0;0;5
ligand1164-0;3.0563900000000013;1;0;0;4
ligand1165-0;2.9311000000000007;0;2;0;3
ligand1166-0;2.9061700000000013;1;1;0;3
ligand1167-0;1.6274;0;0;0;3
ligand1168-0;4.3066;0;4;0;8
ligand1169-0;0.19660000000000005;0;1;0;2
ligand1170-0;2.06959;1;2;0;3
ligand1171-0;3.399840000000001;0;3;0;2
ligand1172-0;3.096700000000001;2;0;1;3
ligand1173-0;2.3667;1;2;1;6
ligand1174-0;1.5089899999999994;1;1;0;5
ligand1175-0;2.2868000000000004;0;2;0;1
ligand1176-0;3.190990000000001;2;1;0;2
ligand1177-0;-0.12229000000000001;1;1;0;5
ligand1178-0;2.0934099999999995;1;1;1;6
ligand1179-0;2.10647;0;0;0;6
ligand1180-0;3.4799900000000026;1;1;0;9
ligand1181-0;2.350600000000001;0;0;0;7
ligand1182-0;0.4011999999999997;0;4;0;4
ligand1183-0;0.6584000000000001;0;0;0;0
ligand1184-0;3.5193100000000017;2;1;0;3
ligand1185-0;0.28618;0;0;0;6
ligand1186-0;1.08839;1;0;0;1
ligand1187-0;0.30139000000000005;0;0;0;2
ligand1188-0;5.688330000000002;1;5;0;9
ligand1189-0;0.8082900000000001;1;0;0;12
ligand1190-0;-0.4949;0;0;0;4
ligand1191-0;5.525800000000006;0;3;0;14
