name;logp;n_aliphatic_rings;n_aromatic_rings;n_saturated_rings;n_rotatable_bonds;exact_cone_angle;buried_volume;solid_angle;solid_cone_angle;G_parameter;sasa_area_stable;sasa_volume_stable;sasa_area_free;sasa_volume_free;L*-energy;L*-dipole_moment;L*-homo_lumo_gap;L*-metal_bound_homo_energy;L*-metal_bound_homo_s;L*-metal_bound_homo_p;L*-metal_bound_homo_d;L*-metal_bound_homo_f;L*-metal_bound_lumo_energy;L*-metal_bound_lumo_s;L*-metal_bound_lumo_p;L*-metal_bound_lumo_d;L*-metal_bound_lumo_f;L_free-energy;L_free-dipole_moment;L_free-homo_lumo_gap;L_free-metal_bound_homo_energy;L_free-metal_bound_homo_s;L_free-metal_bound_homo_p;L_free-metal_bound_homo_d;L_free-metal_bound_homo_f;L_free-metal_bound_lumo_energy;L_free-metal_bound_lumo_s;L_free-metal_bound_lumo_p;L_free-metal_bound_lumo_d;L_free-metal_bound_lumo_f;L_free-polarisability;L_free-molar_volume;L_free-largest_frequency;L_free-I1/I3;L_free-I2/I3
ligand36838-0;3.3593899999999994;0;0;0;5;182.85830021254975;0.3060415113678718;4.314127234628797;143.47327028832805;34.330733725927104;439.5907695867703;685.021217807714;441.47060563993193;688.6555510794882;-1653.1819834;11.1474;0.174;-0.089;0.0;0.9487550366773428;0.0512449633226572;0.0;0.085;-0.0401903754627181;0.955156002115283;0.0850343733474352;0.0;-1653.18699912;11.052;0.177;-0.095;0.0;0.9485392106611994;0.0514607893388006;0.0;0.082;-0.0289763779527559;0.9445669291338582;0.0844094488188976;0.0;103.21;1723.302;3157.8031;;
ligand36839-0;4.781600000000001;0;2;0;6;198.36299313322485;0.3624266213194185;4.863143426518277;153.8758362055443;38.69966576476206;529.2624457231847;832.1713468078871;533.7424634070717;835.9938390078238;-3397.17649896;6.1742;0.123;-0.045;0.0;0.9676009804966428;0.0323990195033571;0.0;0.079;-0.0114559466777754;0.934596958966882;0.0768589877108935;0.0;-3397.18602866;6.0965;0.12;-0.045;0.0;0.9672463458871228;0.0327536541128774;0.0;0.075;0.0;0.9334101141241756;0.0665898858758245;0.0;242.78;2351.405;3123.0767;;
ligand36840-0;8.724590000000001;5;0;4;8;292.3905803105182;0.7140968598583675;9.729286941516822;246.52341628559728;77.4232054750915;692.2111879286841;1241.0754012433497;688.8217579379002;1224.2880803915918;-1846.28026891;5.3478;0.128;-0.005;0.1829642248722316;0.7922771152754117;0.0247586598523566;0.0;0.13;0.8646083476272156;0.1353916523727844;0.0;0.0;-1846.31490749;4.4626;0.1699999999999999;-0.048;0.1800344234079173;0.7924268502581755;0.027538726333907;0.0;0.122;0.9392809035333126;0.0607190964666873;0.0;0.0;364.57;4406.579;3098.8998;;
ligand36841-0;3.880000000000001;0;2;0;2;184.42712577251024;0.374429276928811;4.642136908471692;149.7197041277136;36.94095177462995;431.4825244209953;674.7985097319842;430.1425491237909;672.4631489784774;-1600.42816765;8.6473;0.145;-0.072;0.0;0.9685055793096256;0.0314944206903743;0.0;0.073;0.0;0.927159432746025;0.072840567253975;0.0;-1600.43936124;7.8212;0.157;-0.077;0.0;0.9617250105440742;0.0382749894559257;0.0;0.08;0.0;0.9505983093643648;0.049401690635635;0.0;189.67;1827.971;3109.2159;0.5756344980833068;0.8894565690228001
ligand36842-0;3.582290000000002;2;1;0;1;190.37087022038807;0.3499930115542303;4.647137055938809;149.8141644559852;36.98074168390896;406.393285810685;626.9515902543518;407.65264087417546;630.8679823407566;-1053.19088115;7.5923;0.071;0.002;0.2411324786324787;0.7175213675213675;0.0413461538461538;0.0;0.073;0.0224323729931823;0.9458983945458544;0.0316692324609632;0.0;-1053.20901197;4.0524;0.1129999999999999;-0.027;0.1988748828002917;0.7601833524325451;0.0409417647671632;0.0;0.086;0.017286084701815;0.9555963699222126;0.0271175453759723;0.0;189.03;1728.087;3123.9842;0.4134048047422221;0.9087857486434544
ligand36844-0;0.21042;0;1;0;3;129.20798766132145;0.1787877376071561;2.3330688081569275;102.09431183831408;18.565971669584595;284.8392464544274;389.88453353686384;285.6791739639706;390.8102359013446;-379.772882646;2.1815;0.256;-0.247;0.0379546652609383;0.937796520822351;0.0242488139167105;0.0;0.009;0.2077681874229346;0.7497944923962188;0.0424373201808466;0.0;-379.774502897;1.9593;0.258;-0.252;0.0636554621848739;0.92468487394958;0.0116596638655462;0.0;0.006;0.1761997339609127;0.7782666530236365;0.0455336130154507;0.0;69.58;1054.065;3685.4683;0.1612844217337995;0.8769945705322889
ligand36845-0;0.8916999999999999;0;1;0;5;272.0662010522045;0.5043037178531494;6.600194656594822;185.7840129550865;52.52268024828903;445.04127468560006;679.23850184685;449.5110910337528;681.1160364999233;-3008.69648096;4.8938;0.103;-0.029;-0.0072319463368619;0.9933969185619956;0.0138350277748663;0.0;0.074;0.0;0.957518757265138;0.042481242734862;0.0;-3008.70388352;5.0444;0.1159999999999999;-0.045;0.0129679983267098;0.972390713239908;0.0146412884333821;0.0;0.071;0.0;0.9574762869018436;0.0425237130981562;0.0;233.02;1876.038;3130.5054;;
ligand36846-0;2.527400000000001;0;1;0;5;177.26044687160947;0.2910396477823332;3.993117767239868;137.2493762142704;31.776221550214867;361.040438144704;544.8766953998784;361.0408358485471;544.5006111447776;-519.042997861;7.1777;0.105;0.004;0.0060381355932203;0.9653601694915254;0.0286016949152542;0.0;0.109;0.0;0.9322282836760386;0.0677717163239614;0.0;-519.068751205;5.1053;0.133;-0.023;0.0075416361160574;0.9586257463077408;0.0338326175762019;0.0;0.11;0.0;0.9363957597173144;0.0636042402826855;0.0;138.55;1516.719;3094.8306;0.3585992964016203;0.8919182875766186
ligand36847-0;3.737890000000003;2;1;0;7;180.174462125503;0.4471207603428997;5.48616180092109;165.4247662933374;43.65748846092631;551.8625069534409;897.5962304162838;548.6723228391102;895.6008009927656;-998.536620421;8.7719;0.125;-0.033;0.0;0.9730621220450798;0.0269378779549202;0.0;0.092;0.0013185364245687;0.9320953741347106;0.0665860894407208;0.0;-998.545213268;8.1845;0.13;-0.041;0.0;0.9718650401142984;0.0281349598857017;0.0;0.089;-0.0027673234447642;0.9362408678326322;0.0665264556121319;0.0;259.83;2657.127;3142.6171;;
ligand36848-0;4.470490000000002;1;1;0;8;202.81345843003965;0.5196841222512113;6.373187961587698;181.64150772501296;50.71621836702213;472.6124702355355;772.4779976070947;471.2524194377874;766.8349846868497;-715.230892745;4.8442;0.122;-0.005;0.0570687418936446;0.9004539559014267;0.0424773022049286;0.0;0.117;0.0117559046703003;0.9117238431121084;0.0765202522175911;0.0;-715.238618689;3.896;0.1399999999999999;-0.019;0.0448540379288301;0.9067760494353292;0.0483699126358406;0.0;0.121;0.0;0.9243715846994536;0.0756284153005464;0.0;231.7;2372.994;3119.1688;0.3944354258567284;0.789318580749314
ligand36849-0;2.10358;1;0;0;8;184.8867443979913;0.4300747763697353;6.067178936600119;176.05973978202684;48.2810759191469;488.7886556425125;773.7376426215593;492.6183763854767;776.8844855548174;-845.716044596;3.6;0.118;-0.193;0.0399368231046931;0.9600631768953068;0.0;0.0;-0.075;0.127611700417872;0.8213864780885032;0.0510018214936247;0.0;-845.794033716;2.9237;0.192;-0.227;0.0326916872782019;0.967308312721798;0.0;0.0;-0.035;0.0202368137782561;0.9147470398277716;0.065016146393972;0.0;161.88;2039.027;3127.3893;0.3553604842289372;0.8078234575430704
ligand36850-0;3.0124000000000004;0;2;0;3;137.52708265775286;0.1931024040253447;2.786082168677753;112.36060674389677;22.17093745026261;389.1226726618991;583.2785098738938;389.7627222205863;583.7353301278006;-573.556930997;1.5874;0.183;-0.201;0.0;0.97678916827853;0.02321083172147;0.0;0.003;0.1000755694699341;0.8514520133865917;0.048472417143474;0.0;-573.561284531;1.8609;0.184;-0.199;0.0;0.9765303915206576;0.0234696084793424;0.0;0.005;0.0373158756137479;0.8993998908892525;0.0632842334969994;0.0;156.99;1958.097;3553.0663;0.1957758491346776;0.8590472803040907
ligand36851-0;1.5199;0;0;0;2;177.03455093344803;0.2806093924711144;3.983117472305633;137.05345470863642;31.69664173165685;357.9384651244813;527.7434459915958;360.458236704873;531.1206513513027;-537.998433962;4.7075;0.199;-0.039;0.0;0.9538869618445216;0.0461130381554784;0.0;0.167;-0.011525853864862;0.9839272496563392;0.0275986042085227;0.0;-538.007878263;4.7861;0.206;-0.047;0.0;0.9533768618649257;0.0466231381350744;0.0;0.161;-0.0093931398416886;0.9804749340369392;0.0289182058047493;0.0;113.71;1617.16;3149.3877;0.2069860952170704;0.9014773455451986
ligand36852-0;6.551500000000004;0;3;0;6;247.14704471787547;0.4374592340663436;6.123180588231833;177.08154835685798;48.72672290307178;645.8819011573522;1068.9916317523407;651.7117064928452;1073.5130930965647;-1114.70101119;8.5794;0.099;-0.048;0.0;0.9641274986493787;0.0358725013506212;0.0;0.051;0.0169803158122431;0.927103612372918;0.0559160718148388;0.0;-1114.72000386;8.6117;0.101;-0.054;0.0;0.955615843733044;0.044384156266956;0.0;0.047;0.0240950599625921;0.9327758829354164;0.0431290571019914;0.0;364.35;3174.556;3146.8177;;
ligand36853-0;1.6163;0;1;0;2;149.92526856088278;0.2332044353335818;3.2420956176788507;122.1054646445187;25.79977717650804;313.83694552737626;451.82828007440565;313.99692466123446;451.7035479078398;-954.64370403;8.5766;0.176;-0.084;0.0243828101188662;0.9518439500152392;0.0237732398658945;0.0;0.092;0.0;0.9611962696966448;0.0388037303033551;0.0;-954.652925614;5.8225;0.172;-0.075;0.0;0.9715239386669448;0.0284760613330551;0.0;0.097;0.0;0.9431284566419702;0.0568715433580298;0.0;96.88;1315.956;3122.4447;0.2655826033449907;0.7344174068919319
ligand36854-0;2.53672;0;1;0;2;187.09103754834547;0.3111256056653;4.432130714852765;145.73235543770386;35.26977558491166;304.28772815129264;430.4823217175555;304.8977357411076;431.803345017816;-475.179563675;7.9115;0.1149999999999999;-0.036;0.1060760008128429;0.8939239991871571;0.0;0.0;0.079;0.0;0.971560016729402;0.028439983270598;0.0;-475.186136391;7.415;0.128;-0.052;0.092526690391459;0.8971021860701577;0.0103711235383833;0.0;0.076;0.0;0.9830844732170826;0.0169155267829174;0.0;101.11;1303.175;3089.8216;0.3997883288737809;0.6048966937479907
ligand36855-0;0.3676799999999999;1;0;0;2;185.5379207207372;0.313070723071189;4.402129830050062;145.15935017853374;35.03103612923763;298.82819692936965;422.5932077204959;298.85821118344313;422.7173432009305;-474.461023572;7.6358;0.099;-0.242;0.0981163320223556;0.9018836679776444;0.0;0.0;-0.143;0.0;0.9665435139573072;0.0334564860426929;0.0;-474.470226222;6.8976;0.1139999999999999;-0.247;0.0817656332107199;0.9063583815028902;0.0118759852863899;0.0;-0.133;0.0;0.967940813810111;0.032059186189889;0.0;100.13;1167.895;3193.1769;0.3957311397827412;0.6071986908552668
ligand36856-0;1.4781;0;1;0;1;148.28844077423088;0.2429591408870667;3.6721082998509376;130.89009311098155;29.221709374502627;314.47724439741387;452.7586889234348;325.8265286980684;467.294228782526;-819.954513823;11.2632;0.068;0.239;0.126527677929547;0.8154462360069836;0.0580260860634692;0.0;0.307;0.4814619759848325;0.4952601643143037;0.0232778597008637;0.0;-820.066383377;1.6059;0.1589999999999999;0.137;0.2181412337662338;0.7360998376623377;0.0457589285714285;0.0;0.296;0.041898561377717;0.9324792607371628;0.0256221778851202;0.0;95.79;1353.503;2144.828;0.5017333923352731;0.5990193230158204
ligand36857-0;8.568399999999999;0;8;0;3;159.18352490904422;0.2524051900857249;3.4271010739621905;125.92675496956082;27.27200381983129;643.3659174007612;1100.2593261775876;637.9857620818852;1097.6239536432176;-1338.72888215;3.8142;0.094;-0.199;0.0327450327450327;0.9672549672549672;0.0;0.0;-0.105;0.0;1.0;0.0;0.0;-1338.73472733;3.625;0.107;-0.203;0.0338458135162039;0.966154186483796;0.0;0.0;-0.096;0.0;1.0;0.0;0.0;450.09;3466.952;3152.3932;;
ligand36859-0;6.9871900000000045;0;5;0;7;268.9830804858885;0.5395313082370481;7.33121621628737;199.20355084891423;58.33996498487984;673.1748908189013;1131.59234037533;646.4550174599236;1096.403805779237;-1244.63909981;10.7637;0.032;0.014;0.0696093119741846;0.9127578656217586;0.0176328224040567;0.0;0.046;0.0126084441873915;0.9873915558126084;0.0;0.0;-1244.74136543;3.8611;0.06;0.001;0.0136940172858906;0.9619485913121562;0.024357391401953;0.0;0.061;0.0;1.0;0.0;0.0;523.4;3224.016;3140.7119;;
ligand36860-0;1.48209;1;0;0;4;160.5444367406203;0.2717515374580693;3.278096679442095;122.85443784179483;26.08626452331689;383.75032683783695;574.0780891892147;382.0099406830237;574.4876791933515;-951.884050908;11.1205;0.106;-0.014;0.0;0.987494745691467;0.0125052543085329;0.0;0.092;-0.0040567951318458;0.9720294651435892;0.0320273299882566;0.0;-951.89275903;10.3118;0.133;-0.042;0.0;0.9813851913477536;0.0186148086522462;0.0;0.091;-0.0022368981678738;0.9715594375798892;0.0306774605879846;0.0;142.66;1449.481;3120.3843;0.3065886461668172;0.7984063726473776
ligand36861-0;5.661400000000002;1;0;1;0;147.98196094397954;0.2450964405516213;3.409100543080568;125.55788239985456;27.128760146426867;424.8991044850097;698.0002869739697;424.8191779238214;697.4065844224249;-1473.21974334;1.2286;0.216;-0.247;0.0294501195392306;0.9593566615953054;0.011193218865464;0.0;-0.031;-0.1454358505655204;1.0485547812178682;0.0968810693476522;0.0;-1473.21995896;0.4387;0.218;-0.251;0.0350363379976136;0.9649636620023864;0.0;0.0;-0.033;-0.1366008622645791;1.0393691853868845;0.0972316768776945;0.0;163.93;2329.844;3122.2835;0.399665964305879;0.847566145676729
ligand36862-0;1.44052;1;2;0;3;194.04509165098352;0.3327315505031681;4.813141951847103;152.93879744372128;38.30176667197199;439.97933686128977;680.063862562175;439.209337944426;679.5083225549804;-865.811419351;18.1851;0.122;-0.087;0.0;0.9876315503960074;0.0123684496039926;0.0;0.057;0.0157533475863621;0.955890626758186;0.0283560256554517;0.0;-865.824237779;17.2931;0.121;-0.085;0.0;0.9869224997320184;0.0130775002679815;0.0;0.058;0.0;0.9841142857142856;0.0158857142857142;0.0;204.93;2211.011;3494.2572;;
ligand36863-0;5.795600000000004;0;4;0;3;219.8802857446948;0.366730339172568;5.334157317920725;162.6253089440711;42.4478752188445;572.779443024898;916.2531756060704;572.5498997748593;919.3033244584708;-1142.12724448;2.1131;0.0289999999999999;0.224;0.0118057117157634;0.9881942882842366;0.0;0.0;0.253;0.0;0.987659666594501;0.012340333405499;0.0;-1142.15703555;3.164;0.045;0.205;0.0;0.9884802835622508;0.0115197164377492;0.0;0.25;0.0;0.9868025751072962;0.0131974248927038;0.0;454.26;3402.425;3130.5576;;
ligand36864-0;0.6498799999999999;0;0;0;8;196.78380654256097;0.4603056280283265;5.863172919941734;172.33417619783654;46.657647620563424;386.858096714354;591.9462679431606;406.057615037949;608.1256697187027;-795.8001955;3.424;0.172;-0.041;0.0267065484456788;0.9252216643520992;0.0480717872022219;0.0;0.131;0.0535809018567639;0.896551724137931;0.049867374005305;0.0;-795.828426706;4.0018;0.175;-0.053;0.0201831044527673;0.932688306283812;0.0471285892634207;0.0;0.122;0.0557251908396946;0.891494002181025;0.0527808069792802;0.0;129.96;1775.222;3130.6484;0.1459094603829511;0.914713729447401
ligand36865-0;2.5067000000000004;1;0;1;0;144.43487029444444;0.276195024226612;3.5971060878441783;129.38163059723868;28.62486073531753;277.7008751114083;391.4411813272754;278.8108190518156;391.252243164712;-273.722184333;1.0337;0.247;-0.246;0.0418040633975108;0.9444739921284968;0.0137219444739921;0.0;0.001;0.10030491010409;0.8353485437913993;0.0643465461045105;0.0;-273.730966422;0.7047;0.265;-0.254;0.0571428571428571;0.928042328042328;0.0148148148148148;0.0;0.011;0.1978148965227439;0.7331652484504675;0.0690198550267885;0.0;77.55;1048.697;3160.7476;0.4243345007682375;0.7061014223129318
ligand36866-0;3.9972100000000026;0;2;0;5;195.64192170397084;0.3835259038389862;4.933145491057918;155.1847255983619;39.25672449466816;468.7038850908307;722.2899363236976;477.1741309374944;727.6081086119885;-672.800932092;5.7275;0.066;0.161;0.0269607843137254;0.9360516934046346;0.0369875222816399;0.0;0.241;0.0674905964535196;0.8710370768404084;0.061472326706072;0.0;-672.844653432;3.7308;0.1009999999999999;0.136;0.0;0.9748661348486504;0.0251338651513495;0.0;0.237;0.046692607003891;0.8926718547341115;0.0606355382619973;0.0;329.47;2509.702;3088.4857;;
ligand36867-0;4.276480000000002;1;2;0;2;197.29697659176875;0.4544702758106597;5.986176547632819;174.5811904407441;47.63647938882698;467.7625552026786;730.9409648466993;466.4627618862168;729.6499320129044;-1033.39941979;1.6422;0.099;0.131;0.0;0.9564611633577152;0.0435388366422849;0.0;0.239;0.0324221985563838;0.9675778014436162;0.0;0.0;-1033.42048624;2.2581;0.107;0.121;0.0037170657046026;0.9588936263255712;0.0373893079698261;0.0;0.228;0.0;1.0;0.0;0.0;298.11;2279.966;3089.2661;;
ligand36868-0;2.7067900000000007;1;1;0;3;185.52780113187288;0.4101693533358181;5.628165988987221;168.03213526520673;44.7875218844501;444.3917361999162;675.8385159045844;446.0115031217177;677.2565384868874;-782.384668282;4.0296;0.052;0.043;0.0258917657517501;0.9557728636515168;0.0183353705967329;0.0;0.104;0.0;0.934664825241687;0.0653351747583129;0.0;-782.416992053;3.0412;0.069;0.028;0.0110462028677642;0.9442379182156134;0.0447158789166224;0.0;0.105;0.0;0.9343796081735832;0.0656203918264166;0.0;261.13;1927.644;3192.6822;;
ligand36869-0;9.2925;0;5;0;6;211.51872945210087;0.4559029071934402;5.958175721816962;174.06988942981187;47.41365589686456;760.4526515355274;1360.2398018153133;756.1827994799672;1351.5137938318856;-1972.71311496;2.9256;0.146;-0.212;0.0328068043742405;0.9671931956257594;0.0;0.0;-0.066;0.0;0.9415453289403762;0.0584546710596237;0.0;-1972.72141991;2.9574;0.142;-0.211;0.0;1.0;0.0;0.0;-0.069;0.0;0.9405508880144636;0.0594491119855365;0.0;415.11;4246.571;3161.9526;;
ligand36870-0;1.6706;2;0;1;0;102.51968629841328;0.1696386973537085;2.034059989623313;94.89440755518122;16.186535094699984;318.77946868816304;475.8826915804226;319.4694566796808;476.8414524592046;-475.977598789;9.348;0.2;-0.049;-0.0038583749432591;1.0038583749432592;0.0;0.0;0.211;0.733887733887734;0.266112266112266;0.0;0.0;-475.977234887;9.4329;0.2009999999999999;-0.051;0.0080762759394279;0.991923724060572;0.0;0.0;0.21;0.7114159196457501;0.2885840803542499;0.0;0.0;107.23;1594.64;3018.5433;0.4495357553592846;0.7175729228253823
ligand36871-0;3.6487000000000016;1;3;0;8;290.50034517433335;0.5320187290346627;7.375217513998002;200.01793657853105;58.690116186535086;726.0714116566528;1184.3280498376232;712.6413124607509;1172.589832976679;-1430.01413312;10.1875;0.107;-0.058;0.0169528128711802;0.9395313681027966;0.0435158190260231;0.0;0.049;0.0;0.9619583195501158;0.0380416804498842;0.0;-1430.04489474;9.6125;0.129;-0.08;0.0;0.948177426438296;0.051822573561704;0.0;0.049;-0.0006488590894344;0.943765545582351;0.0568833135070833;0.0;334.99;2915.4;3139.9292;;
ligand36872-0;1.30578;1;0;1;1;161.11837273389924;0.2941145639209839;3.559104967094086;128.61376379493643;28.322457424797072;255.28121391766197;348.2419855155238;257.3111839870097;351.5923577332551;-966.64488114;3.4105;0.1;0.215;0.1198414311852002;0.8801585688147997;0.0;0.0;0.338;0.2257674886763966;0.7331655762455964;0.041066935078007;0.0;-966.658349369;2.6852;0.119;0.203;0.0954484742628172;0.8915031336689613;0.0130483920682215;0.0;0.332;0.2028868476834561;0.7648127586554961;0.0323003936610477;0.0;86.63;983.779;2968.3327;0.4182851947461759;0.6132317171122337
ligand36873-0;0.8397999999999999;0;1;0;9;282.2318707250505;0.5193987607156169;7.3292161573005234;199.1665568891796;58.32404902116824;483.9590106785126;739.686232426116;449.9294884368724;703.2976574451932;-802.049352239;8.2211;0.126;-0.018;0.0;0.9667837751517088;0.0332162248482912;0.0;0.108;0.8117141659681475;0.1882858340318525;0.0;0.0;-802.108357755;6.2197;0.144;-0.051;0.0;0.9681672025723472;0.0318327974276527;0.0;0.093;0.032082711575357;0.9273076103176294;0.0406096781070134;0.0;190.33;2296.681;3353.9189;0.1842926930200983;0.8503572859994835
ligand36874-0;0.5833999999999999;0;2;0;3;283.6133470364078;0.5284429742825195;7.188211998727816;196.56332215828252;57.20197357950024;416.8911440733708;621.01945550541;424.0509242463383;627.0187326122224;-734.287170014;8.0848;0.107;-0.02;0.0904027420736932;0.9095972579263067;0.0;0.0;0.087;0.0;0.9565448363790904;0.0434551636209094;0.0;-734.298165364;7.4947;0.123;-0.031;0.0332287044052386;0.9427427210737094;0.024028574521052;0.0;0.092;0.0;0.9675233896117862;0.0324766103882137;0.0;193.4;1690.056;3554.4077;0.1860305772385286;0.8916707499258673
ligand36875-0;3.9931000000000023;0;4;0;4;225.4935866285957;0.4394218225866567;5.951175515362999;173.94204610998065;47.35795002387395;545.8048302532826;869.0155071093078;542.3246440912528;866.2839757398032;-951.853041941;3.0346;0.032;-0.256;0.0;0.987658330626827;0.0123416693731731;0.0;-0.014;0.0170321718802181;0.9447845931203384;0.0381832349994434;0.0;-951.862942648;3.1286;0.004;-0.263;0.0;1.0;0.0;0.0;-0.004;0.0;0.9615513955834548;0.0384486044165452;0.0;242.42;2608.601;3207.5771;;
ligand36876-0;5.130800000000003;0;1;0;14;254.2645918586552;0.6331881289601192;8.2362429078356;216.21957200949012;65.54193856438008;693.3119898671134;1240.0827284341744;685.0413707048555;1232.1379765616389;-1218.87778429;6.4834;0.152;-0.035;0.0;0.9624596190264008;0.0375403809735992;0.0;0.131;1.058925878668368;-0.0589258786683679;0.0;0.0;-1218.89889741;7.113;0.161;-0.044;0.0;0.952014087607308;0.047985912392692;0.0;0.129;0.9564251326996668;0.0435748673003333;0.0;0.0;337.5;4342.514;3119.5851;;
ligand36877-0;-1.445399999999999;0;0;0;10;284.7614746392321;0.6411083674990682;9.323274967186896;237.87369413494235;74.19226484163616;358.7199026677329;554.1786773592253;355.00976516513083;544.4982805900862;-497.329894282;0.8958;0.22;-0.187;0.2327586206896552;0.725646551724138;0.0415948275862068;0.0;0.033;0.9657889056766674;0.0342110943233326;0.0;0.0;-497.379578947;1.5036;0.241;-0.201;0.2091912545107196;0.739970282317979;0.0508384631713012;0.0;0.04;0.9624052004333696;0.0375947995666305;0.0;0.0;115.42;1682.277;3484.127;0.7529987496609264;0.8818150927617556
ligand36878-0;1.5998;1;1;0;0;167.54913611566175;0.2809588147595974;3.5561048786138163;128.5530377221779;28.298583479229663;303.25051857388945;427.4955506848896;303.68053654381947;428.3984847451923;-796.964852268;8.0819;0.157;-0.044;0.0;0.9815509693558474;0.0184490306441525;0.0;0.113;0.0;0.9466390899689764;0.0533609100310237;0.0;-796.968733888;7.0302;0.165;-0.05;0.0;0.9716682008796156;0.0283317991203845;0.0;0.115;0.0;0.959399916072178;0.040600083927822;0.0;113.9;1164.65;3118.0021;0.1561017499702788;0.8438982534000407
ligand36879-0;4.012840000000003;0;2;0;11;301.4186725309411;0.7966944651509504;10.51231003486739;264.61140215321245;83.65430526818399;548.0625272888326;947.0610237150216;579.763189473265;984.2642881709908;-1713.52991721;1.8632;0.167;-0.227;0.2278123897966381;0.7721876102033619;0.0;0.0;-0.06;0.0;1.0;0.0;0.0;-1713.55956208;4.3728;0.013;-0.251;0.3333333333333333;0.6666666666666666;0.0;0.0;-0.06;0.0;0.9872256416211822;0.0127743583788177;0.0;280.7;3130.608;3134.2934;;
ligand36880-0;4.126680000000002;0;2;0;4;208.50050162326588;0.3901765747297801;5.366158261710275;163.21548008046463;42.702530638230144;437.38214293314;668.4862927266594;429.60245878732775;660.0228001719128;-654.131424601;8.2372;0.133;-0.039;0.0;0.967067764407853;0.0329322355921469;0.0;0.094;0.0;0.9307391350322513;0.0692608649677487;0.0;-654.162655142;6.5227;0.136;-0.041;0.0;0.9475396075962648;0.0524603924037351;0.0;0.095;0.0;0.9350042480883602;0.0649957519116397;0.0;209.67;2060.758;3160.8514;0.1804634680425471;0.8804333062864433
ligand36881-0;4.006190000000003;2;1;1;3;233.05421480672345;0.4456531867312709;6.049178405718497;175.73123864596383;48.13783224574248;490.33151038536494;805.6346925454658;491.031639817583;808.1493416884291;-828.363818177;9.3143;0.0479999999999999;0.042;0.0701930588104006;0.8993415913402523;0.0304653498493471;0.0;0.09;0.0168551785318252;0.9301397205588824;0.0530051009092925;0.0;-828.375043376;9.605;0.05;0.035;0.0350838236926834;0.9269457088930833;0.0379704674142333;0.0;0.085;0.0136484687083888;0.9324234354194408;0.0539280958721704;0.0;283.71;2463.526;3695.6914;0.5185588907979455;0.7592569935072931
ligand36882-0;2.3205;0;1;0;6;208.4334780648294;0.4023597651882221;5.13615147822288;158.96263768912513;40.87219481139583;433.05196477766304;655.4334818898102;402.721049262797;631.962464577354;-997.291556206;0.8416;0.153;-0.216;0.2470964304741608;0.7042088438998402;0.0486947256259989;0.0;-0.063;0.0158330711963929;0.9201006605850895;0.0640662682185173;0.0;-997.302471935;0.8638;0.18;-0.226;0.264161045079773;0.6789806189099475;0.0568583360102794;0.0;-0.046;0.0282749126336969;0.9092449433442762;0.0624801440220268;0.0;149.3;1745.213;3144.5769;0.2917779786004585;0.8866837219362866
ligand36883-0;3.448690000000002;1;0;0;2;203.84764125681605;0.4085911293328363;5.498162154842172;165.64538185967078;43.752984243195925;436.98170944048354;702.459878022712;433.11172166637664;697.4895945406431;-618.797771525;2.2019;0.234;-0.201;0.420091823349366;0.579908176650634;0.0;0.0;0.033;0.971487201641646;0.028512798358354;0.0;0.0;-618.811480308;2.3821;0.24;-0.206;0.4331492908953123;0.5668507091046877;0.0;0.0;0.034;0.8998134533084604;0.1001865466915395;0.0;0.0;163.85;2235.532;3106.2596;0.3512926243033203;0.804622419306681
ligand36884-0;3.942400000000002;1;2;0;4;176.14071452581246;0.3208162504658964;4.0811203626611325;138.96792841085886;32.476523953525394;536.5009843553427;872.9293176020773;537.4409933508044;872.727298726661;-1658.1811055;17.0483;0.114;-0.033;0.037601730709797;0.962398269290203;0.0;0.0;0.135;0.5363270493539505;0.4321118407117135;0.0315611099343359;0.0;-1658.18309171;15.5798;0.129;-0.045;0.0284693770354028;0.9715306229645972;0.0;0.0;0.127;0.1749946386446493;0.76838944885267;0.0566159125026806;0.0;257.87;3124.567;3120.5722;;
ligand36885-0;0.1896000000000005;1;1;1;3;287.1956653851604;0.6938070723071189;9.308274524785547;237.56132653996175;74.07289511379915;570.650893815274;948.1681472362392;575.2207354988076;946.5991464602466;-939.443529089;1.9074;0.172;-0.175;0.2373038930854154;0.7626961069145846;0.0;0.0;0.042;1.09323173464814;-0.0932317346481398;0.0;0.0;-939.474678688;1.8011;0.194;-0.2;0.2158768290019655;0.7455776370386547;0.0385455339593797;0.0;0.043;1.0635328271549798;-0.0635328271549798;0.0;0.0;239.93;3184.301;3604.0626;;
ligand36886-0;-0.0480000000000002;0;1;0;10;286.27291350695805;0.7441064107342527;10.635313662558476;267.6825184646446;84.63313703644756;475.7373167098649;771.893474380724;529.5955740555063;821.0980785912511;-969.98675657;6.5265;0.126;0.082;0.0;1.0;0.0;0.0;0.208;0.0;0.9258553119372948;0.0741446880627052;0.0;-970.13201046;4.3837;0.169;-0.004;0.0376077586206896;0.9369612068965516;0.0254310344827586;0.0;0.165;0.0;0.93454157782516;0.0654584221748401;0.0;209.49;2305.402;3367.1795;;
